Time(s),totalNaloxone_mg,m_AfferentChemoreceptor_Hz ,m_CentralFrequencyDelta_Per_min ,m_CentralPressureDelta_cmH2O ,m_PeripheralFrequencyDelta_Per_min ,m_PeripheralPressureDelta_cmH2O ,m_OxygenAutoregulatorHeart ,m_OxygenAutoregulatorMuscle ,OxygenSaturation,HeartRate(1/min),Fentanyl-PlasmaConcentration(ug/mL),Naloxone-PlasmaConcentration,Fentanyl-EffectSiteConcentration(ug/mL),Naloxone-EffectSiteConcentration,ArterialBloodPH,CardiacOutput(mL/min),MeanArterialPressure(mmHg),SystolicArterialPressure(mmHg),DiastolicArterialPressure(mmHg),RespirationRate(1/min),TidalVolume(mL),HeartStrokeVolume(mL),EndTidalCarbonDioxideFraction,TotalAlveolarVentilation(L/min),SystemicVascularResistance(mmHg_s/mL),BloodVolume(mL),MeanUrineOutput(mL/hr),NeuromuscularBlockLevel
1,0,3.49988,0.00108718,0.00100952,-0.00281698,-0.000938995,3.29E-06,0,0.979062,72,0.0307597,0,3.76E-05,0,7.41232,5782.43,95.8339,114.638,74.4068,16.0428,514.497,80.3115,0.0433569,7.03376,0.953517,5532.5,60.9548,0
1,0,3.49988,0.00108718,0.00100952,-0.00281698,-0.000938995,3.29E-06,0,0.979062,72,0.0307597,0,3.76E-05,0,7.41232,5782.43,95.8339,114.638,74.4068,16.0428,514.497,80.3115,0.0433569,7.03376,0.953517,5532.5,60.9548,0
2,0,3.49924,0.0011582,0.00107547,-0.00279242,-0.000930808,0,0,0.979058,72.3733,0.0600308,0,0.000148115,0,7.41229,5808.58,95.8085,114.696,74.4248,16.0428,514.497,80.2586,0.0433569,7.03376,0.948978,5532.51,60.6791,0
2,0,3.49924,0.0011582,0.00107547,-0.00279242,-0.000930808,0,0,0.979058,72.3733,0.0600308,0,0.000148115,0,7.41229,5808.58,95.8085,114.696,74.4248,16.0428,514.497,80.2586,0.0433569,7.03376,0.948978,5532.51,60.6791,0
3,0,3.50049,0.00129585,0.00120329,-0.00275892,-0.00091964,0,0,0.979041,72.3614,0.086893,0,0.000326284,0,7.4121,5809.45,95.8083,114.695,74.4126,16.0428,514.497,80.2838,0.0433569,7.03376,0.948841,5532.52,60.8012,0
3,0,3.50049,0.00129585,0.00120329,-0.00275892,-0.00091964,0,0,0.979041,72.3614,0.086893,0,0.000326284,0,7.4121,5809.45,95.8083,114.695,74.4126,16.0428,514.497,80.2838,0.0433569,7.03376,0.948841,5532.52,60.8012,0
4,0,3.50113,0.00142923,0.00132714,-0.00269133,-0.000897109,3.57E-06,0,0.979053,72.3293,0.111824,0,0.000566778,0,7.41223,5809.19,95.8168,114.701,74.4093,16.0428,514.497,80.3158,0.0433569,7.03376,0.94898,5532.52,61.1848,0
4,0,3.50113,0.00142923,0.00132714,-0.00269133,-0.000897109,3.57E-06,0,0.979053,72.3293,0.111824,0,0.000566778,0,7.41223,5809.19,95.8168,114.701,74.4093,16.0428,514.497,80.3158,0.0433569,7.03376,0.94898,5532.52,61.1848,0
5,0,3.50038,0.00150162,0.00139436,-0.00262923,-0.00087641,1.21E-05,0,0.979059,72.3075,0.13514,0,0.00086473,0,7.41231,5809.42,95.8289,114.713,74.4145,16.0428,514.523,80.3432,0.0433581,7.03411,0.949072,5532.53,61.3602,0
5,0,3.50038,0.00150162,0.00139436,-0.00262923,-0.00087641,1.21E-05,0,0.979059,72.3075,0.13514,0,0.00086473,0,7.41231,5809.42,95.8289,114.713,74.4145,16.0428,514.523,80.3432,0.0433581,7.03411,0.949072,5532.53,61.3602,0
6,0,3.50024,0.00156125,0.00144974,-0.00258731,-0.000862437,6.68E-06,0,0.979043,72.307,0.15685,0,0.00121559,0,7.41216,5810.8,95.8384,114.728,74.4235,16.0428,514.523,80.3629,0.0433581,7.03411,0.948947,5532.53,61.3039,0
6,0,3.50024,0.00156125,0.00144974,-0.00258731,-0.000862437,6.68E-06,0,0.979043,72.307,0.15685,0,0.00121559,0,7.41216,5810.8,95.8384,114.728,74.4235,16.0428,514.523,80.3629,0.0433581,7.03411,0.948947,5532.53,61.3039,0
7,0,3.50066,0.00161889,0.00150325,-0.00253721,-0.000845738,0,0,0.979032,72.3019,0.177099,0,0.00161512,0,7.41205,5811.86,95.8356,114.732,74.425,16.0428,514.523,80.3831,0.0433581,7.03411,0.948749,5532.54,61.0589,0
7,0,3.50066,0.00161889,0.00150325,-0.00253721,-0.000845738,0,0,0.979032,72.3019,0.177099,0,0.00161512,0,7.41205,5811.86,95.8356,114.732,74.425,16.0428,514.523,80.3831,0.0433581,7.03411,0.948749,5532.54,61.0589,0
8,0,3.50053,0.0016431,0.00152573,-0.00248223,-0.00082741,0,0,0.979047,72.1098,0.19368,0,0.00205904,0,7.41223,5802.56,95.7499,114.627,74.3472,16.0428,514.523,80.4683,0.0433581,7.03411,0.949377,5532.55,61.0083,0
8,0,3.50053,0.0016431,0.00152573,-0.00248223,-0.00082741,0,0,0.979047,72.1098,0.19368,0,0.00205904,0,7.41223,5802.56,95.7499,114.627,74.3472,16.0428,514.523,80.4683,0.0433581,7.03411,0.949377,5532.55,61.0083,0
9,0,3.50018,0.00164604,0.00152847,-0.00243635,-0.000812116,4.00E-07,0,0.979045,71.9563,0.209797,0,0.00254327,0,7.41222,5793.95,95.6489,114.508,74.2606,16.0428,517.225,80.5205,0.0434174,7.06965,0.949727,5532.55,61.3636,0
9,0,3.50018,0.00164604,0.00152847,-0.00243635,-0.000812116,4.00E-07,0,0.979045,71.9563,0.209797,0,0.00254327,0,7.41222,5793.95,95.6489,114.508,74.2606,16.0428,517.225,80.5205,0.0434174,7.06965,0.949727,5532.55,61.3636,0
10,0,3.50005,0.00164755,0.00152987,-0.0023982,-0.0007994,4.33E-06,0,0.979025,70.0899,0.225953,0,0.00306518,0,7.412,5647.61,94.9925,114.33,73.9349,16.0428,517.225,80.5767,0.0434174,7.06965,0.967349,5532.56,61.5535,0
10,0,3.50005,0.00164755,0.00152987,-0.0023982,-0.0007994,4.33E-06,0,0.979025,70.0899,0.225953,0,0.00306518,0,7.412,5647.61,94.9925,114.33,73.9349,16.0428,517.225,80.5767,0.0434174,7.06965,0.967349,5532.56,61.5535,0
11,0,3.50004,0.00164996,0.00153211,-0.00236196,-0.000787321,0,0,0.979021,71.5025,0.211104,0,0.00358607,0,7.41195,5765.51,95.2669,114.074,73.7082,16.0428,517.225,80.6336,0.0434174,7.06965,0.950376,5532.57,61.4618,0
11,0,3.50004,0.00164996,0.00153211,-0.00236196,-0.000787321,0,0,0.979021,71.5025,0.211104,0,0.00358607,0,7.41195,5765.51,95.2669,114.074,73.7082,16.0428,517.225,80.6336,0.0434174,7.06965,0.950376,5532.57,61.4618,0
12,0,3.49998,0.0016496,0.00153177,-0.00232703,-0.000775677,0,0,0.979032,72.8829,0.1961,0,0.00406642,0,7.41206,5880.69,94.9828,113.734,73.4433,16.0428,517.225,80.6868,0.0434174,7.06965,0.928817,5532.58,61.082,0
12,0,3.49998,0.0016496,0.00153177,-0.00232703,-0.000775677,0,0,0.979032,72.8829,0.1961,0,0.00406642,0,7.41206,5880.69,94.9828,113.734,73.4433,16.0428,517.225,80.6868,0.0434174,7.06965,0.928817,5532.58,61.082,0
13,0,3.4999,0.00164693,0.00152929,-0.00229473,-0.000764909,0,0,0.979034,70.5432,0.181532,0,0.00450905,0,7.41208,5745.92,93.3685,112.469,72.0405,14.218,522.041,81.4525,0.0436845,6.32355,0.933665,5532.59,60.5445,0
13,0,3.4999,0.00164693,0.00152929,-0.00229473,-0.000764909,0,0,0.979034,70.5432,0.181532,0,0.00450905,0,7.41208,5745.92,93.3685,112.469,72.0405,14.218,522.041,81.4525,0.0436845,6.32355,0.933665,5532.59,60.5445,0
14,0,3.49993,0.00164718,0.00152952,-0.00226375,-0.000754584,0,0,0.978975,70.5208,0.165616,0,0.00491612,0,7.41147,5753.92,93.1088,112.208,71.747,14.218,522.041,81.5918,0.0436845,6.32355,0.929604,5532.6,60.373,0
14,0,3.49993,0.00164718,0.00152952,-0.00226375,-0.000754584,0,0,0.978975,70.5208,0.165616,0,0.00491612,0,7.41147,5753.92,93.1088,112.208,71.747,14.218,522.041,81.5918,0.0436845,6.32355,0.929604,5532.6,60.373,0
15,0,3.50017,0.00165624,0.00153794,-0.00222914,-0.000743045,0,0,0.978905,70.5338,0.153307,0,0.00529098,0,7.41072,5762.44,92.9083,112.018,71.5346,14.218,522.041,81.6976,0.0436845,6.32355,0.926089,5532.6,60.3847,0
15,0,3.50017,0.00165624,0.00153794,-0.00222914,-0.000743045,0,0,0.978905,70.5338,0.153307,0,0.00529098,0,7.41072,5762.44,92.9083,112.018,71.5346,14.218,522.041,81.6976,0.0436845,6.32355,0.926089,5532.6,60.3847,0
16,0,3.50054,0.00167434,0.00155475,-0.00218569,-0.000728563,1.34E-06,0,0.978857,70.4865,0.142996,0,0.00563709,0,7.41021,5764.69,92.7293,111.842,71.3491,14.218,522.041,81.7843,0.0436845,6.32355,0.923812,5532.61,60.2464,0
16,0,3.50054,0.00167434,0.00155475,-0.00218569,-0.000728563,1.34E-06,0,0.978857,70.4865,0.142996,0,0.00563709,0,7.41021,5764.69,92.7293,111.842,71.3491,14.218,522.041,81.7843,0.0436845,6.32355,0.923812,5532.61,60.2464,0
17,0,3.50091,0.00169889,0.00157754,-0.00213148,-0.000710493,0,0,0.978819,70.3714,0.133698,0,0.00595731,0,7.40982,5760.63,92.5593,111.664,71.1715,14.218,522.041,81.8604,0.0436845,6.32355,0.922636,5532.62,59.9129,0
17,0,3.50091,0.00169889,0.00157754,-0.00213148,-0.000710493,0,0,0.978819,70.3714,0.133698,0,0.00595731,0,7.40982,5760.63,92.5593,111.664,71.1715,14.218,522.041,81.8604,0.0436845,6.32355,0.922636,5532.62,59.9129,0
18,0,3.50129,0.00172946,0.00160592,-0.00206662,-0.000688873,0,0,0.978773,70.2628,0.125285,0,0.00625414,0,7.40934,5756.52,92.4043,111.502,71.0091,14.218,522.041,81.9284,0.0436845,6.32355,0.921623,5532.63,59.4223,0
18,0,3.50129,0.00172946,0.00160592,-0.00206662,-0.000688873,0,0,0.978773,70.2628,0.125285,0,0.00625414,0,7.40934,5756.52,92.4043,111.502,71.0091,14.218,522.041,81.9284,0.0436845,6.32355,0.921623,5532.63,59.4223,0
19,0,3.50175,0.00176915,0.00164278,-0.00198995,-0.000663318,0,0,0.978688,70.2121,0.117479,0,0.00652988,0,7.40851,5760.63,92.1622,111.264,70.7576,14.218,522.041,82.046,0.0436845,6.32355,0.918334,5532.65,58.8156,0
19,0,3.50175,0.00176915,0.00164278,-0.00198995,-0.000663318,0,0,0.978688,70.2121,0.117479,0,0.00652988,0,7.40851,5760.63,92.1622,111.264,70.7576,14.218,522.041,82.046,0.0436845,6.32355,0.918334,5532.65,58.8156,0
20,0,3.50245,0.00182557,0.00169517,-0.00189692,-0.000632308,0,0,0.978447,70.2506,0.108783,0,0.00678617,0,7.40598,5767.43,92.0765,111.188,70.6679,7.95756,536.619,82.098,0.0451666,3.63729,0.91631,5532.66,58.5448,0
20,0,3.50245,0.00182557,0.00169517,-0.00189692,-0.000632308,0,0,0.978447,70.2506,0.108783,0,0.00678617,0,7.40598,5767.43,92.0765,111.188,70.6679,7.95756,536.619,82.098,0.0451666,3.63729,0.91631,5532.66,58.5448,0
21,0,3.50361,0.00191354,0.00177686,-0.00177801,-0.00059267,0,0,0.978174,70.3053,0.102079,0,0.00702499,0,7.40238,5775.44,92.0135,111.137,70.5994,7.95756,536.619,82.1481,0.0451666,3.63729,0.91434,5532.67,58.5481,0
21,0,3.50361,0.00191354,0.00177686,-0.00177801,-0.00059267,0,0,0.978174,70.3053,0.102079,0,0.00702499,0,7.40238,5775.44,92.0135,111.137,70.5994,7.95756,536.619,82.1481,0.0451666,3.63729,0.91434,5532.67,58.5481,0
22,0,3.50542,0.0020536,0.00190691,-0.00161739,-0.00053913,3.47E-06,0,0.977884,70.3604,0.0964882,0,0.00724833,0,7.39789,5783.5,91.9719,111.109,70.5498,7.95756,536.619,82.1983,0.0451666,3.63729,0.912594,5532.68,58.4543,0
22,0,3.50542,0.0020536,0.00190691,-0.00161739,-0.00053913,3.47E-06,0,0.977884,70.3604,0.0964882,0,0.00724833,0,7.39789,5783.5,91.9719,111.109,70.5498,7.95756,536.619,82.1983,0.0451666,3.63729,0.912594,5532.68,58.4543,0
23,0,3.5079,0.00226359,0.0021019,-0.00139497,-0.00046499,2.37E-06,0,0.977565,70.3954,0.0914414,0,0.00745771,0,7.3927,5790.02,91.9488,111.097,70.5155,7.95756,536.619,82.25,0.0451666,3.63729,0.911292,5532.69,58.1805,0
23,0,3.5079,0.00226359,0.0021019,-0.00139497,-0.00046499,2.37E-06,0,0.977565,70.3954,0.0914414,0,0.00745771,0,7.3927,5790.02,91.9488,111.097,70.5155,7.95756,536.619,82.25,0.0451666,3.63729,0.911292,5532.69,58.1805,0
24,0,3.51075,0.00254265,0.00236104,-0.00109361,-0.000364537,0,0,0.977254,70.391,0.0868444,0,0.00765441,0,7.38863,5793.42,91.9399,111.095,70.4917,7.95756,536.619,82.3035,0.0451666,3.63729,0.910633,5532.7,57.7633,0
24,0,3.51075,0.00254265,0.00236104,-0.00109361,-0.000364537,0,0,0.977254,70.391,0.0868444,0,0.00765441,0,7.38863,5793.42,91.9399,111.095,70.4917,7.95756,536.619,82.3035,0.0451666,3.63729,0.910633,5532.7,57.7633,0
25,0,3.51319,0.00284403,0.00264088,-0.000713521,-0.00023784,0,0,0.976991,70.2335,0.0826388,0,0.00783958,0,7.3881,5787.96,91.942,111.095,70.4585,7.95756,536.619,82.4103,0.0451666,3.63729,0.911457,5532.72,57.2329,0
25,0,3.51319,0.00284403,0.00264088,-0.000713521,-0.00023784,0,0,0.976991,70.2335,0.0826388,0,0.00783958,0,7.3881,5787.96,91.942,111.095,70.4585,7.95756,536.619,82.4103,0.0451666,3.63729,0.911457,5532.72,57.2329,0
26,0,3.51518,0.00314947,0.00292451,-0.000271046,-9.03E-05,0,0,0.976595,70.0874,0.0781328,0,0.00801412,0,7.38746,5779.38,91.935,111.081,70.4378,7.95756,536.619,82.4596,0.0451666,3.63729,0.912709,5532.73,56.9636,0
26,0,3.51518,0.00314947,0.00292451,-0.000271046,-9.03E-05,0,0,0.976595,70.0874,0.0781328,0,0.00801412,0,7.38746,5779.38,91.935,111.081,70.4378,7.95756,536.619,82.4596,0.0451666,3.63729,0.912709,5532.73,56.9636,0
27,0,3.51683,0.0034574,0.00321044,0.000220989,7.37E-05,0,0,0.976332,69.91,0.0743513,0,0.00817891,0,7.38711,5767.85,91.9101,111.046,70.4035,7.95756,536.619,82.5039,0.0451666,3.63729,0.914243,5532.74,57.037,0
27,0,3.51683,0.0034574,0.00321044,0.000220989,7.37E-05,0,0,0.976332,69.91,0.0743513,0,0.00817891,0,7.38711,5767.85,91.9101,111.046,70.4035,7.95756,536.619,82.5039,0.0451666,3.63729,0.914243,5532.74,57.037,0
28,0,3.51821,0.00376674,0.00349768,0.000752894,0.000250965,4.09E-06,0,0.976126,69.741,0.0710819,0,0.00833494,0,7.38682,5756.6,91.3721,111,69.9942,7.95756,536.619,82.5425,0.0451666,3.63729,0.910402,5532.75,56.9564,0
28,0,3.51821,0.00376674,0.00349768,0.000752894,0.000250965,4.09E-06,0,0.976126,69.741,0.0710819,0,0.00833494,0,7.38682,5756.6,91.3721,111,69.9942,7.95756,536.619,82.5425,0.0451666,3.63729,0.910402,5532.75,56.9564,0
29,0,3.51944,0.00407823,0.00378693,0.00131795,0.000439318,1.11E-05,0,0.975917,69.6414,0.0681054,0,0.00848291,0,7.38644,5790.29,90.9706,110.54,69.5093,7.95756,536.619,83.1443,0.0451666,3.63729,0.900931,5532.76,56.706,0
29,0,3.51944,0.00407823,0.00378693,0.00131795,0.000439318,1.11E-05,0,0.975917,69.6414,0.0681054,0,0.00848291,0,7.38644,5790.29,90.9706,110.54,69.5093,7.95756,536.619,83.1443,0.0451666,3.63729,0.900931,5532.76,56.706,0
30,0,3.52062,0.00439379,0.00407995,0.00191296,0.000637654,1.49E-05,0,0.975684,69.6259,0.0653627,0,0.00862347,0,7.38593,5806.66,90.8827,110.457,69.298,7.95756,536.619,83.398,0.0451666,3.63729,0.89747,5532.78,56.3387,0
30,0,3.52062,0.00439379,0.00407995,0.00191296,0.000637654,1.49E-05,0,0.975684,69.6259,0.0653627,0,0.00862347,0,7.38593,5806.66,90.8827,110.457,69.298,7.95756,536.619,83.398,0.0451666,3.63729,0.89747,5532.78,56.3387,0
31,0,3.52185,0.00471588,0.00437903,0.00253807,0.000846025,4.31E-06,0,0.975424,69.8035,0.0628321,0,0.00875717,0,7.38528,5831.98,91.4024,110.541,69.2826,7.95756,536.619,83.5486,0.0451666,3.63729,0.8989,5532.8,55.9379,0
31,0,3.52185,0.00471588,0.00437903,0.00253807,0.000846025,4.31E-06,0,0.975424,69.8035,0.0628321,0,0.00875717,0,7.38528,5831.98,91.4024,110.541,69.2826,7.95756,536.619,83.5486,0.0451666,3.63729,0.8989,5532.8,55.9379,0
32,0,3.52319,0.00504685,0.00468636,0.0031959,0.0010653,0,0,0.975029,70.0856,0.0604117,0,0.00888448,0,7.38421,5826.96,92.0144,111.284,70.363,7.95756,536.619,83.1407,0.0451666,3.63729,0.905936,5532.81,55.5334,0
32,0,3.52319,0.00504685,0.00468636,0.0031959,0.0010653,0,0,0.975029,70.0856,0.0604117,0,0.00888448,0,7.38421,5826.96,92.0144,111.284,70.363,7.95756,536.619,83.1407,0.0451666,3.63729,0.905936,5532.81,55.5334,0
33,0,3.52475,0.00538955,0.00500458,0.0038906,0.00129687,0,0,0.974502,70.0087,0.0580522,0,0.00900584,0,7.38278,5818.37,92.0477,111.316,70.4267,7.95756,536.619,83.1093,0.0451666,3.63729,0.907599,5532.82,55.5846,0
33,0,3.52475,0.00538955,0.00500458,0.0038906,0.00129687,0,0,0.974502,70.0087,0.0580522,0,0.00900584,0,7.38278,5818.37,92.0477,111.316,70.4267,7.95756,536.619,83.1093,0.0451666,3.63729,0.907599,5532.82,55.5846,0
34,0,3.52651,0.00574513,0.00533476,0.0046272,0.0015424,4.03E-06,0,0.974063,69.923,0.0559398,0,0.00912166,0,7.38162,5810.09,92.041,111.299,70.4289,7.95756,536.619,83.0927,0.0451666,3.63729,0.908805,5532.84,55.7778,0
34,0,3.52651,0.00574513,0.00533476,0.0046272,0.0015424,4.03E-06,0,0.974063,69.923,0.0559398,0,0.00912166,0,7.38162,5810.09,92.041,111.299,70.4289,7.95756,536.619,83.0927,0.0451666,3.63729,0.908805,5532.84,55.7778,0
35,0,3.52843,0.00611392,0.00567721,0.00541069,0.00180356,1.24E-05,0,0.973646,69.8861,0.054003,0,0.00923235,0,7.38058,5806.58,92.0308,111.283,70.4197,7.95756,536.619,83.0862,0.0451666,3.63729,0.90923,5532.85,55.8129,0
35,0,3.52843,0.00611392,0.00567721,0.00541069,0.00180356,1.24E-05,0,0.973646,69.8861,0.054003,0,0.00923235,0,7.38058,5806.58,92.0308,111.283,70.4197,7.95756,536.619,83.0862,0.0451666,3.63729,0.90923,5532.85,55.8129,0
36,0,3.53049,0.00649608,0.00603207,0.00624564,0.00208188,1.13E-05,0,0.973202,69.8902,0.0522058,0,0.00933824,0,7.37953,5806.76,92.0281,111.279,70.4156,7.95756,536.619,83.084,0.0451666,3.63729,0.909158,5532.86,55.6693,0
36,0,3.53049,0.00649608,0.00603207,0.00624564,0.00208188,1.13E-05,0,0.973202,69.8902,0.0522058,0,0.00933824,0,7.37953,5806.76,92.0281,111.279,70.4156,7.95756,536.619,83.084,0.0451666,3.63729,0.909158,5532.86,55.6693,0
37,0,3.53268,0.00689148,0.00639923,0.00713608,0.00237869,0,0,0.972734,69.9146,0.0505328,0,0.00943965,0,7.3785,5808.72,92.0345,111.287,70.4199,7.95756,536.619,83.0831,0.0451666,3.63729,0.908902,5532.88,55.3827,0
37,0,3.53268,0.00689148,0.00639923,0.00713608,0.00237869,0,0,0.972734,69.9146,0.0505328,0,0.00943965,0,7.3785,5808.72,92.0345,111.287,70.4199,7.95756,536.619,83.0831,0.0451666,3.63729,0.908902,5532.88,55.3827,0
38,0,3.53496,0.00729972,0.00677831,0.00808537,0.00269512,0,0,0.972142,69.9723,0.0489696,0,0.00953686,0,7.37731,5813.77,92.0724,111.331,70.4503,3.46021,542.316,83.0868,0.049131,1.59902,0.908485,5532.9,55.0131,0
38,0,3.53496,0.00729972,0.00677831,0.00808537,0.00269512,0,0,0.972142,69.9723,0.0489696,0,0.00953686,0,7.37731,5813.77,92.0724,111.331,70.4503,3.46021,542.316,83.0868,0.049131,1.59902,0.908485,5532.9,55.0131,0
39,0,3.53741,0.00772091,0.00716942,0.00909636,0.00303212,0,0,0.971299,69.9936,0.0474823,0,0.00963012,0,7.3758,5815.97,92.1017,111.363,70.4742,3.46021,542.316,83.0928,0.049131,1.59902,0.908439,5532.91,55.0551,0
39,0,3.53741,0.00772091,0.00716942,0.00909636,0.00303212,0,0,0.971299,69.9936,0.0474823,0,0.00963012,0,7.3758,5815.97,92.1017,111.363,70.4742,3.46021,542.316,83.0928,0.049131,1.59902,0.908439,5532.91,55.0551,0
40,0,3.53996,0.00815363,0.00757123,0.0101713,0.00339043,4.34E-06,0,0.970668,70.0013,0.0460568,0,0.00971967,0,7.37483,5817.22,92.1346,111.399,70.5009,3.46021,542.316,83.1016,0.049131,1.59902,0.908577,5532.92,55.3077,0
40,0,3.53996,0.00815363,0.00757123,0.0101713,0.00339043,4.34E-06,0,0.970668,70.0013,0.0460568,0,0.00971967,0,7.37483,5817.22,92.1346,111.399,70.5009,3.46021,542.316,83.1016,0.049131,1.59902,0.908577,5532.92,55.3077,0
41,0,3.5425,0.0085955,0.00798153,0.0113109,0.00377029,1.93E-05,0,0.970147,69.9869,0.0447115,0,0.00980571,0,7.37415,5816.79,92.1668,111.433,70.5267,3.46021,542.316,83.1125,0.049131,1.59902,0.908974,5532.94,55.4285,0
41,0,3.5425,0.0085955,0.00798153,0.0113109,0.00377029,1.93E-05,0,0.970147,69.9869,0.0447115,0,0.00980571,0,7.37415,5816.79,92.1668,111.433,70.5267,3.46021,542.316,83.1125,0.049131,1.59902,0.908974,5532.94,55.4285,0
42,0,3.54496,0.00904394,0.00839794,0.0125137,0.00417122,2.99E-05,0,0.96965,69.9456,0.0434544,0,0.00988845,0,7.37363,5814.2,92.1939,111.459,70.5474,3.46021,542.316,83.1246,0.049131,1.59902,0.909656,5532.95,55.3653,0
42,0,3.54496,0.00904394,0.00839794,0.0125137,0.00417122,2.99E-05,0,0.96965,69.9456,0.0434544,0,0.00988845,0,7.37363,5814.2,92.1939,111.459,70.5474,3.46021,542.316,83.1246,0.049131,1.59902,0.909656,5532.95,55.3653,0
43,0,3.54726,0.00949606,0.00881777,0.0137759,0.00459198,2.96E-05,0,0.969188,69.8772,0.0422766,0,0.00996807,0,7.37329,5809.34,92.2117,111.473,70.5596,3.46021,542.316,83.1364,0.049131,1.59902,0.910596,5532.97,55.1513,0
43,0,3.54726,0.00949606,0.00881777,0.0137759,0.00459198,2.96E-05,0,0.969188,69.8772,0.0422766,0,0.00996807,0,7.37329,5809.34,92.2117,111.473,70.5596,3.46021,542.316,83.1364,0.049131,1.59902,0.910596,5532.97,55.1513,0
44,0,3.54934,0.00994883,0.0092382,0.0150919,0.00503063,1.72E-05,0,0.968763,69.6758,0.0411708,0,0.0100447,0,7.37312,5795.77,91.7157,111.458,70.2064,3.46021,542.316,83.1821,0.049131,1.59902,0.907592,5532.99,54.8141,0
44,0,3.54934,0.00994883,0.0092382,0.0150919,0.00503063,1.72E-05,0,0.968763,69.6758,0.0411708,0,0.0100447,0,7.37312,5795.77,91.7157,111.458,70.2064,3.46021,542.316,83.1821,0.049131,1.59902,0.907592,5532.99,54.8141,0
45,0,3.5512,0.0103993,0.00965654,0.0164541,0.00548469,1.33E-05,0,0.968168,69.5507,0.0401993,0,0.0101187,0,7.3732,5825.98,91.3375,111.01,69.7254,3.46021,542.316,83.7659,0.049131,1.59902,0.899002,5533,54.6145,0
45,0,3.5512,0.0103993,0.00965654,0.0164541,0.00548469,1.33E-05,0,0.968168,69.5507,0.0401993,0,0.0101187,0,7.3732,5825.98,91.3375,111.01,69.7254,3.46021,542.316,83.7659,0.049131,1.59902,0.899002,5533,54.6145,0
46,0,3.55282,0.010845,0.0100704,0.0178546,0.00595152,5.47E-05,0,0.967757,69.419,0.0392306,0,0.01019,0,7.37346,5833.46,91.2601,110.907,69.5146,3.46021,542.316,84.0326,0.049131,1.59902,0.897058,5533.02,54.7121,0
46,0,3.55282,0.010845,0.0100704,0.0178546,0.00595152,5.47E-05,0,0.967757,69.419,0.0392306,0,0.01019,0,7.37346,5833.46,91.2601,110.907,69.5146,3.46021,542.316,84.0326,0.049131,1.59902,0.897058,5533.02,54.7121,0
47,0,3.5542,0.0112842,0.0104782,0.0192855,0.00642851,0.000144697,0,0.967452,69.4126,0.0382674,0,0.0102588,0,7.37378,5843.82,91.272,110.941,69.4823,3.46021,542.316,84.1896,0.049131,1.59902,0.895594,5533.03,54.8326,0
47,0,3.5542,0.0112842,0.0104782,0.0192855,0.00642851,0.000144697,0,0.967452,69.4126,0.0382674,0,0.0102588,0,7.37378,5843.82,91.272,110.941,69.4823,3.46021,542.316,84.1896,0.049131,1.59902,0.895594,5533.03,54.8326,0
48,0,3.55536,0.0117161,0.0108792,0.0207399,0.0069133,0.000264038,0,0.967194,69.3749,0.0373441,0,0.0103252,0,7.37411,5850.95,91.2974,110.984,69.4761,3.46021,542.316,84.3382,0.049131,1.59902,0.894764,5533.05,54.8261,0
48,0,3.55536,0.0117161,0.0108792,0.0207399,0.0069133,0.000264038,0,0.967194,69.3749,0.0373441,0,0.0103252,0,7.37411,5850.95,91.2974,110.984,69.4761,3.46021,542.316,84.3382,0.049131,1.59902,0.894764,5533.05,54.8261,0
49,0,3.55635,0.0121404,0.0112733,0.0222118,0.00740394,0.000396727,0,0.966948,69.2705,0.0364726,0,0.0103894,0,7.37443,5852.54,91.3128,111.001,69.4624,3.46021,542.316,84.4882,0.049131,1.59902,0.894677,5533.07,54.6914,0
49,0,3.55635,0.0121404,0.0112733,0.0222118,0.00740394,0.000396727,0,0.966948,69.2705,0.0364726,0,0.0103894,0,7.37443,5852.54,91.3128,111.001,69.4624,3.46021,542.316,84.4882,0.049131,1.59902,0.894677,5533.07,54.6914,0
50,0,3.55724,0.0125579,0.0116609,0.0236971,0.00789903,0.000534268,0,0.966702,69.1293,0.0356481,0,0.0104514,0,7.37469,5850.05,91.31,110.988,69.4362,3.46021,542.316,84.6248,0.049131,1.59902,0.89502,5533.09,54.4473,0
50,0,3.55724,0.0125579,0.0116609,0.0236971,0.00789903,0.000534268,0,0.966702,69.1293,0.0356481,0,0.0104514,0,7.37469,5850.05,91.31,110.988,69.4362,3.46021,542.316,84.6248,0.049131,1.59902,0.89502,5533.09,54.4473,0
51,0,3.55809,0.0129699,0.0120435,0.0251936,0.00839786,0.000673483,0,0.966437,69.0257,0.034867,0,0.0105113,0,7.37485,5848.14,91.2894,110.961,69.4053,3.46021,542.316,84.7241,0.049131,1.59902,0.895087,5533.11,54.1093,0
51,0,3.55809,0.0129699,0.0120435,0.0251936,0.00839786,0.000673483,0,0.966437,69.0257,0.034867,0,0.0105113,0,7.37485,5848.14,91.2894,110.961,69.4053,3.46021,542.316,84.7241,0.049131,1.59902,0.895087,5533.11,54.1093,0
52,0,3.55901,0.0133786,0.012423,0.0267018,0.00890059,0.000816314,0,0.965984,69.0612,0.0341983,0,0.0105694,0,7.37482,5856.44,91.2136,110.91,69.3441,3.46021,542.316,84.8007,0.049131,1.59902,0.893012,5533.13,53.8158,0
