Time(s),totalNaloxone_mg,m_AfferentChemoreceptor_Hz ,m_CentralFrequencyDelta_Per_min ,m_CentralPressureDelta_cmH2O ,m_PeripheralFrequencyDelta_Per_min ,m_PeripheralPressureDelta_cmH2O ,m_OxygenAutoregulatorHeart ,m_OxygenAutoregulatorMuscle ,OxygenSaturation,HeartRate(1/min),Fentanyl-PlasmaConcentration(ug/mL),Naloxone-PlasmaConcentration,Fentanyl-EffectSiteConcentration(ug/mL),Naloxone-EffectSiteConcentration,ArterialBloodPH,CardiacOutput(mL/min),MeanArterialPressure(mmHg),SystolicArterialPressure(mmHg),DiastolicArterialPressure(mmHg),RespirationRate(1/min),TidalVolume(mL),HeartStrokeVolume(mL),EndTidalCarbonDioxideFraction,TotalAlveolarVentilation(L/min),SystemicVascularResistance(mmHg_s/mL),BloodVolume(mL),MeanUrineOutput(mL/hr),NeuromuscularBlockLevel
249,4,3.8738,0.199203,0.184975,0.731034,0.243678,0.15328,3.39731,0.605633,69.9385,0.00881596,0.000211551,0.0122253,7.37E-06,7.22967,5907.31,92.2709,111.81,70.4522,2.04499,577.767,84.4643,0.0681687,1.00689,0.895705,5537.81,59.7869,0
250,4,3.87557,0.200905,0.186555,0.734957,0.244986,0.154323,3.41554,0.604989,69.8593,0.00875324,0.000219009,0.0122169,7.74E-06,7.22933,5899.11,92.2579,111.785,70.4427,2.04499,577.767,84.4427,0.0681687,1.00689,0.896817,5537.83,60.0942,0
250,4,3.87557,0.200905,0.186555,0.734957,0.244986,0.154323,3.41554,0.604989,69.8593,0.00875324,0.000219009,0.0122169,7.74E-06,7.22933,5899.11,92.2579,111.785,70.4427,2.04499,577.767,84.4427,0.0681687,1.00689,0.896817,5537.83,60.0942,0
251,4,3.8767,0.202602,0.18813,0.738885,0.246295,0.155399,3.434,0.605782,69.756,0.00869386,0.000226709,0.0122085,8.12E-06,7.22936,5888.88,91.7197,111.743,69.7968,2.04499,577.767,84.4212,0.0681687,1.00689,0.8929,5537.86,60.1046,0
251,4,3.8767,0.202602,0.18813,0.738885,0.246295,0.155399,3.434,0.605782,69.756,0.00869386,0.000226709,0.0122085,8.12E-06,7.22936,5888.88,91.7197,111.743,69.7968,2.04499,577.767,84.4212,0.0681687,1.00689,0.8929,5537.86,60.1046,0
252,4,3.87712,0.204285,0.189693,0.742797,0.247599,0.156491,3.45264,0.607902,69.632,0.00863681,0.000234635,0.0121999,8.51E-06,7.22973,5917.44,91.3107,111.255,69.5332,2.04499,577.767,84.9816,0.0681687,1.00689,0.88446,5537.89,59.9475,0
252,4,3.87712,0.204285,0.189693,0.742797,0.247599,0.156491,3.45264,0.607902,69.632,0.00863681,0.000234635,0.0121999,8.51E-06,7.22973,5917.44,91.3107,111.255,69.5332,2.04499,577.767,84.9816,0.0681687,1.00689,0.88446,5537.89,59.9475,0
253,4,3.87685,0.205947,0.191237,0.746673,0.248891,0.157572,3.47138,0.61116,69.4972,0.00858145,0.000242779,0.0121913,8.92E-06,7.23039,5923.59,91.2161,111.125,69.3349,2.04499,577.767,85.2349,0.0681687,1.00689,0.882593,5537.92,59.676,0
253,4,3.87685,0.205947,0.191237,0.746673,0.248891,0.157572,3.47138,0.61116,69.4972,0.00858145,0.000242779,0.0121913,8.92E-06,7.23039,5923.59,91.2161,111.125,69.3349,2.04499,577.767,85.2349,0.0681687,1.00689,0.882593,5537.92,59.676,0
254,4,3.87595,0.207583,0.192756,0.750492,0.250164,0.158608,3.4901,0.615744,69.4446,0.00853673,0.000251094,0.0121827,9.34E-06,7.23138,5938.06,91.229,111.168,69.2784,2.04499,577.767,85.5079,0.0681687,1.00689,0.880585,5537.96,59.3279,0
254,4,3.87595,0.207583,0.192756,0.750492,0.250164,0.158608,3.4901,0.615744,69.4446,0.00853673,0.000251094,0.0121827,9.34E-06,7.23138,5938.06,91.229,111.168,69.2784,2.04499,577.767,85.5079,0.0681687,1.00689,0.880585,5537.96,59.3279,0
255,4,3.87446,0.209188,0.194246,0.754236,0.251412,0.159579,3.50871,0.623464,69.3479,0.00856528,0.000259228,0.0121739,9.77E-06,7.23309,5938.79,91.2372,111.172,69.26,2.04499,577.767,85.6376,0.0681687,1.00689,0.88056,5537.99,59.277,0
255,4,3.87446,0.209188,0.194246,0.754236,0.251412,0.159579,3.50871,0.623464,69.3479,0.00856528,0.000259228,0.0121739,9.77E-06,7.23309,5938.79,91.2372,111.172,69.26,2.04499,577.767,85.6376,0.0681687,1.00689,0.88056,5537.99,59.277,0
256,4,3.87254,0.210759,0.195705,0.757892,0.252631,0.160488,3.52712,0.629265,69.2836,0.00854389,0.000267714,0.0121651,1.02E-05,7.23435,5939.73,91.2359,111.17,69.2471,2.04499,577.767,85.7308,0.0681687,1.00689,0.880404,5538.02,59.4922,0
256,4,3.87254,0.210759,0.195705,0.757892,0.252631,0.160488,3.52712,0.629265,69.2836,0.00854389,0.000267714,0.0121651,1.02E-05,7.23435,5939.73,91.2359,111.17,69.2471,2.04499,577.767,85.7308,0.0681687,1.00689,0.880404,5538.02,59.4922,0
257,4,3.87049,0.212302,0.197138,0.761453,0.253818,0.161309,3.54522,0.633449,69.291,0.00849031,0.000276529,0.0121562,1.07E-05,7.23523,5943.88,91.2245,111.173,69.2383,2.04499,577.767,85.7815,0.0681687,1.00689,0.879669,5538.04,59.6845,0
257,4,3.87049,0.212302,0.197138,0.761453,0.253818,0.161309,3.54522,0.633449,69.291,0.00849031,0.000276529,0.0121562,1.07E-05,7.23523,5943.88,91.2245,111.173,69.2383,2.04499,577.767,85.7815,0.0681687,1.00689,0.879669,5538.04,59.6845,0
258,4,3.86853,0.21382,0.198547,0.764918,0.254973,0.162014,3.56291,0.636449,69.3573,0.00843063,0.000285588,0.0121473,1.12E-05,7.23583,5950.99,91.2055,111.181,69.2287,2.04499,577.767,85.802,0.0681687,1.00689,0.878422,5538.07,59.722,0
258,4,3.86853,0.21382,0.198547,0.764918,0.254973,0.162014,3.56291,0.636449,69.3573,0.00843063,0.000285588,0.0121473,1.12E-05,7.23583,5950.99,91.2055,111.181,69.2287,2.04499,577.767,85.802,0.0681687,1.00689,0.878422,5538.07,59.722,0
259,4,3.86688,0.21532,0.19994,0.768295,0.256098,0.162588,3.58011,0.638385,69.4566,0.00837352,0.000294854,0.0121382,1.17E-05,7.23616,5959.83,91.185,111.193,69.2182,2.04499,577.767,85.8065,0.0681687,1.00689,0.876912,5538.11,59.618,0
259,4,3.86688,0.21532,0.19994,0.768295,0.256098,0.162588,3.58011,0.638385,69.4566,0.00837352,0.000294854,0.0121382,1.17E-05,7.23616,5959.83,91.185,111.193,69.2182,2.04499,577.767,85.8065,0.0681687,1.00689,0.876912,5538.11,59.618,0
260,4,3.86566,0.216809,0.201322,0.771594,0.257198,0.163031,3.59678,0.639225,69.568,0.00831872,0.000304325,0.0121291,1.22E-05,7.23623,5969.37,91.1696,111.214,69.2098,2.04499,577.767,85.8062,0.0681687,1.00689,0.875357,5538.14,59.3969,0
260,4,3.86566,0.216809,0.201322,0.771594,0.257198,0.163031,3.59678,0.639225,69.568,0.00831872,0.000304325,0.0121291,1.22E-05,7.23623,5969.37,91.1696,111.214,69.2098,2.04499,577.767,85.8062,0.0681687,1.00689,0.875357,5538.14,59.3969,0
261,4,3.86495,0.218291,0.202699,0.774832,0.258277,0.163353,3.61289,0.638987,69.776,0.00826701,0.000313992,0.0121199,1.27E-05,7.23603,5989.12,91.6871,111.288,69.2127,2.04499,577.767,85.8335,0.0681687,1.00689,0.877651,5538.17,59.0826,0
261,4,3.86495,0.218291,0.202699,0.774832,0.258277,0.163353,3.61289,0.638987,69.776,0.00826701,0.000313992,0.0121199,1.27E-05,7.23603,5989.12,91.6871,111.288,69.2127,2.04499,577.767,85.8335,0.0681687,1.00689,0.877651,5538.17,59.0826,0
262,4,3.8648,0.219774,0.204076,0.778024,0.259341,0.163582,3.6285,0.636361,69.8572,0.00829534,0.000323335,0.0121107,1.32E-05,7.23515,5962.79,92.1064,111.765,70.0448,2.04499,577.767,85.3568,0.0681687,1.00689,0.885734,5538.2,59.121,0
262,4,3.8648,0.219774,0.204076,0.778024,0.259341,0.163582,3.6285,0.636361,69.8572,0.00829534,0.000323335,0.0121107,1.32E-05,7.23515,5962.79,92.1064,111.765,70.0448,2.04499,577.767,85.3568,0.0681687,1.00689,0.885734,5538.2,59.121,0
263,4,3.86524,0.221263,0.205459,0.781189,0.260396,0.163762,3.64365,0.633057,69.9211,0.00827108,0.000333067,0.0121014,1.38E-05,7.23416,5955.87,92.2199,111.891,70.2737,2.04499,577.767,85.1799,0.0681687,1.00689,0.887895,5538.23,59.5311,0
263,4,3.86524,0.221263,0.205459,0.781189,0.260396,0.163762,3.64365,0.633057,69.9211,0.00827108,0.000333067,0.0121014,1.38E-05,7.23416,5955.87,92.2199,111.891,70.2737,2.04499,577.767,85.1799,0.0681687,1.00689,0.887895,5538.23,59.5311,0
264,4,3.8662,0.222763,0.206852,0.784342,0.261447,0.163905,3.65841,0.629566,69.8393,0.00821135,0.00034318,0.012092,1.44E-05,7.23316,5939.69,92.2094,111.858,70.3137,2.04499,577.767,85.048,0.0681687,1.00689,0.890195,5538.26,59.8567,0
264,4,3.8662,0.222763,0.206852,0.784342,0.261447,0.163905,3.65841,0.629566,69.8393,0.00821135,0.00034318,0.012092,1.44E-05,7.23316,5939.69,92.2094,111.858,70.3137,2.04499,577.767,85.048,0.0681687,1.00689,0.890195,5538.26,59.8567,0
265,4,3.86761,0.224278,0.208258,0.787499,0.2625,0.164014,3.67282,0.625648,69.772,0.00814983,0.000353532,0.0120826,1.49E-05,7.23205,5926.4,92.1627,111.784,70.2948,2.04499,577.767,84.9396,0.0681687,1.00689,0.891706,5538.29,59.9592,0
265,4,3.86761,0.224278,0.208258,0.787499,0.2625,0.164014,3.67282,0.625648,69.772,0.00814983,0.000353532,0.0120826,1.49E-05,7.23205,5926.4,92.1627,111.784,70.2948,2.04499,577.767,84.9396,0.0681687,1.00689,0.891706,5538.29,59.9592,0
266,4,3.86937,0.225809,0.20968,0.790673,0.263558,0.164096,3.68691,0.621286,69.7645,0.00809628,0.000364074,0.012073,1.56E-05,7.23083,5919.53,91.6048,111.718,69.583,2.04499,577.767,84.8501,0.0681687,1.00689,0.887088,5538.32,59.8144,0
266,4,3.86937,0.225809,0.20968,0.790673,0.263558,0.164096,3.68691,0.621286,69.7645,0.00809628,0.000364074,0.012073,1.56E-05,7.23083,5919.53,91.6048,111.718,69.583,2.04499,577.767,84.8501,0.0681687,1.00689,0.887088,5538.32,59.8144,0
267,4,3.87144,0.227359,0.211119,0.793872,0.264624,0.164196,3.70081,0.616624,69.8039,0.00804027,0.000374832,0.0120634,1.62E-05,7.22953,5954.84,91.7003,111.246,69.4321,2.04499,577.767,85.308,0.0681687,1.00689,0.882789,5538.35,59.5824,0
267,4,3.87144,0.227359,0.211119,0.793872,0.264624,0.164196,3.70081,0.616624,69.8039,0.00804027,0.000374832,0.0120634,1.62E-05,7.22953,5954.84,91.7003,111.246,69.4321,2.04499,577.767,85.308,0.0681687,1.00689,0.882789,5538.35,59.5824,0
268,4,3.87377,0.228931,0.212579,0.797106,0.265702,0.164322,3.71457,0.608968,70.0624,0.00804717,0.000385354,0.0120538,1.68E-05,7.22739,5943.29,92.1282,111.739,70.2505,2.04499,577.767,84.8285,0.0681687,1.00689,0.888816,5538.39,59.4638,0
268,4,3.87377,0.228931,0.212579,0.797106,0.265702,0.164322,3.71457,0.608968,70.0624,0.00804717,0.000385354,0.0120538,1.68E-05,7.22739,5943.29,92.1282,111.739,70.2505,2.04499,577.767,84.8285,0.0681687,1.00689,0.888816,5538.39,59.4638,0
269,4,3.87636,0.230528,0.214061,0.800382,0.266794,0.164529,3.7283,0.60193,70.0942,0.00804424,0.00039599,0.0120441,1.75E-05,7.2254,5940.84,92.1733,111.783,70.3253,2.04499,577.767,84.7551,0.0681687,1.00689,0.88964,5538.41,59.8121,0
269,4,3.87636,0.230528,0.214061,0.800382,0.266794,0.164529,3.7283,0.60193,70.0942,0.00804424,0.00039599,0.0120441,1.75E-05,7.2254,5940.84,92.1733,111.783,70.3253,2.04499,577.767,84.7551,0.0681687,1.00689,0.88964,5538.41,59.8121,0
270,4,3.8791,0.232148,0.215566,0.803704,0.267901,0.164833,3.74209,0.596344,70.0746,0.00799244,0.00040707,0.0120343,1.82E-05,7.22382,5935.12,92.1902,111.788,70.355,2.04499,577.767,84.6971,0.0681687,1.00689,0.89067,5538.44,60.1753,0
270,4,3.8791,0.232148,0.215566,0.803704,0.267901,0.164833,3.74209,0.596344,70.0746,0.00799244,0.00040707,0.0120343,1.82E-05,7.22382,5935.12,92.1902,111.788,70.355,2.04499,577.767,84.6971,0.0681687,1.00689,0.89067,5538.44,60.1753,0
271,4,3.88191,0.233793,0.217094,0.807075,0.269025,0.165224,3.756,0.591147,70.0633,0.00793274,0.000418407,0.0120244,1.89E-05,7.22233,5931.07,92.2035,111.792,70.374,2.22717,587.635,84.6531,0.0713568,1.1151,0.891413,5538.47,60.3317,0
271,4,3.88191,0.233793,0.217094,0.807075,0.269025,0.165224,3.756,0.591147,70.0633,0.00793274,0.000418407,0.0120244,1.89E-05,7.22233,5931.07,92.2035,111.792,70.374,2.22717,587.635,84.6531,0.0713568,1.1151,0.891413,5538.47,60.3317,0
272,4,3.88473,0.235462,0.218643,0.810496,0.270165,0.165692,3.77006,0.585982,70.0691,0.00787604,0.00042994,0.0120145,1.96E-05,7.22085,5929.11,92.2205,111.802,70.3942,2.22717,587.635,84.6181,0.0713568,1.1151,0.891883,5538.5,60.3011,0
272,4,3.88473,0.235462,0.218643,0.810496,0.270165,0.165692,3.77006,0.585982,70.0691,0.00787604,0.00042994,0.0120145,1.96E-05,7.22085,5929.11,92.2205,111.802,70.3942,2.22717,587.635,84.6181,0.0713568,1.1151,0.891883,5538.5,60.3011,0
273,4,3.88755,0.237155,0.220215,0.813968,0.271323,0.166234,3.78431,0.580897,70.0847,0.00782193,0.000441661,0.0120045,2.03E-05,7.21938,5928.37,92.2419,111.819,70.4178,2.22717,587.635,84.5886,0.0713568,1.1151,0.892214,5538.54,60.119,0
273,4,3.88755,0.237155,0.220215,0.813968,0.271323,0.166234,3.78431,0.580897,70.0847,0.00782193,0.000441661,0.0120045,2.03E-05,7.21938,5928.37,92.2419,111.819,70.4178,2.22717,587.635,84.5886,0.0713568,1.1151,0.892214,5538.54,60.119,0
274,4,3.89032,0.238871,0.221809,0.817491,0.272497,0.166851,3.79878,0.574161,70.0971,0.00781592,0.000453216,0.0119944,2.11E-05,7.21742,5926.05,92.2868,111.857,70.4666,2.22717,587.635,84.5406,0.0713568,1.1151,0.893028,5538.57,59.9482,0
274,4,3.89032,0.238871,0.221809,0.817491,0.272497,0.166851,3.79878,0.574161,70.0971,0.00781592,0.000453216,0.0119944,2.11E-05,7.21742,5926.05,92.2868,111.857,70.4666,2.22717,587.635,84.5406,0.0713568,1.1151,0.893028,5538.57,59.9482,0
275,4,3.89297,0.240607,0.223421,0.821059,0.273686,0.167581,3.81354,0.568848,70.0673,0.00782391,0.000464689,0.0119843,2.18E-05,7.21586,5922.18,92.3018,111.866,70.483,2.22717,587.635,84.5213,0.0713568,1.1151,0.893767,5538.6,60.2567,0
275,4,3.89297,0.240607,0.223421,0.821059,0.273686,0.167581,3.81354,0.568848,70.0673,0.00782391,0.000464689,0.0119843,2.18E-05,7.21586,5922.18,92.3018,111.866,70.483,2.22717,587.635,84.5213,0.0713568,1.1151,0.893767,5538.6,60.2567,0
276,4,3.89527,0.242356,0.225045,0.824667,0.274889,0.16843,3.82864,0.566531,70.0053,0.00777767,0.000476622,0.0119742,2.26E-05,7.21513,5915.74,92.306,111.861,70.4886,2.22717,587.635,84.5042,0.0713568,1.1151,0.894784,5538.63,60.6346,0
276,4,3.89527,0.242356,0.225045,0.824667,0.274889,0.16843,3.82864,0.566531,70.0053,0.00777767,0.000476622,0.0119742,2.26E-05,7.21513,5915.74,92.306,111.861,70.4886,2.22717,587.635,84.5042,0.0713568,1.1151,0.894784,5538.63,60.6346,0
277,4,3.897,0.244106,0.22667,0.828298,0.276099,0.16936,3.84405,0.566091,69.9131,0.00771923,0.000488817,0.0119639,2.34E-05,7.21488,5906.79,92.2955,111.838,70.4805,2.22717,587.635,84.4876,0.0713568,1.1151,0.896033,5538.65,60.8126,0
277,4,3.897,0.244106,0.22667,0.828298,0.276099,0.16936,3.84405,0.566091,69.9131,0.00771923,0.000488817,0.0119639,2.34E-05,7.21488,5906.79,92.2955,111.838,70.4805,2.22717,587.635,84.4876,0.0713568,1.1151,0.896033,5538.65,60.8126,0
278,4,3.89802,0.245848,0.228288,0.831935,0.277312,0.170329,3.85973,0.567211,69.7963,0.00766355,0.000501185,0.0119536,2.43E-05,7.21502,5895.68,92.2672,111.795,70.4564,2.22717,587.635,84.4699,0.0713568,1.1151,0.89743,5538.69,60.7908,0
278,4,3.89802,0.245848,0.228288,0.831935,0.277312,0.170329,3.85973,0.567211,69.7963,0.00766355,0.000501185,0.0119536,2.43E-05,7.21502,5895.68,92.2672,111.795,70.4564,2.22717,587.635,84.4699,0.0713568,1.1151,0.89743,5538.69,60.7908,0
279,4,3.89829,0.247574,0.22989,0.835556,0.278519,0.171295,3.87557,0.569797,69.6625,0.00761463,0.000513699,0.0119433,2.51E-05,7.21551,5885.3,91.7211,111.73,69.7899,2.22717,587.635,84.4831,0.0713568,1.1151,0.893451,5538.72,60.5511,0
279,4,3.89829,0.247574,0.22989,0.835556,0.278519,0.171295,3.87557,0.569797,69.6625,0.00761463,0.000513699,0.0119433,2.51E-05,7.21551,5885.3,91.7211,111.73,69.7899,2.22717,587.635,84.4831,0.0713568,1.1151,0.893451,5538.72,60.5511,0
280,4,3.89783,0.249275,0.231469,0.839137,0.279712,0.172245,3.8915,0.573711,69.367,0.00756847,0.000526353,0.0119328,2.60E-05,7.21632,5916.91,91.1855,111.068,69.3073,2.22717,587.635,85.2986,0.0713568,1.1151,0.88326,5538.75,60.1874,0
280,4,3.89783,0.249275,0.231469,0.839137,0.279712,0.172245,3.8915,0.573711,69.367,0.00756847,0.000526353,0.0119328,2.60E-05,7.21632,5916.91,91.1855,111.068,69.3073,2.22717,587.635,85.2986,0.0713568,1.1151,0.88326,5538.75,60.1874,0
281,4,3.89667,0.250944,0.23302,0.842658,0.280886,0.17316,3.90742,0.581786,69.3571,0.00759087,0.000538517,0.0119224,2.69E-05,7.21804,5925.18,91.1619,111.06,69.2469,2.22717,587.635,85.43,0.0713568,1.1151,0.881792,5538.78,60.0351,0
281,4,3.89667,0.250944,0.23302,0.842658,0.280886,0.17316,3.90742,0.581786,69.3571,0.00759087,0.000538517,0.0119224,2.69E-05,7.21804,5925.18,91.1619,111.06,69.2469,2.22717,587.635,85.43,0.0713568,1.1151,0.881792,5538.78,60.0351,0
282,4,3.89492,0.252578,0.234537,0.8461,0.282033,0.174041,3.92326,0.588568,69.3841,0.00758065,0.000550917,0.0119118,2.78E-05,7.21948,5934.28,91.1596,111.084,69.2283,2.22717,587.635,85.5279,0.0713568,1.1151,0.880418,5538.82,60.2069,0
282,4,3.89492,0.252578,0.234537,0.8461,0.282033,0.174041,3.92326,0.588568,69.3841,0.00758065,0.000550917,0.0119118,2.78E-05,7.21948,5934.28,91.1596,111.084,69.2283,2.22717,587.635,85.5279,0.0713568,1.1151,0.880418,5538.82,60.2069,0
283,4,3.89286,0.25418,0.236024,0.849451,0.28315,0.174858,3.9389,0.593692,69.4375,0.0075367,0.000563664,0.0119013,2.87E-05,7.22053,5943.79,91.161,111.117,69.2232,2.22717,587.635,85.5992,0.0713568,1.1151,0.879024,5538.85,60.3943,0
283,4,3.89286,0.25418,0.236024,0.849451,0.28315,0.174858,3.9389,0.593692,69.4375,0.0075367,0.000563664,0.0119013,2.87E-05,7.22053,5943.79,91.161,111.117,69.2232,2.22717,587.635,85.5992,0.0713568,1.1151,0.879024,5538.85,60.3943,0
284,4,3.89079,0.255753,0.237485,0.852707,0.284236,0.175576,3.95423,0.5975,69.5181,0.00748403,0.000576639,0.0118906,2.97E-05,7.22128,5954.13,91.1633,111.156,69.2246,2.22717,587.635,85.6486,0.0713568,1.1151,0.877523,5538.88,60.4384,0
284,4,3.89079,0.255753,0.237485,0.852707,0.284236,0.175576,3.95423,0.5975,69.5181,0.00748403,0.000576639,0.0118906,2.97E-05,7.22128,5954.13,91.1633,111.156,69.2246,2.22717,587.635,85.6486,0.0713568,1.1151,0.877523,5538.88,60.4384,0
285,4,3.88893,0.257303,0.238924,0.855872,0.285291,0.176172,3.96915,0.600198,69.6161,0.0074336,0.000589772,0.0118799,3.07E-05,7.22178,5965.04,91.1682,111.201,69.2298,2.22717,587.635,85.6848,0.0713568,1.1151,0.875972,5538.91,60.3414,0
285,4,3.88893,0.257303,0.238924,0.855872,0.285291,0.176172,3.96915,0.600198,69.6161,0.0074336,0.000589772,0.0118799,3.07E-05,7.22178,5965.04,91.1682,111.201,69.2298,2.22717,587.635,85.6848,0.0713568,1.1151,0.875972,5538.91,60.3414,0
286,4,3.88746,0.258837,0.240349,0.858954,0.286318,0.176638,3.98361,0.601707,69.7182,0.00738515,0.000603062,0.0118692,3.17E-05,7.222,5975.96,91.1787,111.253,69.2387,2.22717,587.635,85.716,0.0713568,1.1151,0.874483,5538.94,60.129,0
286,4,3.88746,0.258837,0.240349,0.858954,0.286318,0.176638,3.98361,0.601707,69.7182,0.00738515,0.000603062,0.0118692,3.17E-05,7.222,5975.96,91.1787,111.253,69.2387,2.22717,587.635,85.716,0.0713568,1.1151,0.874483,5538.94,60.129,0
287,4,3.88648,0.260363,0.241766,0.861969,0.287323,0.176981,3.9976,0.602023,69.8944,0.00733523,0.000616518,0.0118583,3.27E-05,7.22194,5963.28,92.149,111.804,70.0966,2.22717,587.635,85.3184,0.0713568,1.1151,0.886091,5538.98,59.8728,0
287,4,3.88648,0.260363,0.241766,0.861969,0.287323,0.176981,3.9976,0.602023,69.8944,0.00733523,0.000616518,0.0118583,3.27E-05,7.22194,5963.28,92.149,111.804,70.0966,2.22717,587.635,85.3184,0.0713568,1.1151,0.886091,5538.98,59.8728,0
288,4,3.88607,0.261886,0.24318,0.864934,0.288311,0.177208,4.01109,0.600048,69.9593,0.00736076,0.000629358,0.0118475,3.37E-05,7.22127,5957.2,92.2671,111.937,70.33,2.22717,587.635,85.1524,0.0713568,1.1151,0.888173,5539.01,59.9225,0
288,4,3.88607,0.261886,0.24318,0.864934,0.288311,0.177208,4.01109,0.600048,69.9593,0.00736076,0.000629358,0.0118475,3.37E-05,7.22127,5957.2,92.2671,111.937,70.33,2.22717,587.635,85.1524,0.0713568,1.1151,0.888173,5539.01,59.9225,0
289,4,3.88626,0.263414,0.244598,0.867865,0.289288,0.177378,4.02415,0.597033,69.8784,0.0073394,0.00064257,0.0118366,3.48E-05,7.2204,5941.79,92.2585,111.908,70.3712,2.22717,587.635,85.0305,0.0713568,1.1151,0.890379,5539.04,60.3227,0
289,4,3.88626,0.263414,0.244598,0.867865,0.289288,0.177378,4.02415,0.597033,69.8784,0.0073394,0.00064257,0.0118366,3.48E-05,7.2204,5941.79,92.2585,111.908,70.3712,2.22717,587.635,85.0305,0.0713568,1.1151,0.890379,5539.04,60.3227,0
290,4,3.88701,0.264951,0.246026,0.87078,0.29026,0.177506,4.03683,0.593651,69.813,0.00728666,0.000656173,0.0118256,3.59E-05,7.21948,5929.24,92.2125,111.837,70.3522,2.22717,587.635,84.9303,0.0713568,1.1151,0.891787,5539.07,60.6332,0
290,4,3.88701,0.264951,0.246026,0.87078,0.29026,0.177506,4.03683,0.593651,69.813,0.00728666,0.000656173,0.0118256,3.59E-05,7.21948,5929.24,92.2125,111.837,70.3522,2.22717,587.635,84.9303,0.0713568,1.1151,0.891787,5539.07,60.6332,0
291,4,3.88825,0.266501,0.247465,0.873696,0.291232,0.177597,4.04918,0.589748,69.8082,0.00723241,0.000670001,0.0118146,3.70E-05,7.21844,5923.07,92.1667,111.773,70.3243,2.22717,587.635,84.8477,0.0713568,1.1151,0.892241,5539.1,60.7208,0
291,4,3.88825,0.266501,0.247465,0.873696,0.291232,0.177597,4.04918,0.589748,69.8082,0.00723241,0.000670001,0.0118146,3.70E-05,7.21844,5923.07,92.1667,111.773,70.3243,2.22717,587.635,84.8477,0.0713568,1.1151,0.892241,5539.1,60.7208,0
292,4,3.88988,0.268067,0.24892,0.876625,0.292208,0.177666,4.06125,0.585365,69.8498,0.00718093,0.000684015,0.0118035,3.81E-05,7.21728,5921.63,92.1327,111.726,70.3043,2.22717,587.635,84.7767,0.0713568,1.1151,0.892102,5539.14,60.6247,0
292,4,3.88988,0.268067,0.24892,0.876625,0.292208,0.177666,4.06125,0.585365,69.8498,0.00718093,0.000684015,0.0118035,3.81E-05,7.21728,5921.63,92.1327,111.726,70.3043,2.22717,587.635,84.7767,0.0713568,1.1151,0.892102,5539.14,60.6247,0
293,4,3.89185,0.269653,0.250392,0.879581,0.293194,0.177731,4.07312,0.580606,69.9141,0.00713184,0.000698204,0.0117923,3.93E-05,7.21603,5922.75,92.1123,111.698,70.2956,2.22717,587.635,84.7147,0.0713568,1.1151,0.891722,5539.17,60.3806,0
293,4,3.89185,0.269653,0.250392,0.879581,0.293194,0.177731,4.07312,0.580606,69.9141,0.00713184,0.000698204,0.0117923,3.93E-05,7.21603,5922.75,92.1123,111.698,70.2956,2.22717,587.635,84.7147,0.0713568,1.1151,0.891722,5539.17,60.3806,0
294,4,3.89412,0.271261,0.251885,0.882571,0.29419,0.177821,4.08485,0.572238,70.0508,0.00714965,0.000711884,0.0117811,4.04E-05,7.21381,5927.57,92.1108,111.689,70.3092,2.22717,587.635,84.6181,0.0713568,1.1151,0.89098,5539.2,60.3144,0
294,4,3.89412,0.271261,0.251885,0.882571,0.29419,0.177821,4.08485,0.572238,70.0508,0.00714965,0.000711884,0.0117811,4.04E-05,7.21381,5927.57,92.1108,111.689,70.3092,2.22717,587.635,84.6181,0.0713568,1.1151,0.89098,5539.2,60.3144,0
295,6,3.89668,0.272894,0.253402,0.885603,0.295201,0.178,4.09657,0.565231,70.1094,0.00713811,0.000725827,0.0117699,4.16E-05,7.21194,5930.13,92.1273,111.705,70.3291,2.22717,587.635,84.5839,0.0713568,1.1151,0.890764,5539.23,60.666,0
295,6,3.89668,0.272894,0.253402,0.885603,0.295201,0.178,4.09657,0.565231,70.1094,0.00713811,0.000725827,0.0117699,4.16E-05,7.21194,5930.13,92.1273,111.705,70.3291,2.22717,587.635,84.5839,0.0713568,1.1151,0.890764,5539.23,60.666,0
296,6,3.8994,0.274552,0.254941,0.888683,0.296228,0.178279,4.10836,0.559528,70.158,0.00708982,0.000740347,0.0117586,4.29E-05,7.2104,5932.44,92.1531,111.731,70.356,2.40964,595.742,84.5584,0.073972,1.22296,0.890682,5539.26,60.9835,0
296,6,3.8994,0.274552,0.254941,0.888683,0.296228,0.178279,4.10836,0.559528,70.158,0.00708982,0.000740347,0.0117586,4.29E-05,7.2104,5932.44,92.1531,111.731,70.356,2.40964,595.742,84.5584,0.073972,1.22296,0.890682,5539.26,60.9835,0
297,6,3.90221,0.276235,0.256504,0.891814,0.297271,0.178647,4.12028,0.55408,70.1961,0.0070377,0.000755274,0.0117472,4.41E-05,7.20892,5934.38,92.1862,111.765,70.3883,2.40964,595.742,84.5401,0.073972,1.22296,0.890732,5539.29,61.0923,0
297,6,3.90221,0.276235,0.256504,0.891814,0.297271,0.178647,4.12028,0.55408,70.1961,0.0070377,0.000755274,0.0117472,4.41E-05,7.20892,5934.38,92.1862,111.765,70.3883,2.40964,595.742,84.5401,0.073972,1.22296,0.890732,5539.29,61.0923,0
