Time(s),totalNaloxone_mg,m_AfferentChemoreceptor_Hz ,m_CentralFrequencyDelta_Per_min ,m_CentralPressureDelta_cmH2O ,m_PeripheralFrequencyDelta_Per_min ,m_PeripheralPressureDelta_cmH2O ,m_OxygenAutoregulatorHeart ,m_OxygenAutoregulatorMuscle ,OxygenSaturation,HeartRate(1/min),Fentanyl-PlasmaConcentration(ug/mL),Naloxone-PlasmaConcentration,Fentanyl-EffectSiteConcentration(ug/mL),Naloxone-EffectSiteConcentration,ArterialBloodPH,CardiacOutput(mL/min),MeanArterialPressure(mmHg),SystolicArterialPressure(mmHg),DiastolicArterialPressure(mmHg),RespirationRate(1/min),TidalVolume(mL),HeartStrokeVolume(mL),EndTidalCarbonDioxideFraction,TotalAlveolarVentilation(L/min),SystemicVascularResistance(mmHg_s/mL),BloodVolume(mL),MeanUrineOutput(mL/hr),NeuromuscularBlockLevel
1.00,0,3.49982,0.00108347,0.00100608,-0.00281751,-0.000939172,3.33428e-06,0,0.979062,72,0.0047083,-1.$,5.72399e-06,-1.$,7.41234,5782.43,95.8339,114.638,74.4068,16.0428,514.497,80.3115,0.0433569,7.03376,0.953517,5532.52,60.9548,0
1.00,0,3.49982,0.00108347,0.00100608,-0.00281751,-0.000939172,3.33428e-06,0,0.979062,72,0.0047083,-1.$,5.72399e-06,-1.$,7.41234,5782.43,95.8339,114.638,74.4068,16.0428,514.497,80.3115,0.0433569,7.03376,0.953517,5532.52,60.9548,0
2.00,0,3.49906,0.00114349,0.00106181,-0.00279634,-0.000932113,0,0,0.979058,72.3733,0.00930619,0,2.27703e-05,0,7.41233,5808.58,95.8085,114.696,74.4248,16.0428,514.497,80.2586,0.0433569,7.03376,0.948978,5532.55,60.6793,0
2.00,0,3.49906,0.00114349,0.00106181,-0.00279634,-0.000932113,0,0,0.979058,72.3733,0.00930619,0,2.27703e-05,0,7.41233,5808.58,95.8085,114.696,74.4248,16.0428,514.497,80.2586,0.0433569,7.03376,0.948978,5532.55,60.6793,0
3.00,0,3.50015,0.00126466,0.00117432,-0.0027706,-0.000923532,0,0,0.979041,72.3615,0.0136341,0,5.05742e-05,0,7.41216,5809.46,95.8084,114.695,74.4126,16.0428,514.497,80.2838,0.0433569,7.03376,0.94884,5532.57,60.802,0
3.00,0,3.50015,0.00126466,0.00117432,-0.0027706,-0.000923532,0,0,0.979041,72.3615,0.0136341,0,5.05742e-05,0,7.41216,5809.46,95.8084,114.695,74.4126,16.0428,514.497,80.2838,0.0433569,7.03376,0.94884,5532.57,60.802,0
4.00,0,3.50065,0.00138063,0.00128201,-0.00271509,-0.000905029,3.62998e-06,0,0.979054,72.33,0.0177471,0,8.85394e-05,0,7.4123,5809.22,95.8175,114.701,74.4096,16.0428,514.497,80.3156,0.0433569,7.03376,0.948979,5532.59,61.1866,0
4.00,0,3.50065,0.00138063,0.00128201,-0.00271509,-0.000905029,3.62998e-06,0,0.979054,72.33,0.0177471,0,8.85394e-05,0,7.4123,5809.22,95.8175,114.701,74.4096,16.0428,514.497,80.3156,0.0433569,7.03376,0.948979,5532.59,61.1866,0
5.00,0,3.49967,0.00143854,0.00133578,-0.00266998,-0.000889995,1.23176e-05,0,0.97906,72.3108,0.0216771,0,0.000136094,0,7.41239,5809.59,95.8321,114.716,74.4162,16.0428,514.516,80.3419,0.0433563,7.03402,0.949076,5532.61,61.3638,0
5.00,0,3.49967,0.00143854,0.00133578,-0.00266998,-0.000889995,1.23176e-05,0,0.97906,72.3108,0.0216771,0,0.000136094,0,7.41239,5809.59,95.8321,114.716,74.4162,16.0428,514.516,80.3419,0.0433563,7.03402,0.949076,5532.61,61.3638,0
6.00,0,3.49955,0.001506,0.00139843,-0.0026509,-0.000883635,7.29951e-06,0,0.979044,72.3189,0.0254136,0,0.000192683,0,7.41225,5811.4,95.8489,114.738,74.4301,16.0428,514.516,80.3579,0.0433563,7.03402,0.948958,5532.63,61.3112,0
6.00,0,3.49955,0.001506,0.00139843,-0.0026509,-0.000883635,7.29951e-06,0,0.979044,72.3189,0.0254136,0,0.000192683,0,7.41225,5811.4,95.8489,114.738,74.4301,16.0428,514.516,80.3579,0.0433563,7.03402,0.948958,5532.63,61.3112,0
7.00,0,3.50081,0.0016272,0.00151097,-0.00261068,-0.000870226,0,0,0.979033,72.3357,0.028969,0,0.000257775,0,7.41216,5813.55,95.8634,114.761,74.4444,16.0428,514.516,80.3691,0.0433563,7.03402,0.94876,5532.66,61.0744,0
7.00,0,3.50081,0.0016272,0.00151097,-0.00261068,-0.000870226,0,0,0.979033,72.3357,0.028969,0,0.000257775,0,7.41216,5813.55,95.8634,114.761,74.4444,16.0428,514.516,80.3691,0.0433563,7.03402,0.94876,5532.66,61.0744,0
8.00,0,3.50102,0.00172629,0.00160299,-0.00254341,-0.000847802,0,0,0.979049,72.2765,0.0320098,0,0.000330808,0,7.41234,5811.54,95.8786,114.769,74.4482,16.0428,514.516,80.407,0.0433563,7.03402,0.949252,5532.68,61.0431,0
8.00,0,3.50102,0.00172629,0.00160299,-0.00254341,-0.000847802,0,0,0.979049,72.2765,0.0320098,0,0.000330808,0,7.41234,5811.54,95.8786,114.769,74.4482,16.0428,514.516,80.407,0.0433563,7.03402,0.949252,5532.68,61.0431,0
9.00,0,3.50006,0.00177434,0.0016476,-0.00249284,-0.000830946,1.01421e-06,0,0.979047,72.2644,0.0350094,0,0.000411239,0,7.41233,5811.18,95.8849,114.774,74.453,16.0428,514.543,80.4155,0.0433702,7.0344,0.949377,5532.7,61.436,0
9.00,0,3.50006,0.00177434,0.0016476,-0.00249284,-0.000830946,1.01421e-06,0,0.979047,72.2644,0.0350094,0,0.000411239,0,7.41233,5811.18,95.8849,114.774,74.453,16.0428,514.543,80.4155,0.0433702,7.0344,0.949377,5532.7,61.436,0
10.00,0,3.50048,0.00185687,0.00172424,-0.00245556,-0.000818519,9.1581e-06,0,0.979029,72.2809,0.0380295,0,0.000498722,0,7.41215,5812.46,95.89,114.785,74.4611,16.0428,514.543,80.4149,0.0433702,7.0344,0.949223,5532.73,61.6857,0
10.00,0,3.50048,0.00185687,0.00172424,-0.00245556,-0.000818519,9.1581e-06,0,0.979029,72.2809,0.0380295,0,0.000498722,0,7.41215,5812.46,95.89,114.785,74.4611,16.0428,514.543,80.4149,0.0433702,7.0344,0.949223,5532.73,61.6857,0
11.00,0,3.50163,0.00197844,0.00183712,-0.00238714,-0.000795712,6.69345e-06,0,0.97903,72.2817,0.0409328,0,0.000592898,0,7.41216,5812.72,95.8901,114.786,74.4624,16.0428,514.543,80.4175,0.0433702,7.0344,0.949183,5532.75,61.6888,0
11.00,0,3.50163,0.00197844,0.00183712,-0.00238714,-0.000795712,6.69345e-06,0,0.97903,72.2817,0.0409328,0,0.000592898,0,7.41216,5812.72,95.8901,114.786,74.4624,16.0428,514.543,80.4175,0.0433702,7.0344,0.949183,5532.75,61.6888,0
12.00,0,3.50139,0.00205969,0.00191257,-0.00230259,-0.000767532,0,0,0.979043,72.2496,0.0437213,0,0.000693421,0,7.41231,5810.84,95.886,114.776,74.4546,16.0428,514.892,80.4274,0.0433588,7.039,0.949447,5532.78,61.4943,0
12.00,0,3.50139,0.00205969,0.00191257,-0.00230259,-0.000767532,0,0,0.979043,72.2496,0.0437213,0,0.000693421,0,7.41231,5810.84,95.886,114.776,74.4546,16.0428,514.892,80.4274,0.0433588,7.039,0.949447,5532.78,61.4943,0
13.00,0,3.5005,0.00210208,0.00195193,-0.0022405,-0.000746833,0,0,0.979039,72.238,0.046006,0,0.000799923,0,7.41229,5809.96,95.8782,114.766,74.449,16.0428,514.892,80.428,0.0433588,7.039,0.949509,5532.8,61.3256,0
13.00,0,3.5005,0.00210208,0.00195193,-0.0022405,-0.000746833,0,0,0.979039,72.238,0.046006,0,0.000799923,0,7.41229,5809.96,95.8782,114.766,74.449,16.0428,514.892,80.428,0.0433588,7.039,0.949509,5532.8,61.3256,0
14.00,0,3.50115,0.00218662,0.00203043,-0.0021837,-0.000727899,0,0,0.979025,72.2555,0.0481712,0,0.000911958,0,7.41213,5810.97,95.8718,114.764,74.4475,16.0428,514.892,80.4226,0.0433588,7.039,0.949277,5532.82,61.675,0
14.00,0,3.50115,0.00218662,0.00203043,-0.0021837,-0.000727899,0,0,0.979025,72.2555,0.0481712,0,0.000911958,0,7.41213,5810.97,95.8718,114.764,74.4475,16.0428,514.892,80.4226,0.0433588,7.039,0.949277,5532.82,61.675,0
15.00,0,3.50168,0.00227459,0.00211212,-0.00210493,-0.000701645,5.62974e-06,0,0.979035,72.2329,0.0505931,0,0.0010294,0,7.41223,5809.54,95.8598,114.747,74.4346,16.0428,514.892,80.428,0.0433588,7.039,0.949385,5532.84,61.9827,0
15.00,0,3.50168,0.00227459,0.00211212,-0.00210493,-0.000701645,5.62974e-06,0,0.979035,72.2329,0.0505931,0,0.0010294,0,7.41223,5809.54,95.8598,114.747,74.4346,16.0428,514.892,80.428,0.0433588,7.039,0.949385,5532.84,61.9827,0
16.00,0,3.50106,0.00231726,0.00215174,-0.00202901,-0.000676337,5.49674e-06,0,0.979047,72.1983,0.0529823,0,0.00115207,0,7.41237,5807.29,95.8457,114.726,74.4189,16.0428,517.372,80.4352,0.043385,7.07166,0.949606,5532.87,62.0348,0
16.00,0,3.50106,0.00231726,0.00215174,-0.00202901,-0.000676337,5.49674e-06,0,0.979047,72.1983,0.0529823,0,0.00115207,0,7.41237,5807.29,95.8457,114.726,74.4189,16.0428,517.372,80.4352,0.043385,7.07166,0.949606,5532.87,62.0348,0
17.00,0,3.50054,0.00234381,0.00217639,-0.00197574,-0.00065858,0,0,0.97904,72.1869,0.0553023,0,0.00127977,0,7.41231,5806.41,95.8314,114.709,74.407,16.0428,517.372,80.4358,0.043385,7.07166,0.949599,5532.89,61.8758,0
17.00,0,3.50054,0.00234381,0.00217639,-0.00197574,-0.00065858,0,0,0.97904,72.1869,0.0553023,0,0.00127977,0,7.41231,5806.41,95.8314,114.709,74.407,16.0428,517.372,80.4358,0.043385,7.07166,0.949599,5532.89,61.8758,0
18.00,0,3.50084,0.00238954,0.00221886,-0.00192579,-0.00064193,0,0,0.979026,72.1823,0.0573131,0,0.00141229,0,7.41216,5805.94,95.7915,114.669,74.3765,16.0428,517.372,80.4343,0.043385,7.07166,0.949258,5532.92,61.6117,0
18.00,0,3.50084,0.00238954,0.00221886,-0.00192579,-0.00064193,0,0,0.979026,72.1823,0.0573131,0,0.00141229,0,7.41216,5805.94,95.7915,114.669,74.3765,16.0428,517.372,80.4343,0.043385,7.07166,0.949258,5532.92,61.6117,0
19.00,0,3.50083,0.00242355,0.00225044,-0.00186925,-0.000623084,0,0,0.979042,72.1309,0.0588933,0,0.00154925,0,7.41232,5802.62,95.7614,114.629,74.3455,16.0428,517.372,80.4456,0.043385,7.07166,0.949484,5532.94,61.8602,0
19.00,0,3.50083,0.00242355,0.00225044,-0.00186925,-0.000623084,0,0,0.979042,72.1309,0.0588933,0,0.00154925,0,7.41232,5802.62,95.7614,114.629,74.3455,16.0428,517.372,80.4456,0.043385,7.07166,0.949484,5532.94,61.8602,0
20.00,0,3.5003,0.00243004,0.00225647,-0.0018227,-0.000607567,2.53442e-06,0,0.979049,72.0877,0.0609109,0,0.00169059,0,7.4124,5799.68,95.7279,114.586,74.3141,15.7895,517.361,80.4532,0.0433858,6.96017,0.949611,5532.96,62.2016,0
20.00,0,3.5003,0.00243004,0.00225647,-0.0018227,-0.000607567,2.53442e-06,0,0.979049,72.0877,0.0609109,0,0.00169059,0,7.4124,5799.68,95.7279,114.586,74.3141,15.7895,517.361,80.4532,0.0433858,6.96017,0.949611,5532.96,62.2016,0
21.00,0,3.50007,0.00243465,0.00226075,-0.00179013,-0.000596709,3.62357e-06,0,0.979032,72.0704,0.0629826,0,0.00183629,0,7.41223,5798.36,95.6909,114.546,74.2835,15.7895,517.361,80.4541,0.0433858,6.96017,0.949438,5532.99,62.2933,0
21.00,0,3.50007,0.00243465,0.00226075,-0.00179013,-0.000596709,3.62357e-06,0,0.979032,72.0704,0.0629826,0,0.00183629,0,7.41223,5798.36,95.6909,114.546,74.2835,15.7895,517.361,80.4541,0.0433858,6.96017,0.949438,5532.99,62.2933,0
22.00,0,3.50023,0.00244892,0.002274,-0.00175743,-0.000585812,0,0,0.979021,72.0553,0.0650125,0,0.0019862,0,7.41212,5797.2,95.6468,114.499,74.2474,15.7895,517.361,80.4548,0.0433858,6.96017,0.949161,5533.01,62.1569,0
22.00,0,3.50023,0.00244892,0.002274,-0.00175743,-0.000585812,0,0,0.979021,72.0553,0.0650125,0,0.0019862,0,7.41212,5797.2,95.6468,114.499,74.2474,15.7895,517.361,80.4548,0.0433858,6.96017,0.949161,5533.01,62.1569,0
23.00,0,3.50024,0.00245787,0.00228231,-0.00172135,-0.000573783,0,0,0.979029,71.916,0.0669439,0,0.00214023,0,7.4122,5787.67,95.5275,114.352,74.1343,15.7895,517.361,80.4783,0.0433858,6.96017,0.949462,5533.04,61.8438,0
23.00,0,3.50024,0.00245787,0.00228231,-0.00172135,-0.000573783,0,0,0.979029,71.916,0.0669439,0,0.00214023,0,7.4122,5787.67,95.5275,114.352,74.1343,15.7895,517.361,80.4783,0.0433858,6.96017,0.949462,5533.04,61.8438,0
24.00,0,3.50007,0.00245726,0.00228174,-0.00168855,-0.000562852,0,0,0.97903,71.8572,0.0681825,0,0.00229807,0,7.41223,5783.39,95.4579,114.271,74.0718,15.1515,514.399,80.4845,0.0435027,6.64288,0.949427,5533.06,61.9202,0
24.00,0,3.50007,0.00245726,0.00228174,-0.00168855,-0.000562852,0,0,0.97903,71.8572,0.0681825,0,0.00229807,0,7.41223,5783.39,95.4579,114.271,74.0718,15.1515,514.399,80.4845,0.0435027,6.64288,0.949427,5533.06,61.9202,0
25.00,0,3.50012,0.00246037,0.00228463,-0.00165878,-0.000552927,2.10327e-07,0,0.978998,71.8231,0.06989,0,0.00245963,0,7.4119,5780.67,95.3823,114.188,74.0069,15.1515,514.399,80.4849,0.0435027,6.64288,0.94907,5533.09,62.2503,0
25.00,0,3.50012,0.00246037,0.00228463,-0.00165878,-0.000552927,2.10327e-07,0,0.978998,71.8231,0.06989,0,0.00245963,0,7.4119,5780.67,95.3823,114.188,74.0069,15.1515,514.399,80.4849,0.0435027,6.64288,0.94907,5533.09,62.2503,0
26.00,0,3.5004,0.00247315,0.0022965,-0.00162379,-0.000541262,2.89007e-07,0,0.978979,71.778,0.0717519,0,0.00262498,0,7.4117,5777.21,95.2964,114.093,73.9322,15.1515,514.399,80.4873,0.0435027,6.64288,0.948728,5533.11,62.3597,0
26.00,0,3.5004,0.00247315,0.0022965,-0.00162379,-0.000541262,2.89007e-07,0,0.978979,71.778,0.0717519,0,0.00262498,0,7.4117,5777.21,95.2964,114.093,73.9322,15.1515,514.399,80.4873,0.0435027,6.64288,0.948728,5533.11,62.3597,0
27.00,0,3.50061,0.00248706,0.00230941,-0.00158114,-0.000527045,0,0,0.978977,71.6839,0.0735899,0,0.00279403,0,7.41167,5770.38,95.1974,113.975,73.8398,15.1515,514.399,80.4976,0.0435027,6.64288,0.948798,5533.14,62.2224,0
27.00,0,3.50061,0.00248706,0.00230941,-0.00158114,-0.000527045,0,0,0.978977,71.6839,0.0735899,0,0.00279403,0,7.41167,5770.38,95.1974,113.975,73.8398,15.1515,514.399,80.4976,0.0435027,6.64288,0.948798,5533.14,62.2224,0
28.00,0,3.5007,0.00249861,0.00232014,-0.00153455,-0.000511518,0,0,0.978973,71.5815,0.0754059,0,0.0029667,0,7.41164,5762.79,95.0897,113.847,73.7395,13.9535,519.103,80.5066,0.0438287,6.17278,0.948901,5533.16,61.8853,0
28.00,0,3.5007,0.00249861,0.00232014,-0.00153455,-0.000511518,0,0,0.978973,71.5815,0.0754059,0,0.0029667,0,7.41164,5762.79,95.0897,113.847,73.7395,13.9535,519.103,80.5066,0.0438287,6.17278,0.948901,5533.16,61.8853,0
29.00,0,3.50087,0.00251356,0.00233402,-0.00148508,-0.000495025,0,0,0.978911,71.4611,0.0765826,0,0.00314282,0,7.41102,5753.02,94.8606,113.591,73.5359,13.9535,519.103,80.5056,0.0438287,6.17278,0.948064,5533.19,61.7354,0
29.00,0,3.50087,0.00251356,0.00233402,-0.00148508,-0.000495025,0,0,0.978911,71.4611,0.0765826,0,0.00314282,0,7.41102,5753.02,94.8606,113.591,73.5359,13.9535,519.103,80.5056,0.0438287,6.17278,0.948064,5533.19,61.7354,0
30.00,0,3.50127,0.00254032,0.00235887,-0.00142765,-0.000475884,0,0,0.978843,71.4162,0.0780235,0,0.00332225,0,7.41033,5749.15,94.2391,113.458,73.2829,13.9535,519.103,80.502,0.0438287,6.17278,0.942197,5533.21,61.8847,0
30.00,0,3.50127,0.00254032,0.00235887,-0.00142765,-0.000475884,0,0,0.978843,71.4162,0.0780235,0,0.00332225,0,7.41033,5749.15,94.2391,113.458,73.2829,13.9535,519.103,80.502,0.0438287,6.17278,0.942197,5533.21,61.8847,0
31.00,0,3.50174,0.00257591,0.00239192,-0.00135753,-0.00045251,7.84553e-07,0,0.978809,71.3226,0.0796807,0,0.00350502,0,7.40998,5779.74,93.7125,112.868,72.4809,13.9535,519.103,81.0365,0.0438287,6.17278,0.931733,5533.24,61.9018,0
31.00,0,3.50174,0.00257591,0.00239192,-0.00135753,-0.00045251,7.84553e-07,0,0.978809,71.3226,0.0796807,0,0.00350502,0,7.40998,5779.74,93.7125,112.868,72.4809,13.9535,519.103,81.0365,0.0438287,6.17278,0.931733,5533.24,61.9018,0
32.00,0,3.50211,0.00261478,0.00242801,-0.00127559,-0.000425196,1.2585e-06,0,0.978783,71.2015,0.0813531,0,0.00369111,0,7.40973,5786.47,93.5047,112.639,72.1491,13.9535,519.103,81.269,0.0438287,6.17278,0.92848,5533.26,61.7077,0
32.00,0,3.50211,0.00261478,0.00242801,-0.00127559,-0.000425196,1.2585e-06,0,0.978783,71.2015,0.0813531,0,0.00369111,0,7.40973,5786.47,93.5047,112.639,72.1491,13.9535,519.103,81.269,0.0438287,6.17278,0.92848,5533.26,61.7077,0
33.00,0,3.50243,0.00265705,0.00246726,-0.00118434,-0.00039478,0,0,0.978742,71.2517,0.0830101,0,0.00388046,0,7.40934,5802.12,93.4256,112.587,72.0242,11.9048,529.292,81.4314,0.0444587,5.36642,0.925143,5533.29,61.3526,0
33.00,0,3.50243,0.00265705,0.00246726,-0.00118434,-0.00039478,0,0,0.978742,71.2517,0.0830101,0,0.00388046,0,7.40934,5802.12,93.4256,112.587,72.0242,11.9048,529.292,81.4314,0.0444587,5.36642,0.925143,5533.29,61.3526,0
34.00,0,3.50287,0.00270798,0.00251455,-0.00108288,-0.00036096,0,0,0.978666,71.31,0.0846513,0,0.00407301,0,7.40864,5817.06,93.3892,112.585,71.9625,11.9048,529.292,81.5742,0.0444587,5.36642,0.922378,5533.32,60.8706,0
34.00,0,3.50287,0.00270798,0.00251455,-0.00108288,-0.00036096,0,0,0.978666,71.31,0.0846513,0,0.00407301,0,7.40864,5817.06,93.3892,112.585,71.9625,11.9048,529.292,81.5742,0.0444587,5.36642,0.922378,5533.32,60.8706,0
35.00,0,3.50355,0.0027751,0.00257688,-0.000965588,-0.000321863,0,0,0.978477,71.2552,0.0857613,0,0.00426862,0,7.40686,5831.14,93.3317,112.569,71.8649,11.9048,529.292,81.8346,0.0444587,5.36642,0.919527,5533.35,60.5559,0
35.00,0,3.50355,0.0027751,0.00257688,-0.000965588,-0.000321863,0,0,0.978477,71.2552,0.0857613,0,0.00426862,0,7.40686,5831.14,93.3317,112.569,71.8649,11.9048,529.292,81.8346,0.0444587,5.36642,0.919527,5533.35,60.5559,0
36.00,0,3.50444,0.00286066,0.00265633,-0.00082572,-0.00027524,1.37246e-07,0,0.978337,71.1172,0.0870146,0,0.00446715,0,7.40555,5828.47,93.2868,112.525,71.8004,11.9048,529.292,81.9558,0.0444587,5.36642,0.919465,5533.38,60.64,0
36.00,0,3.50444,0.00286066,0.00265633,-0.00082572,-0.00027524,1.37246e-07,0,0.978337,71.1172,0.0870146,0,0.00446715,0,7.40555,5828.47,93.2868,112.525,71.8004,11.9048,529.292,81.9558,0.0444587,5.36642,0.919465,5533.38,60.64,0
37.00,0,3.5053,0.0029587,0.00274737,-0.000661156,-0.000220385,8.07246e-06,0,0.97825,70.9173,0.0885126,0,0.00466865,0,7.40476,5819.86,93.2232,112.45,71.7181,11.9048,529.292,82.0654,0.0444587,5.36642,0.920142,5533.4,60.6947,0
37.00,0,3.5053,0.0029587,0.00274737,-0.000661156,-0.000220385,8.07246e-06,0,0.97825,70.9173,0.0885126,0,0.00466865,0,7.40476,5819.86,93.2232,112.45,71.7181,11.9048,529.292,82.0654,0.0444587,5.36642,0.920142,5533.4,60.6947,0
38.00,0,3.50608,0.00306595,0.00284695,-0.000473962,-0.000157987,1.38024e-05,0,0.978165,70.7322,0.090048,0,0.00487312,0,7.40401,5811.02,93.1471,112.362,71.6293,11.9048,529.292,82.1552,0.0444587,5.36642,0.920724,5533.43,60.5531,0
38.00,0,3.50608,0.00306595,0.00284695,-0.000473962,-0.000157987,1.38024e-05,0,0.978165,70.7322,0.090048,0,0.00487312,0,7.40401,5811.02,93.1471,112.362,71.6293,11.9048,529.292,82.1552,0.0444587,5.36642,0.920724,5533.43,60.5531,0
39.00,0,3.50685,0.00318404,0.00295661,-0.000265792,-8.85972e-05,6.25336e-06,0,0.978056,70.6026,0.0915757,0,0.00508051,0,7.40305,5805.3,93.0651,112.273,71.5414,11.9048,529.292,82.225,0.0444587,5.36642,0.920746,5533.46,60.2414,0
39.00,0,3.50685,0.00318404,0.00295661,-0.000265792,-8.85972e-05,6.25336e-06,0,0.978056,70.6026,0.0915757,0,0.00508051,0,7.40305,5805.3,93.0651,112.273,71.5414,11.9048,529.292,82.225,0.0444587,5.36642,0.920746,5533.46,60.2414,0
40.00,0,3.50779,0.00332059,0.00308341,-3.44075e-05,-1.14692e-05,0,0,0.977907,70.5273,0.0930942,0,0.00529077,0,7.4015,5802.86,92.9813,112.188,71.4564,9.03614,533.438,82.2782,0.0458078,4.10645,0.920231,5533.49,59.7905,0
40.00,0,3.50779,0.00332059,0.00308341,-3.44075e-05,-1.14692e-05,0,0,0.977907,70.5273,0.0930942,0,0.00529077,0,7.4015,5802.86,92.9813,112.188,71.4564,9.03614,533.438,82.2782,0.0458078,4.10645,0.920231,5533.49,59.7905,0
41.00,0,3.50915,0.00349371,0.00324416,0.000229036,7.63453e-05,0,0,0.977572,70.4745,0.0942119,0,0.00550381,0,7.39681,5803.71,92.8229,112.032,71.3,9.03614,533.438,82.3519,0.0458078,4.10645,0.918384,5533.52,59.4146,0
41.00,0,3.50915,0.00349371,0.00324416,0.000229036,7.63453e-05,0,0,0.977572,70.4745,0.0942119,0,0.00550381,0,7.39681,5803.71,92.8229,112.032,71.3,9.03614,533.438,82.3519,0.0458078,4.10645,0.918384,5533.52,59.4146,0
42.00,0,3.51115,0.00372597,0.00345983,0.000540148,0.000180049,0,0,0.977221,70.4523,0.0952961,0,0.00571944,0,7.39157,5803.9,92.7512,111.96,71.2283,9.03614,533.438,82.3806,0.0458078,4.10645,0.917578,5533.55,59.4748,0
42.00,0,3.51115,0.00372597,0.00345983,0.000540148,0.000180049,0,0,0.977221,70.4523,0.0952961,0,0.00571944,0,7.39157,5803.9,92.7512,111.96,71.2283,9.03614,533.438,82.3806,0.0458078,4.10645,0.917578,5533.55,59.4748,0
43.00,0,3.51348,0.00401312,0.00372647,0.000912889,0.000304296,5.62627e-06,0,0.976973,70.3938,0.0966389,0,0.00593771,0,7.38874,5801,92.6815,111.885,71.156,9.03614,533.438,82.4078,0.0458078,4.10645,0.917282,5533.58,59.5544,0
43.00,0,3.51348,0.00401312,0.00372647,0.000912889,0.000304296,5.62627e-06,0,0.976973,70.3938,0.0966389,0,0.00593771,0,7.38874,5801,92.6815,111.885,71.156,9.03614,533.438,82.4078,0.0458078,4.10645,0.917282,5533.58,59.5544,0
44.00,0,3.51548,0.00432178,0.00401308,0.00134783,0.000449276,1.14049e-05,0,0.9768,70.2834,0.0980424,0,0.00615859,0,7.3885,5793.74,92.609,111.801,71.0793,9.03614,533.438,82.4341,0.0458078,4.10645,0.917645,5533.61,59.4421,0
44.00,0,3.51548,0.00432178,0.00401308,0.00134783,0.000449276,1.14049e-05,0,0.9768,70.2834,0.0980424,0,0.00615859,0,7.3885,5793.74,92.609,111.801,71.0793,9.03614,533.438,82.4341,0.0458078,4.10645,0.917645,5533.61,59.4421,0
45.00,0,3.51694,0.00462807,0.00429749,0.00182985,0.000609949,4.73937e-06,0,0.97665,70.1296,0.0994469,0,0.00638208,0,7.38834,5782.76,92.5305,111.706,70.996,9.03614,533.438,82.4582,0.0458078,4.10645,0.918537,5533.64,59.1548,0
45.00,0,3.51694,0.00462807,0.00429749,0.00182985,0.000609949,4.73937e-06,0,0.97665,70.1296,0.0994469,0,0.00638208,0,7.38834,5782.76,92.5305,111.706,70.996,9.03614,533.438,82.4582,0.0458078,4.10645,0.918537,5533.64,59.1548,0
46.00,0,3.51804,0.00493167,0.0045794,0.0023452,0.000781734,0,0,0.976505,69.9975,0.100851,0,0.00660814,0,7.38818,5773.39,92.4517,111.616,70.9148,9.03614,533.438,82.4799,0.0458078,4.10645,0.919172,5533.67,58.7256,0
46.00,0,3.51804,0.00493167,0.0045794,0.0023452,0.000781734,0,0,0.976505,69.9975,0.100851,0,0.00660814,0,7.38818,5773.39,92.4517,111.616,70.9148,9.03614,533.438,82.4799,0.0458078,4.10645,0.919172,5533.67,58.7256,0
47.00,0,3.51896,0.00523393,0.00486008,0.00288555,0.000961849,0,0,0.976267,69.9185,0.10198,0,0.0068367,0,7.38778,5769.58,92.3161,111.475,70.7827,9.03614,533.438,82.5186,0.0458078,4.10645,0.918296,5533.7,58.3014,0
47.00,0,3.51896,0.00523393,0.00486008,0.00288555,0.000961849,0,0,0.976267,69.9185,0.10198,0,0.0068367,0,7.38778,5769.58,92.3161,111.475,70.7827,9.03614,533.438,82.5186,0.0458078,4.10645,0.918296,5533.7,58.3014,0
48.00,0,3.51988,0.00553805,0.00514247,0.00344765,0.00114922,0,0,0.97597,69.9463,0.10294,0,0.00706761,0,7.38707,5773.09,92.2627,111.425,70.7325,9.03614,533.438,82.5361,0.0458078,4.10645,0.917149,5533.73,58.3316,0
48.00,0,3.51988,0.00553805,0.00514247,0.00344765,0.00114922,0,0,0.97597,69.9463,0.10294,0,0.00706761,0,7.38707,5773.09,92.2627,111.425,70.7325,9.03614,533.438,82.5361,0.0458078,4.10645,0.917149,5533.73,58.3316,0
49.00,0,3.5209,0.00584722,0.00542956,0.00403245,0.00134415,4.10385e-06,0,0.975694,69.9932,0.104167,0,0.00730089,0,7.38631,5778.22,92.22,111.387,70.692,9.03614,533.438,82.554,0.0458078,4.10645,0.915862,5533.76,58.4419,0
49.00,0,3.5209,0.00584722,0.00542956,0.00403245,0.00134415,4.10385e-06,0,0.975694,69.9932,0.104167,0,0.00730089,0,7.38631,5778.22,92.22,111.387,70.692,9.03614,533.438,82.554,0.0458078,4.10645,0.915862,5533.76,58.4419,0
50.00,0,3.52208,0.00616416,0.00572386,0.00464366,0.00154789,1.18798e-05,0,0.975404,70.0454,0.105473,0,0.00753656,0,7.38546,5783.96,92.1887,111.363,70.6608,5.72519,538.698,82.5745,0.0480992,2.62795,0.914602,5533.79,58.3768,0
50.00,0,3.52208,0.00616416,0.00572386,0.00464366,0.00154789,1.18798e-05,0,0.975404,70.0454,0.105473,0,0.00753656,0,7.38546,5783.96,92.1887,111.363,70.6608,5.72519,538.698,82.5745,0.0480992,2.62795,0.914602,5533.79,58.3768,0
