Time(s),totalNaloxone_mg,m_AfferentChemoreceptor_Hz ,m_CentralFrequencyDelta_Per_min ,m_CentralPressureDelta_cmH2O ,m_PeripheralFrequencyDelta_Per_min ,m_PeripheralPressureDelta_cmH2O ,m_OxygenAutoregulatorHeart ,m_OxygenAutoregulatorMuscle ,OxygenSaturation,HeartRate(1/min),Fentanyl-PlasmaConcentration(ug/mL),Naloxone-PlasmaConcentration,Fentanyl-EffectSiteConcentration(ug/mL),Naloxone-EffectSiteConcentration,ArterialBloodPH,CardiacOutput(mL/min),MeanArterialPressure(mmHg),SystolicArterialPressure(mmHg),DiastolicArterialPressure(mmHg),RespirationRate(1/min),TidalVolume(mL),HeartStrokeVolume(mL),EndTidalCarbonDioxideFraction,TotalAlveolarVentilation(L/min),SystemicVascularResistance(mmHg_s/mL),BloodVolume(mL),MeanUrineOutput(mL/hr),NeuromuscularBlockLevel
105.00,0,3.62587,0.0291611,0.0270782,0.0970298,0.0323433,0.0138044,0.0463693,0.935378,69.7787,0.154098,0,0.0231493,0,7.36116,5947.28,91.7546,111.228,69.2962,2.85442,548.961,85.2306,0.0497799,1.33451,0.884681,5535.77,54.7245,0
106.00,0,3.62895,0.0296563,0.027538,0.0998771,0.0332924,0.014348,0.0531386,0.933783,69.7935,0.154747,0,0.0234663,0,7.36075,5916.08,92.2242,111.753,70.1699,2.85442,548.961,84.7655,0.0497799,1.33451,0.894107,5535.81,54.9247,0
106.00,0,3.62895,0.0296563,0.027538,0.0998771,0.0332924,0.014348,0.0531386,0.933783,69.7935,0.154747,0,0.0234663,0,7.36075,5916.08,92.2242,111.753,70.1699,2.85442,548.961,84.7655,0.0497799,1.33451,0.894107,5535.81,54.9247,0
107.00,0,3.63199,0.0301548,0.0280009,0.102788,0.0342625,0.0148795,0.0603316,0.932149,69.7808,0.155419,0,0.023784,0,7.36037,5903.23,92.3765,111.913,70.4311,2.85442,548.961,84.5968,0.0497799,1.33451,0.897597,5535.85,54.9599,0
107.00,0,3.63199,0.0301548,0.0280009,0.102788,0.0342625,0.0148795,0.0603316,0.932149,69.7808,0.155419,0,0.023784,0,7.36037,5903.23,92.3765,111.913,70.4311,2.85442,548.961,84.5968,0.0497799,1.33451,0.897597,5535.85,54.9599,0
108.00,0,3.63498,0.0306563,0.0284666,0.10576,0.0352533,0.0153975,0.0679276,0.930463,69.6276,0.156108,0,0.0241025,0,7.35999,5885.5,91.906,111.9,70.0705,2.85442,548.961,84.5282,0.0497799,1.33451,0.895512,5535.89,54.8004,0
108.00,0,3.63498,0.0306563,0.0284666,0.10576,0.0352533,0.0153975,0.0679276,0.930463,69.6276,0.156108,0,0.0241025,0,7.35999,5885.5,91.906,111.9,70.0705,2.85442,548.961,84.5282,0.0497799,1.33451,0.895512,5535.89,54.8004,0
109.00,0,3.63793,0.0311604,0.0289347,0.108792,0.0362641,0.0159262,0.0759652,0.92837,69.4364,0.156761,0,0.0244217,0,7.35958,5911.25,91.4441,111.314,69.5092,2.85442,548.961,85.1318,0.0497799,1.33451,0.886944,5535.93,54.5615,0
109.00,0,3.63793,0.0311604,0.0289347,0.108792,0.0362641,0.0159262,0.0759652,0.92837,69.4364,0.156761,0,0.0244217,0,7.35958,5911.25,91.4441,111.314,69.5092,2.85442,548.961,85.1318,0.0497799,1.33451,0.886944,5535.93,54.5615,0
110.00,0,3.6409,0.031667,0.0294051,0.111883,0.0372944,0.0164905,0.0844796,0.925563,69.5587,0.157215,0,0.0247416,0,7.35908,5923.16,91.4593,111.363,69.5072,2.85442,548.961,85.1534,0.0497799,1.33451,0.885327,5535.97,54.6637,0
110.00,0,3.6409,0.031667,0.0294051,0.111883,0.0372944,0.0164905,0.0844796,0.925563,69.5587,0.157215,0,0.0247416,0,7.35908,5923.16,91.4593,111.363,69.5072,2.85442,548.961,85.1534,0.0497799,1.33451,0.885327,5535.97,54.6637,0
111.00,0,3.64388,0.0321756,0.0298773,0.115032,0.038344,0.0171122,0.0935073,0.923325,69.6787,0.157733,0,0.025062,0,7.35874,5934.76,91.5028,111.451,69.5411,2.85442,548.961,85.1732,0.0497799,1.33451,0.884051,5536,54.973,0
111.00,0,3.64388,0.0321756,0.0298773,0.115032,0.038344,0.0171122,0.0935073,0.923325,69.6787,0.157733,0,0.025062,0,7.35874,5934.76,91.5028,111.451,69.5411,2.85442,548.961,85.1732,0.0497799,1.33451,0.884051,5536,54.973,0
112.00,0,3.64683,0.0326855,0.0303508,0.118237,0.0394122,0.0177819,0.103054,0.921355,69.7412,0.158307,0,0.0253832,0,7.35847,5942.98,91.5587,111.537,69.5805,2.85442,548.961,85.2148,0.0497799,1.33451,0.883408,5536.04,55.2331,0
112.00,0,3.64683,0.0326855,0.0303508,0.118237,0.0394122,0.0177819,0.103054,0.921355,69.7412,0.158307,0,0.0253832,0,7.35847,5942.98,91.5587,111.537,69.5805,2.85442,548.961,85.2148,0.0497799,1.33451,0.883408,5536.04,55.2331,0
113.00,0,3.64972,0.0331964,0.0308252,0.121496,0.0404986,0.0184857,0.113115,0.919393,69.7574,0.158912,0,0.0257049,0,7.35824,5948.66,91.6241,111.618,69.6241,2.85442,548.961,85.2764,0.0497799,1.33451,0.883241,5536.08,55.3478,0
113.00,0,3.64972,0.0331964,0.0308252,0.121496,0.0404986,0.0184857,0.113115,0.919393,69.7574,0.158912,0,0.0257049,0,7.35824,5948.66,91.6241,111.618,69.6241,2.85442,548.961,85.2764,0.0497799,1.33451,0.883241,5536.08,55.3478,0
114.00,0,3.65255,0.0337078,0.0313001,0.124808,0.0416027,0.0192146,0.123684,0.917382,69.7477,0.159534,0,0.0260273,0,7.35803,5951.79,91.6899,111.696,69.6726,2.85442,548.961,85.3332,0.0497799,1.33451,0.883454,5536.12,55.3378,0
114.00,0,3.65255,0.0337078,0.0313001,0.124808,0.0416027,0.0192146,0.123684,0.917382,69.7477,0.159534,0,0.0260273,0,7.35803,5951.79,91.6899,111.696,69.6726,2.85442,548.961,85.3332,0.0497799,1.33451,0.883454,5536.12,55.3378,0
115.00,0,3.65534,0.0342194,0.0317752,0.128172,0.0427239,0.0199649,0.134756,0.915322,69.7244,0.160169,0,0.0263503,0,7.35784,5954.03,91.7537,111.765,69.7186,2.85442,548.961,85.3937,0.0497799,1.33451,0.883778,5536.16,55.2237,0
115.00,0,3.65534,0.0342194,0.0317752,0.128172,0.0427239,0.0199649,0.134756,0.915322,69.7244,0.160169,0,0.0263503,0,7.35784,5954.03,91.7537,111.765,69.7186,2.85442,548.961,85.3937,0.0497799,1.33451,0.883778,5536.16,55.2237,0
116.00,0,3.65807,0.034731,0.0322502,0.131585,0.0438618,0.0207357,0.146331,0.913186,69.6621,0.160813,0,0.0266739,0,7.35766,5955.66,91.8611,111.876,69.8004,0,0,85.4935,0.0497799,0,0.884636,5536.2,55.0228,0
116.00,0,3.65807,0.034731,0.0322502,0.131585,0.0438618,0.0207357,0.146331,0.913186,69.6621,0.160813,0,0.0266739,0,7.35766,5955.66,91.8611,111.876,69.8004,0,0,85.4935,0.0497799,0,0.884636,5536.2,55.0228,0
117.00,0,3.66079,0.0352423,0.032725,0.135047,0.0450157,0.0215351,0.158417,0.909666,69.6313,0.161264,0,0.026998,0,7.35741,5955.57,91.9011,111.915,69.8322,0,0,85.5301,0.0497799,0,0.885058,5536.24,55.0334,0
117.00,0,3.66079,0.0352423,0.032725,0.135047,0.0450157,0.0215351,0.158417,0.909666,69.6313,0.161264,0,0.026998,0,7.35741,5955.57,91.9011,111.915,69.8322,0,0,85.5301,0.0497799,0,0.885058,5536.24,55.0334,0
118.00,0,3.66353,0.0357531,0.0331993,0.138556,0.0461852,0.0223911,0.17105,0.906781,69.6039,0.16171,0,0.0273227,0,7.35723,5955.16,91.9316,111.944,69.8572,1.28921,553.771,85.5579,0.0514695,0.608003,0.885431,5536.28,55.3614,0
118.00,0,3.66353,0.0357531,0.0331993,0.138556,0.0461852,0.0223911,0.17105,0.906781,69.6039,0.16171,0,0.0273227,0,7.35723,5955.16,91.9316,111.944,69.8572,1.28921,553.771,85.5579,0.0514695,0.608003,0.885431,5536.28,55.3614,0
119.00,0,3.66623,0.0362631,0.0336729,0.142109,0.0473698,0.0233023,0.184243,0.904318,69.5814,0.162216,0,0.0276478,0,7.35709,5954.62,91.9533,111.964,69.8757,1.28921,553.771,85.5777,0.0514695,0.608003,0.885734,5536.31,55.702,0
119.00,0,3.66623,0.0362631,0.0336729,0.142109,0.0473698,0.0233023,0.184243,0.904318,69.5814,0.162216,0,0.0276478,0,7.35709,5954.62,91.9533,111.964,69.8757,1.28921,553.771,85.5777,0.0514695,0.608003,0.885734,5536.31,55.702,0
120.00,0,3.66886,0.0367722,0.0341456,0.145707,0.048569,0.0242557,0.197992,0.902036,69.5625,0.162762,0,0.0279735,0,7.35698,5953.95,91.967,111.975,69.8879,1.28921,553.771,85.5914,0.0514695,0.608003,0.885972,5536.35,55.8975,0
120.00,0,3.66886,0.0367722,0.0341456,0.145707,0.048569,0.0242557,0.197992,0.902036,69.5625,0.162762,0,0.0279735,0,7.35698,5953.95,91.967,111.975,69.8879,1.28921,553.771,85.5914,0.0514695,0.608003,0.885972,5536.35,55.8975,0
121.00,0,3.67148,0.0372836,0.0346205,0.149346,0.0497821,0.0252405,0.212289,0.899806,69.5422,0.163328,0,0.0282997,0,7.35631,5952.98,91.9733,111.978,69.8933,1.28921,553.771,85.6024,0.0514695,0.608003,0.88618,5536.39,55.9487,0
121.00,0,3.67148,0.0372836,0.0346205,0.149346,0.0497821,0.0252405,0.212289,0.899806,69.5422,0.163328,0,0.0282997,0,7.35631,5952.98,91.9733,111.978,69.8933,1.28921,553.771,85.6024,0.0514695,0.608003,0.88618,5536.39,55.9487,0
122.00,0,3.6741,0.0378031,0.0351029,0.153028,0.0510094,0.0262507,0.227128,0.89768,69.5159,0.159201,0,0.0286206,0,7.35558,5951.47,91.9728,111.972,69.8919,1.28921,553.771,85.6131,0.0514695,0.608003,0.886399,5536.41,55.8778,0
122.00,0,3.6741,0.0378031,0.0351029,0.153028,0.0510094,0.0262507,0.227128,0.89768,69.5159,0.159201,0,0.0286206,0,7.35558,5951.47,91.9728,111.972,69.8919,1.28921,553.771,85.6131,0.0514695,0.608003,0.886399,5536.41,55.8778,0
123.00,0,3.67664,0.0383299,0.0355921,0.156751,0.0522505,0.0272819,0.242495,0.895701,69.4809,0.155189,0,0.0289307,0,7.35495,5949.27,91.9661,111.957,69.884,1.28921,553.771,85.6245,0.0514695,0.608003,0.886656,5536.44,55.7027,0
123.00,0,3.67664,0.0383299,0.0355921,0.156751,0.0522505,0.0272819,0.242495,0.895701,69.4809,0.155189,0,0.0289307,0,7.35495,5949.27,91.9661,111.957,69.884,1.28921,553.771,85.6245,0.0514695,0.608003,0.886656,5536.44,55.7027,0
124.00,0,3.679,0.0388623,0.0360864,0.160512,0.0535039,0.0283322,0.258377,0.893196,69.3843,0.151301,0,0.0292304,0,7.35427,5942.59,91.9336,111.898,69.85,1.28921,553.771,85.6476,0.0514695,0.608003,0.887314,5536.46,55.5701,0
124.00,0,3.679,0.0388623,0.0360864,0.160512,0.0535039,0.0283322,0.258377,0.893196,69.3843,0.151301,0,0.0292304,0,7.35427,5942.59,91.9336,111.898,69.85,1.28921,553.771,85.6476,0.0514695,0.608003,0.887314,5536.46,55.5701,0
125.00,0,3.68116,0.0393982,0.0365841,0.164302,0.0547674,0.0294219,0.274783,0.89111,69.3247,0.147585,0,0.0295203,0,7.35381,5938.18,91.9061,111.855,69.8234,1.28921,553.771,85.6575,0.0514695,0.608003,0.887687,5536.48,55.8122,0
125.00,0,3.68116,0.0393982,0.0365841,0.164302,0.0547674,0.0294219,0.274783,0.89111,69.3247,0.147585,0,0.0295203,0,7.35381,5938.18,91.9061,111.855,69.8234,1.28921,553.771,85.6575,0.0514695,0.608003,0.887687,5536.48,55.8122,0
126.00,0,3.68303,0.0399352,0.0370827,0.168115,0.0560383,0.0305533,0.291705,0.889723,69.26,0.144124,0,0.029801,0,7.35362,5933.18,91.8698,111.802,69.7894,1.28921,553.771,85.6653,0.0514695,0.608003,0.888058,5536.5,56.1443,0
126.00,0,3.68303,0.0399352,0.0370827,0.168115,0.0560383,0.0305533,0.291705,0.889723,69.26,0.144124,0,0.029801,0,7.35362,5933.18,91.8698,111.802,69.7894,1.28921,553.771,85.6653,0.0514695,0.608003,0.888058,5536.5,56.1443,0
127.00,0,3.68459,0.0404711,0.0375803,0.171941,0.0573136,0.0317058,0.309106,0.888731,69.1917,0.140883,0,0.0300729,0,7.35358,5927.67,91.8236,111.738,69.7475,1.28921,553.771,85.6703,0.0514695,0.608003,0.888402,5536.52,56.3581,0
127.00,0,3.68459,0.0404711,0.0375803,0.171941,0.0573136,0.0317058,0.309106,0.888731,69.1917,0.140883,0,0.0300729,0,7.35358,5927.67,91.8236,111.738,69.7475,1.28921,553.771,85.6703,0.0514695,0.608003,0.888402,5536.52,56.3581,0
128.00,0,3.68584,0.0410037,0.0380748,0.17577,0.0585901,0.0328581,0.326932,0.88792,69.1217,0.137852,0,0.0303367,0,7.35367,5921.8,91.767,111.662,69.697,1.28921,553.771,85.6722,0.0514695,0.608003,0.888694,5536.55,56.4111,0
128.00,0,3.68584,0.0410037,0.0380748,0.17577,0.0585901,0.0328581,0.326932,0.88792,69.1217,0.137852,0,0.0303367,0,7.35367,5921.8,91.767,111.662,69.697,1.28921,553.771,85.6722,0.0514695,0.608003,0.888694,5536.55,56.4111,0
129.00,0,3.68679,0.0415307,0.0385642,0.179595,0.0598649,0.0339944,0.345131,0.887267,69.0519,0.135016,0,0.0305929,0,7.35392,5915.73,91.6999,111.576,69.6379,1.28921,553.771,85.6707,0.0514695,0.608003,0.888909,5536.57,56.3262,0
129.00,0,3.68679,0.0415307,0.0385642,0.179595,0.0598649,0.0339944,0.345131,0.887267,69.0519,0.135016,0,0.0305929,0,7.35392,5915.73,91.6999,111.576,69.6379,1.28921,553.771,85.6707,0.0514695,0.608003,0.888909,5536.57,56.3262,0
130.00,0,3.68745,0.0420494,0.0390459,0.183405,0.061135,0.0351035,0.363646,0.886744,68.984,0.132359,0,0.0308418,0,7.35434,5909.58,91.6224,111.479,69.5701,1.28921,553.771,85.666,0.0514695,0.608003,0.889026,5536.59,56.1228,0
130.00,0,3.68745,0.0420494,0.0390459,0.183405,0.061135,0.0351035,0.363646,0.886744,68.984,0.132359,0,0.0308418,0,7.35434,5909.58,91.6224,111.479,69.5701,1.28921,553.771,85.666,0.0514695,0.608003,0.889026,5536.59,56.1228,0
131.00,0,3.68783,0.042557,0.0395172,0.187193,0.0623977,0.0361772,0.382422,0.886259,68.8582,0.129928,0,0.031084,0,7.35506,5897.61,91.4381,111.257,69.4101,1.28921,553.771,85.6487,0.0514695,0.608003,0.88891,5536.62,55.851,0
131.00,0,3.68783,0.042557,0.0395172,0.187193,0.0623977,0.0361772,0.382422,0.886259,68.8582,0.129928,0,0.031084,0,7.35506,5897.61,91.4381,111.257,69.4101,1.28921,553.771,85.6487,0.0514695,0.608003,0.88891,5536.62,55.851,0
132.00,0,3.68798,0.0430508,0.0399757,0.190951,0.0636505,0.0372262,0.401426,0.885769,68.8017,0.127833,0,0.0313199,0,7.3562,5892.01,91.3329,111.134,69.3189,1.28921,553.771,85.6374,0.0514695,0.608003,0.888659,5536.64,55.9043,0
132.00,0,3.68798,0.0430508,0.0399757,0.190951,0.0636505,0.0372262,0.401426,0.885769,68.8017,0.127833,0,0.0313199,0,7.3562,5892.01,91.3329,111.134,69.3189,1.28921,553.771,85.6374,0.0514695,0.608003,0.888659,5536.64,55.9043,0
133.00,0,3.68794,0.0435297,0.0404204,0.194674,0.0648913,0.0382663,0.420638,0.885447,68.7501,0.125673,0,0.0315498,0,7.35698,5886.76,91.2202,111.004,69.2211,1.28921,553.771,85.6254,0.0514695,0.608003,0.888275,5536.66,56.145,0
133.00,0,3.68794,0.0435297,0.0404204,0.194674,0.0648913,0.0382663,0.420638,0.885447,68.7501,0.125673,0,0.0315498,0,7.35698,5886.76,91.2202,111.004,69.2211,1.28921,553.771,85.6254,0.0514695,0.608003,0.888275,5536.66,56.145,0
134.00,0,3.68787,0.0439988,0.040856,0.198357,0.066119,0.0392837,0.440017,0.885179,68.7035,0.123517,0,0.031774,0,7.35707,5881.94,91.1011,110.869,69.1174,1.28921,553.771,85.6134,0.0514695,0.608003,0.88776,5536.68,56.3186,0
134.00,0,3.68787,0.0439988,0.040856,0.198357,0.066119,0.0392837,0.440017,0.885179,68.7035,0.123517,0,0.031774,0,7.35707,5881.94,91.1011,110.869,69.1174,1.28921,553.771,85.6134,0.0514695,0.608003,0.88776,5536.68,56.3186,0
135.00,0,3.68789,0.044464,0.041288,0.202003,0.0673343,0.040261,0.459511,0.884909,68.6618,0.121456,0,0.0319928,0,7.35715,5877.59,90.977,110.731,69.0089,1.28921,553.771,85.602,0.0514695,0.608003,0.887121,5536.71,56.3232,0
135.00,0,3.68789,0.044464,0.041288,0.202003,0.0673343,0.040261,0.459511,0.884909,68.6618,0.121456,0,0.0319928,0,7.35715,5877.59,90.977,110.731,69.0089,1.28921,553.771,85.602,0.0514695,0.608003,0.887121,5536.71,56.3232,0
136.00,0,3.68798,0.0449257,0.0417167,0.205614,0.068538,0.0411866,0.479071,0.884608,68.6249,0.119506,0,0.0322065,0,7.35719,5873.72,90.8494,110.589,68.8967,1.28921,553.771,85.5917,0.0514695,0.608003,0.88637,5536.73,56.1782,0
136.00,0,3.68798,0.0449257,0.0417167,0.205614,0.068538,0.0411866,0.479071,0.884608,68.6249,0.119506,0,0.0322065,0,7.35719,5873.72,90.8494,110.589,68.8967,1.28921,553.771,85.5917,0.0514695,0.608003,0.88637,5536.73,56.1782,0
137.00,0,3.68813,0.0453843,0.0421426,0.209193,0.0697309,0.0420553,0.498658,0.884263,68.5924,0.117657,0,0.0324152,0,7.35721,5870.34,90.7195,110.447,68.7821,1.28921,553.771,85.583,0.0514695,0.608003,0.885523,5536.75,55.9064,0
137.00,0,3.68813,0.0453843,0.0421426,0.209193,0.0697309,0.0420553,0.498658,0.884263,68.5924,0.117657,0,0.0324152,0,7.35721,5870.34,90.7195,110.447,68.7821,1.28921,553.771,85.583,0.0514695,0.608003,0.885523,5536.75,55.9064,0
138.00,0,3.68834,0.0458404,0.042566,0.212741,0.0709138,0.0428653,0.518237,0.883853,68.5391,0.115902,0,0.0326193,0,7.35721,5865.02,90.4578,110.164,68.5493,1.28921,553.771,85.5719,0.0514695,0.608003,0.883585,5536.78,55.5279,0
138.00,0,3.68834,0.0458404,0.042566,0.212741,0.0709138,0.0428653,0.518237,0.883853,68.5391,0.115902,0,0.0326193,0,7.35721,5865.02,90.4578,110.164,68.5493,1.28921,553.771,85.5719,0.0514695,0.608003,0.883585,5536.78,55.5279,0
139.00,0,3.68863,0.0462943,0.0429875,0.216262,0.0720874,0.0436258,0.537789,0.883008,68.5363,0.114627,0,0.0328188,0,7.35715,5864.36,90.3324,110.032,68.4369,1.28921,553.771,85.5657,0.0514695,0.608003,0.882369,5536.8,55.3387,0
139.00,0,3.68863,0.0462943,0.0429875,0.216262,0.0720874,0.0436258,0.537789,0.883008,68.5363,0.114627,0,0.0328188,0,7.35715,5864.36,90.3324,110.032,68.4369,1.28921,553.771,85.5657,0.0514695,0.608003,0.882369,5536.8,55.3387,0
140.00,0,3.68902,0.0467465,0.0434074,0.219758,0.0732527,0.0443689,0.557326,0.882072,68.6069,0.1132,0,0.0330142,0,7.35707,5869.05,90.2217,109.928,68.3434,1.28921,553.771,85.5461,0.0514695,0.608003,0.880505,5536.83,55.4544,0
140.00,0,3.68902,0.0467465,0.0434074,0.219758,0.0732527,0.0443689,0.557326,0.882072,68.6069,0.1132,0,0.0330142,0,7.35707,5869.05,90.2217,109.928,68.3434,1.28921,553.771,85.5461,0.0514695,0.608003,0.880505,5536.83,55.4544,0
141.00,0,3.68955,0.0471973,0.043826,0.223232,0.0744108,0.0450981,0.576844,0.881004,68.7545,0.111607,0,0.0332053,0,7.35697,5879.43,90.1311,109.86,68.2728,1.28921,553.771,85.5134,0.0514695,0.608003,0.878002,5536.85,55.5803,0
141.00,0,3.68955,0.0471973,0.043826,0.223232,0.0744108,0.0450981,0.576844,0.881004,68.7545,0.111607,0,0.0332053,0,7.35697,5879.43,90.1311,109.86,68.2728,1.28921,553.771,85.5134,0.0514695,0.608003,0.878002,5536.85,55.5803,0
142.00,0,3.69031,0.0476502,0.0442466,0.22669,0.0755635,0.0458062,0.596328,0.879742,68.9489,0.110014,0,0.0333924,0,7.35621,5893.5,90.0632,109.829,68.2232,1.28921,553.771,85.4764,0.0514695,0.608003,0.8752,5536.87,55.5621,0
142.00,0,3.69031,0.0476502,0.0442466,0.22669,0.0755635,0.0458062,0.596328,0.879742,68.9489,0.110014,0,0.0333924,0,7.35621,5893.5,90.0632,109.829,68.2232,1.28921,553.771,85.4764,0.0514695,0.608003,0.8752,5536.87,55.5621,0
143.00,0,3.69145,0.0481137,0.044677,0.230142,0.076714,0.0464892,0.615771,0.878215,69.1566,0.108491,0,0.0335755,0,7.35524,5909.15,90.0207,109.837,68.1932,1.28921,553.771,85.446,0.0514695,0.608003,0.872443,5536.9,55.4033,0
143.00,0,3.69145,0.0481137,0.044677,0.230142,0.076714,0.0464892,0.615771,0.878215,69.1566,0.108491,0,0.0335755,0,7.35524,5909.15,90.0207,109.837,68.1932,1.28921,553.771,85.446,0.0514695,0.608003,0.872443,5536.9,55.4033,0
144.00,0,3.69294,0.0485907,0.0451199,0.233599,0.0778662,0.0471501,0.635179,0.876425,69.3528,0.10703,0,0.0337548,0,7.35414,5924.9,90.0058,109.875,68.1823,1.28921,553.771,85.4312,0.0514695,0.608003,0.869972,5536.92,55.1322,0
144.00,0,3.69294,0.0485907,0.0451199,0.233599,0.0778662,0.0471501,0.635179,0.876425,69.3528,0.10703,0,0.0337548,0,7.35414,5924.9,90.0058,109.875,68.1823,1.28921,553.771,85.4312,0.0514695,0.608003,0.869972,5536.92,55.1322,0
145.00,0,3.69475,0.0490834,0.0455775,0.237071,0.0790236,0.0477954,0.65457,0.874385,69.5216,0.105623,0,0.0339303,0,7.35291,5939.8,90.0193,109.941,68.1903,1.28921,553.771,85.4381,0.0514695,0.608003,0.867932,5536.95,54.7729,0
145.00,0,3.69475,0.0490834,0.0455775,0.237071,0.0790236,0.0477954,0.65457,0.874385,69.5216,0.105623,0,0.0339303,0,7.35291,5939.8,90.0193,109.941,68.1903,1.28921,553.771,85.4381,0.0514695,0.608003,0.867932,5536.95,54.7729,0
146.00,0,3.69687,0.0495942,0.0460517,0.240568,0.0801894,0.0484356,0.673973,0.870995,69.7567,0.104548,0,0.0341023,0,7.35091,5965.44,90.125,110.138,68.2611,1.28921,553.771,85.5177,0.0514695,0.608003,0.865289,5536.98,54.4812,0
146.00,0,3.69687,0.0495942,0.0460517,0.240568,0.0801894,0.0484356,0.673973,0.870995,69.7567,0.104548,0,0.0341023,0,7.35091,5965.44,90.125,110.138,68.2611,1.28921,553.771,85.5177,0.0514695,0.608003,0.865289,5536.98,54.4812,0
147.00,0,3.69933,0.050126,0.0465456,0.244099,0.0813663,0.0491133,0.693463,0.867254,69.8236,0.103525,0,0.0342709,0,7.34877,5977.28,90.7237,110.259,68.3198,1.28921,553.771,85.6054,0.0514695,0.608003,0.869587,5537,54.7028,0
147.00,0,3.69933,0.050126,0.0465456,0.244099,0.0813663,0.0491133,0.693463,0.867254,69.8236,0.103525,0,0.0342709,0,7.34877,5977.28,90.7237,110.259,68.3198,1.28921,553.771,85.6054,0.0514695,0.608003,0.869587,5537,54.7028,0
148.00,0,3.70206,0.0506799,0.0470599,0.247671,0.0825571,0.0498371,0.713112,0.864162,69.8601,0.102167,0,0.034436,0,7.34704,5949.34,91.2062,110.804,69.2032,1.28921,553.771,85.1607,0.0514695,0.608003,0.878532,5537.02,55.0616,0
148.00,0,3.70206,0.0506799,0.0470599,0.247671,0.0825571,0.0498371,0.713112,0.864162,69.8601,0.102167,0,0.034436,0,7.34704,5949.34,91.2062,110.804,69.2032,1.28921,553.771,85.1607,0.0514695,0.608003,0.878532,5537.02,55.0616,0
149.00,0,3.70494,0.051256,0.0475948,0.251291,0.0837636,0.0505824,0.732923,0.861223,69.8725,0.10077,0,0.0345976,0,7.34543,5940.15,91.3753,110.988,69.4751,1.28921,553.771,85.0142,0.0514695,0.608003,0.881594,5537.05,55.2513,0
149.00,0,3.70494,0.051256,0.0475948,0.251291,0.0837636,0.0505824,0.732923,0.861223,69.8725,0.10077,0,0.0345976,0,7.34543,5940.15,91.3753,110.988,69.4751,1.28921,553.771,85.0142,0.0514695,0.608003,0.881594,5537.05,55.2513,0
150.00,0,3.70791,0.0518546,0.0481507,0.254961,0.0849871,0.0513333,0.752895,0.858147,69.7372,0.099461,0,0.0347558,0,7.34377,5922.47,90.908,111.003,68.9418,1.28921,553.771,84.9254,0.0514695,0.608003,0.879499,5537.07,55.1889,0
150.00,0,3.70791,0.0518546,0.0481507,0.254961,0.0849871,0.0513333,0.752895,0.858147,69.7372,0.099461,0,0.0347558,0,7.34377,5922.47,90.908,111.003,68.9418,1.28921,553.771,84.9254,0.0514695,0.608003,0.879499,5537.07,55.1889,0
151.00,0,3.71094,0.0524766,0.0487282,0.258686,0.0862285,0.0521157,0.77308,0.854966,69.6201,0.0981961,0,0.0349107,0,7.34208,5947.06,90.5479,110.552,68.7391,1.28921,553.771,85.4216,0.0514695,0.608003,0.872241,5537.1,54.9866,0
151.00,0,3.71094,0.0524766,0.0487282,0.258686,0.0862285,0.0521157,0.77308,0.854966,69.6201,0.0981961,0,0.0349107,0,7.34208,5947.06,90.5479,110.552,68.7391,1.28921,553.771,85.4216,0.0514695,0.608003,0.872241,5537.1,54.9866,0
152.00,0,3.71401,0.0531221,0.0493277,0.262465,0.0874883,0.0529413,0.793526,0.851701,69.5728,0.0969689,0,0.0350624,0,7.34038,5953.9,90.4961,110.476,68.5916,1.28921,553.771,85.5779,0.0514695,0.608003,0.870729,5537.13,54.6912,0
152.00,0,3.71401,0.0531221,0.0493277,0.262465,0.0874883,0.0529413,0.793526,0.851701,69.5728,0.0969689,0,0.0350624,0,7.34038,5953.9,90.4961,110.476,68.5916,1.28921,553.771,85.5779,0.0514695,0.608003,0.870729,5537.13,54.6912,0
153.00,0,3.71713,0.0537923,0.04995,0.2663,0.0887666,0.0538228,0.814277,0.846236,69.8398,0.0961562,0,0.0352109,0,7.33758,5983.96,91.1441,110.705,68.6792,1.28921,553.771,85.6813,0.0514695,0.608003,0.872873,5537.15,54.6203,0
153.00,0,3.71713,0.0537923,0.04995,0.2663,0.0887666,0.0538228,0.814277,0.846236,69.8398,0.0961562,0,0.0352109,0,7.33758,5983.96,91.1441,110.705,68.6792,1.28921,553.771,85.6813,0.0514695,0.608003,0.872873,5537.15,54.6203,0
154.00,0,3.72035,0.0544886,0.0505965,0.270191,0.0900637,0.0547952,0.835425,0.84178,69.9015,0.0951254,0,0.0353565,0,7.33535,5957.7,91.6335,111.257,69.5691,1.28921,553.771,85.2299,0.0514695,0.608003,0.881649,5537.18,55.0283,0
154.00,0,3.72035,0.0544886,0.0505965,0.270191,0.0900637,0.0547952,0.835425,0.84178,69.9015,0.0951254,0,0.0353565,0,7.33535,5957.7,91.6335,111.257,69.5691,1.28921,553.771,85.2299,0.0514695,0.608003,0.881649,5537.18,55.0283,0
155.00,0,3.72355,0.0552094,0.0512658,0.274139,0.0913795,0.0558421,0.856988,0.838185,69.9126,0.0938841,0,0.0354989,0,7.33358,5947.67,91.8069,111.443,69.8475,1.28921,553.771,85.073,0.0514695,0.608003,0.884884,5537.2,55.4259,0
