Time(s),totalFluid_mL,bagVolume_mL,bagVolumeBlood_mL,bagVolumePlasma_mL,bagVolumePlatelet_mL,m_AfferentBaroreceptorAortic_Hz ,m_AfferentBaroreceptorCarotid_Hz ,HeartRate(1/min),Vasopressin-PlasmaConcentration,ArterialBloodPH,CardiacOutput(mL/min),InflammatoryResponse-TissueIntegrity,MeanArterialPressure(mmHg),SystolicArterialPressure(mmHg),DiastolicArterialPressure(mmHg),EndTidalCarbonDioxideFraction,RespirationRate(1/min),GlomerularFiltrationRate(mL/min),TidalVolume(mL),SystemicVascularResistance(mmHg_s/mL),StrongIonDifference(mmol/L),BloodVolume(mL),MeanUrineOutput(mL/hr),PainVisualAnalogueScale,VenaCava-Lactate-Molarity(mmol/mL),Aorta-OutFlow(mL/s),Lactate-Clearance-RenalClearance(mL/s_kg)
4321,1216.76,0,85.4861,44.75,0,21.2119,18.7372,86.7141,0,7.092,4786.85,0.91337,87.876,101.056,73.0652,0.0444951,15.3061,122.168,527.137,1.06365,26.1644,4007.82,27.234,0,0.013327,95.2736,-0.0072058
4322,1216.76,0,85.4861,44.75,0,21.1777,18.7362,86.7041,0,7.09236,4786.83,0.913369,87.8759,101.055,73.0656,0.0444951,15.3061,82.9131,527.137,1.06365,26.1674,4008.04,27.2655,0,0.0133242,66.5548,0
4322,1217.08,0,85.4167,44.5,0,21.1777,18.7362,86.7041,0,7.09236,4786.83,0.913369,87.8759,101.055,73.0656,0.0444951,15.3061,82.9131,527.137,1.06365,26.1674,4008.04,27.2655,0,0.0133242,66.5548,0
4323,1217.08,0,85.4167,44.5,0,21.1486,18.7345,86.6401,0,7.09218,4784.84,0.913368,87.883,101.052,73.0769,0.0444951,15.3061,122.058,527.137,1.06418,26.1659,4008.26,27.1121,0,0.013326,97.319,-0.003699
4323,1217.4,0,85.3472,44.25,0,21.1486,18.7345,86.6401,0,7.09218,4784.84,0.913368,87.883,101.052,73.0769,0.0444951,15.3061,122.058,527.137,1.06418,26.1659,4008.26,27.1121,0,0.013326,97.319,-0.003699
4324,1217.4,0,85.3472,44.25,0,21.1939,18.7377,86.6467,0,7.09288,4784.97,0.913367,87.8866,101.057,73.0796,0.0444856,15.3061,94.2293,527.29,1.06419,26.1728,4008.48,27.3432,0,0.0133193,74.5232,0
4324,1217.72,0,85.2778,44,0,21.1939,18.7377,86.6467,0,7.09288,4784.97,0.913367,87.8866,101.057,73.0796,0.0444856,15.3061,94.2293,527.29,1.06419,26.1728,4008.48,27.3432,0,0.0133193,74.5232,0
4325,1217.72,0,85.2778,44,0,21.2159,18.7442,86.7003,0,7.09206,4787.07,0.913366,87.8876,101.068,73.0753,0.0444856,15.3061,90.9372,527.29,1.06373,26.1691,4008.71,27.0596,0,0.0133233,76.3368,4.43E-18
4325,1218.04,0,85.2083,43.75,0,21.2159,18.7442,86.7003,0,7.09206,4787.07,0.913366,87.8876,101.068,73.0753,0.0444856,15.3061,90.9372,527.29,1.06373,26.1691,4008.71,27.0596,0,0.0133233,76.3368,4.43E-18
4326,1218.04,0,85.2083,43.75,0,21.181,18.7417,86.672,0,7.09273,4786.43,0.913366,87.8883,101.064,73.0781,0.0444856,15.3061,107.219,527.29,1.06388,26.1769,4008.93,27.354,0,0.0133157,83.9505,0
4326,1218.36,0,85.1389,43.5,0,21.181,18.7417,86.672,0,7.09273,4786.43,0.913366,87.8883,101.064,73.0781,0.0444856,15.3061,107.219,527.29,1.06388,26.1769,4008.93,27.354,0,0.0133157,83.9505,0
4327,1218.36,0,85.1389,43.5,0,21.1529,18.7405,86.6347,0,7.09278,4785.26,0.913365,87.8919,101.062,73.0842,0.0444922,15.3061,73.0231,527.441,1.06419,26.1759,4009.15,27.1873,0,0.013317,59.7426,0
4327,1218.68,0,85.0694,43.25,0,21.1529,18.7405,86.6347,0,7.09278,4785.26,0.913365,87.8919,101.062,73.0842,0.0444922,15.3061,73.0231,527.441,1.06419,26.1759,4009.15,27.1873,0,0.013317,59.7426,0
4328,1218.68,0,85.0694,43.25,0,21.2092,18.7461,86.641,0,7.09277,4785.35,0.913364,87.899,101.071,73.0899,0.0444922,15.3061,122.233,527.441,1.06425,26.1795,4009.37,27.2901,0,0.0133136,95.3205,-0.0075562
4328,1219,0,85,43,0,21.2092,18.7461,86.641,0,7.09277,4785.35,0.913364,87.899,101.071,73.0899,0.0444922,15.3061,122.233,527.441,1.06425,26.1795,4009.37,27.2901,0,0.0133136,95.3205,-0.0075562
4329,1219,0,85,43,0,21.2187,18.75,86.6758,0,7.0929,4786.65,0.913363,87.8994,101.077,73.0871,0.0444922,15.3061,82.9585,527.441,1.06396,26.1825,4009.59,27.3217,0,0.0133108,66.5707,0
4329,1219.32,0,84.9306,42.75,0,21.2187,18.75,86.6758,0,7.0929,4786.65,0.913363,87.8994,101.077,73.0871,0.0444922,15.3061,82.9585,527.441,1.06396,26.1825,4009.59,27.3217,0,0.0133108,66.5707,0
4330,1219.32,0,84.9306,42.75,0,21.1843,18.7474,86.639,0,7.09253,4785.97,0.913362,87.9008,101.073,73.0907,0.0444922,15.3061,122.084,527.441,1.06413,26.181,4009.82,27.1675,0,0.0133126,97.3397,-0.00391238
4330,1219.64,0,84.8611,42.5,0,21.1843,18.7474,86.639,0,7.09253,4785.97,0.913362,87.9008,101.073,73.0907,0.0444922,15.3061,122.084,527.441,1.06413,26.181,4009.82,27.1675,0,0.0133126,97.3397,-0.00391238
4331,1219.64,0,84.8611,42.5,0,21.1594,18.7473,86.6091,0,7.09344,4784.96,0.913362,87.9049,101.073,73.0967,0.0444847,15.3061,94.2992,527.588,1.0644,26.1879,4010.04,27.3982,0,0.0133059,74.5695,0
4331,1219.96,0,84.7917,42.25,0,21.1594,18.7473,86.6091,0,7.09344,4784.96,0.913362,87.9049,101.073,73.0967,0.0444847,15.3061,94.2992,527.588,1.0644,26.1879,4010.04,27.3982,0,0.0133059,74.5695,0
4332,1219.96,0,84.7917,42.25,0,21.2248,18.7544,86.6389,0,7.09282,4785.9,0.913361,87.9106,101.084,73.0991,0.0444847,15.3061,90.9847,527.588,1.06426,26.1841,4010.26,27.1145,0,0.0133099,76.3602,-4.43E-18
4332,1220.28,0,84.7222,42,0,21.2248,18.7544,86.6389,0,7.09282,4785.9,0.913361,87.9106,101.084,73.0991,0.0444847,15.3061,90.9847,527.588,1.06426,26.1841,4010.26,27.1145,0,0.0133099,76.3602,-4.43E-18
4333,1220.28,0,84.7222,42,0,21.2229,18.7571,86.6665,0,7.09318,4787.05,0.91336,87.9104,101.089,73.0961,0.0444847,15.3061,107.261,527.588,1.064,26.192,4010.48,27.4088,0,0.0133023,83.9707,0
4333,1220.6,0,84.6528,41.75,0,21.2229,18.7571,86.6665,0,7.09318,4787.05,0.91336,87.9104,101.089,73.0961,0.0444847,15.3061,107.261,527.588,1.064,26.192,4010.48,27.4088,0,0.0133023,83.9707,0
4334,1220.6,0,84.6528,41.75,0,21.1899,18.7553,86.6466,0,7.09312,4786.71,0.913359,87.9105,101.086,73.0975,0.0444847,15.3061,73.0682,527.588,1.06408,26.1909,4010.7,27.2416,0,0.0133036,59.7627,0
4334,1220.92,0,84.5833,41.5,0,21.1899,18.7553,86.6466,0,7.09312,4786.71,0.913359,87.9105,101.086,73.0975,0.0444847,15.3061,73.0682,527.588,1.06408,26.1909,4010.7,27.2416,0,0.0133036,59.7627,0
4335,1220.92,0,84.5833,41.5,0,21.1674,18.7544,86.5888,0,7.09346,4784.84,0.913358,87.9176,101.085,73.1083,0.0444828,15.3061,122.311,527.737,1.06458,26.1945,4010.92,27.3435,0,0.0133003,95.395,-0.00793013
4335,1221.24,0,84.5139,41.25,0,21.1674,18.7544,86.5888,0,7.09346,4784.84,0.913358,87.9176,101.085,73.1083,0.0444828,15.3061,122.311,527.737,1.06458,26.1945,4010.92,27.3435,0,0.0133003,95.395,-0.00793013
4336,1221.24,0,84.5139,41.25,0,21.2357,18.7579,86.6019,0,7.09371,4785.23,0.913358,87.9207,101.09,73.1099,0.0444828,15.3061,83.019,527.737,1.06453,26.1975,4011.14,27.3754,0,0.0132975,66.6001,0
4336,1221.56,0,84.4444,41,0,21.2357,18.7579,86.6019,0,7.09371,4785.23,0.913358,87.9207,101.09,73.1099,0.0444828,15.3061,83.019,527.737,1.06453,26.1975,4011.14,27.3754,0,0.0132975,66.6001,0
4337,1221.56,0,84.4444,41,0,21.2262,18.7632,86.6486,0,7.09295,4787.2,0.913357,87.9209,101.099,73.1054,0.0444828,15.3061,122.129,527.737,1.06409,26.196,4011.37,27.2209,0,0.0132992,97.3688,-0.00419222
4337,1221.87,0,84.375,40.75,0,21.2262,18.7632,86.6486,0,7.09295,4787.2,0.913357,87.9209,101.099,73.1054,0.0444828,15.3061,122.129,527.737,1.06409,26.196,4011.37,27.2209,0,0.0132992,97.3688,-0.00419222
4338,1221.87,0,84.375,40.75,0,21.1928,18.7604,86.6144,0,7.09378,4786.33,0.913356,87.922,101.095,73.109,0.0444828,15.3061,94.3508,527.737,1.06429,26.2029,4011.59,27.4511,0,0.0132926,74.6016,0
4338,1222.19,0,84.3056,40.5,0,21.1928,18.7604,86.6144,0,7.09378,4786.33,0.913356,87.922,101.095,73.109,0.0444828,15.3061,94.3508,527.737,1.06429,26.2029,4011.59,27.4511,0,0.0132926,74.6016,0
4339,1222.19,0,84.3056,40.5,0,21.1766,18.7618,86.5741,0,7.09343,4784.93,0.913355,87.9296,101.097,73.1189,0.0444854,15.3061,90.9911,527.881,1.06469,26.1991,4011.81,27.1667,0,0.0132966,76.3611,0
4339,1222.51,0,84.2361,40.25,0,21.1766,18.7618,86.5741,0,7.09343,4784.93,0.913355,87.9296,101.097,73.1189,0.0444854,15.3061,90.9911,527.881,1.06469,26.1991,4011.81,27.1667,0,0.0132966,76.3611,0
4340,1222.51,0,84.2361,40.25,0,21.2514,18.7659,86.599,0,7.09392,4785.78,0.913354,87.9319,101.103,73.1188,0.0444854,15.3061,107.317,527.881,1.06453,26.2069,4012.03,27.4611,0,0.013289,84.0036,1.78E-17
4340,1222.83,0,84.1667,40,0,21.2514,18.7659,86.599,0,7.09392,4785.78,0.913354,87.9319,101.103,73.1188,0.0444854,15.3061,107.317,527.881,1.06453,26.2069,4012.03,27.4611,0,0.013289,84.0036,1.78E-17
4341,1222.83,0,84.1667,40,0,21.2296,18.7693,86.6313,0,7.09361,4787.06,0.913354,87.9319,101.109,73.1157,0.0444854,15.3061,73.1091,527.881,1.06424,26.2059,4012.25,27.2937,0,0.0132902,59.7769,-1.11E-18
4341,1223.15,0,84.0972,39.75,0,21.2296,18.7693,86.6313,0,7.09361,4787.06,0.913354,87.9319,101.109,73.1157,0.0444854,15.3061,73.1091,527.881,1.06424,26.2059,4012.25,27.2937,0,0.0132902,59.7769,-1.11E-18
4342,1223.15,0,84.0972,39.75,0,21.1961,18.766,86.5825,0,7.09384,4785.92,0.913353,87.9339,101.104,73.1208,0.0444854,15.3061,122.373,527.881,1.06452,26.2095,4012.47,27.3947,0,0.0132869,95.4509,-0.00825012
4342,1223.47,0,84.0278,39.5,0,21.1961,18.766,86.5825,0,7.09384,4785.92,0.913353,87.9339,101.104,73.1208,0.0444854,15.3061,122.373,527.881,1.06452,26.2095,4012.47,27.3947,0,0.0132869,95.4509,-0.00825012
4343,1223.47,0,84.0278,39.5,0,21.1839,18.7664,86.5578,0,7.09433,4785.05,0.913352,87.9379,101.104,73.1263,0.0444748,15.3061,83.082,528.024,1.06476,26.2124,4012.69,27.4266,0,0.0132842,66.6396,0
4343,1223.79,0,83.9583,39.25,0,21.1839,18.7664,86.5578,0,7.09433,4785.05,0.913352,87.9379,101.104,73.1263,0.0444748,15.3061,83.082,528.024,1.06476,26.2124,4012.69,27.4266,0,0.0132842,66.6396,0
4344,1223.79,0,83.9583,39.25,0,21.2643,18.7739,86.5977,0,7.09362,4786.42,0.913351,87.9427,101.116,73.127,0.0444748,15.3061,122.178,528.024,1.06451,26.211,4012.91,27.2719,0,0.0132859,97.4023,-0.00449096
4344,1224.11,0,83.8889,39,0,21.2643,18.7739,86.5977,0,7.09362,4786.42,0.913351,87.9427,101.116,73.127,0.0444748,15.3061,122.178,528.024,1.06451,26.211,4012.91,27.2719,0,0.0132859,97.4023,-0.00449096
4345,1224.11,0,83.8889,39,0,21.2334,18.7757,86.6184,0,7.0942,4787.39,0.91335,87.9422,101.119,73.1242,0.0444748,15.3061,94.3905,528.024,1.06429,26.2178,4013.13,27.502,0,0.0132792,74.6207,0
4345,1224.43,0,83.8194,38.75,0,21.2334,18.7757,86.6184,0,7.0942,4787.39,0.91335,87.9422,101.119,73.1242,0.0444748,15.3061,94.3905,528.024,1.06429,26.2178,4013.13,27.502,0,0.0132792,74.6207,0
4346,1224.43,0,83.8194,38.75,0,21.1998,18.7718,86.5532,0,7.09381,4785.57,0.91335,87.9459,101.113,73.1324,0.0444748,15.3061,90.997,528.024,1.06473,26.214,4013.36,27.2169,0,0.0132833,76.3616,0
4346,1224.75,0,83.75,38.5,0,21.1998,18.7718,86.5532,0,7.09381,4785.57,0.91335,87.9459,101.113,73.1324,0.0444748,15.3061,90.997,528.024,1.06473,26.214,4013.36,27.2169,0,0.0132833,76.3616,0
4347,1224.75,0,83.75,38.5,0,21.1943,18.7735,86.5405,0,7.09466,4785.07,0.913349,87.9499,101.116,73.1369,0.0444806,15.3061,107.391,528.167,1.06489,26.2218,4013.57,27.5109,0,0.0132757,84.0601,8.89E-18
4347,1225.07,0,83.6806,38.25,0,21.1943,18.7735,86.5405,0,7.09466,4785.07,0.913349,87.9499,101.116,73.1369,0.0444806,15.3061,107.391,528.167,1.06489,26.2218,4013.57,27.5109,0,0.0132757,84.0601,8.89E-18
4348,1225.07,0,83.6806,38.25,0,21.268,18.7772,86.5597,0,7.09439,4785.71,0.913348,87.9525,101.122,73.1376,0.0444806,15.3061,73.1612,528.167,1.06478,26.2208,4013.8,27.3438,0,0.013277,59.7994,-1.11E-18
4348,1225.39,0,83.6111,38,0,21.268,18.7772,86.5597,0,7.09439,4785.71,0.913348,87.9525,101.122,73.1376,0.0444806,15.3061,73.1612,528.167,1.06478,26.2208,4013.8,27.3438,0,0.013277,59.7994,-1.11E-18
4349,1225.39,0,83.6111,38,0,21.2363,18.7812,86.5957,0,7.09419,4787.4,0.913347,87.9525,101.128,73.1337,0.0444806,15.3061,122.415,528.167,1.0644,26.2244,4014.02,27.4444,0,0.0132736,95.4805,-0.00852423
4349,1225.71,0,83.5417,37.75,0,21.2363,18.7812,86.5957,0,7.09419,4787.4,0.913347,87.9525,101.128,73.1337,0.0444806,15.3061,122.415,528.167,1.0644,26.2244,4014.02,27.4444,0,0.0132736,95.4805,-0.00852423
4350,1225.71,0,83.5417,37.75,0,21.2043,18.7785,86.5582,0,7.09469,4786.36,0.913347,87.954,101.124,73.1379,0.0444806,15.3061,83.1312,528.167,1.06465,26.2274,4014.24,27.4759,0,0.0132709,66.6697,0
4350,1226.03,0,83.4722,37.5,0,21.2043,18.7785,86.5582,0,7.09469,4786.36,0.913347,87.954,101.124,73.1379,0.0444806,15.3061,83.1312,528.167,1.06465,26.2274,4014.24,27.4759,0,0.0132709,66.6697,0
4351,1226.03,0,83.4722,37.5,0,21.2057,18.7809,86.5286,0,7.09439,4785.28,0.913346,87.9614,101.128,73.1467,0.0444726,15.3061,122.196,528.305,1.06498,26.2259,4014.46,27.3206,0,0.0132726,97.4254,-0.00468161
4351,1226.35,0,83.4028,37.25,0,21.2057,18.7809,86.5286,0,7.09439,4785.28,0.913346,87.9614,101.128,73.1467,0.0444726,15.3061,122.196,528.305,1.06498,26.2259,4014.46,27.3206,0,0.0132726,97.4254,-0.00468161
4352,1226.35,0,83.4028,37.25,0,21.274,18.7851,86.5583,0,7.0949,4786.34,0.913345,87.9632,101.134,73.1457,0.0444726,15.3061,94.4392,528.305,1.06476,26.2327,4014.68,27.551,0,0.013266,74.6454,0
4352,1226.67,0,83.3333,37,0,21.274,18.7851,86.5583,0,7.0949,4786.34,0.913345,87.9632,101.134,73.1457,0.0444726,15.3061,94.4392,528.305,1.06476,26.2327,4014.68,27.551,0,0.013266,74.6454,0
4353,1226.67,0,83.3333,37,0,21.2386,18.786,86.5663,0,7.09422,4787.17,0.913344,87.9629,101.136,73.1439,0.0444726,15.3061,91.0267,528.305,1.06457,26.2289,4014.9,27.2655,0,0.01327,76.3763,4.45E-18
4353,1226.99,0,83.2639,36.75,0,21.2386,18.786,86.5663,0,7.09422,4787.17,0.913344,87.9629,101.136,73.1439,0.0444726,15.3061,91.0267,528.305,1.06457,26.2289,4014.9,27.2655,0,0.01327,76.3763,4.45E-18
4354,1226.99,0,83.2639,36.75,0,21.2076,18.784,86.5275,0,7.09508,4785.98,0.913344,87.9656,101.133,73.1492,0.0444726,15.3061,107.453,528.305,1.06487,26.2367,4015.12,27.559,0,0.0132625,84.1082,-8.90E-18
4354,1227.31,0,83.1944,36.5,0,21.2076,18.784,86.5275,0,7.09508,4785.98,0.913344,87.9656,101.133,73.1492,0.0444726,15.3061,107.453,528.305,1.06487,26.2367,4015.12,27.559,0,0.0132625,84.1082,-8.90E-18
4355,1227.31,0,83.1944,36.5,0,21.2145,18.785,86.5086,0,7.09508,4785.28,0.913343,87.9695,101.134,73.154,0.0444703,15.3061,73.218,528.445,1.06507,26.2357,4015.34,27.3917,0,0.0132637,59.8321,2.22E-18
4355,1227.62,0,83.125,36.25,0,21.2145,18.785,86.5086,0,7.09508,4785.28,0.913343,87.9695,101.134,73.154,0.0444703,15.3061,73.218,528.445,1.06507,26.2357,4015.34,27.3917,0,0.0132637,59.8321,2.22E-18
4356,1227.62,0,83.125,36.25,0,21.2787,18.7926,86.5568,0,7.0948,4787.02,0.913342,87.9733,101.147,73.1532,0.0444703,15.3061,122.457,528.445,1.06472,26.2393,4015.56,27.4924,0,0.0132604,95.5073,-0.00880707
4356,1227.94,0,83.0556,36,0,21.2787,18.7926,86.5568,0,7.0948,4787.02,0.913342,87.9733,101.147,73.1532,0.0444703,15.3061,122.457,528.445,1.06472,26.2393,4015.56,27.4924,0,0.0132604,95.5073,-0.00880707
4357,1227.94,0,83.0556,36,0,21.2436,18.7935,86.5687,0,7.09507,4787.72,0.913341,87.9727,101.148,73.1511,0.0444703,15.3061,83.169,528.445,1.06456,26.2423,4015.78,27.5236,0,0.0132576,66.6878,0
4357,1228.26,0,82.9861,35.75,0,21.2436,18.7935,86.5687,0,7.09507,4787.72,0.913341,87.9727,101.148,73.1511,0.0444703,15.3061,83.169,528.445,1.06456,26.2423,4015.78,27.5236,0,0.0132576,66.6878,0
4358,1228.26,0,82.9861,35.75,0,21.2113,18.7899,86.5006,0,7.09488,4785.7,0.913341,87.977,101.143,73.16,0.0444703,15.3061,122.208,528.445,1.06506,26.2407,4016,27.3674,0,0.0132594,97.4463,-0.00484263
4358,1228.58,0,82.9167,35.5,0,21.2113,18.7899,86.5006,0,7.09488,4785.7,0.913341,87.977,101.143,73.16,0.0444703,15.3061,122.208,528.445,1.06506,26.2407,4016,27.3674,0,0.0132594,97.4463,-0.00484263
4359,1228.58,0,82.9167,35.5,0,21.2266,18.792,86.4943,0,7.09568,4785.42,0.91334,87.9808,101.146,73.1638,0.0444726,15.3061,94.5049,528.58,1.06516,26.2476,4016.22,27.5979,0,0.0132528,74.6901,0
4359,1228.9,0,82.8472,35.25,0,21.2266,18.792,86.4943,0,7.09568,4785.42,0.91334,87.9808,101.146,73.1638,0.0444726,15.3061,94.5049,528.58,1.06516,26.2476,4016.22,27.5979,0,0.0132528,74.6901,0
4360,1228.9,0,82.8472,35.25,0,21.2825,18.7997,86.5517,0,7.09487,4787.61,0.913339,87.9831,101.158,73.1606,0.0444726,15.3061,91.0768,528.58,1.0647,26.2438,4016.44,27.3124,0,0.0132567,76.4047,0
4360,1229.22,0,82.7778,35,0,21.2825,18.7997,86.5517,0,7.09487,4787.61,0.913339,87.9831,101.158,73.1606,0.0444726,15.3061,91.0768,528.58,1.0647,26.2438,4016.44,27.3124,0,0.0132567,76.4047,0
4361,1229.22,0,82.7778,35,0,21.2461,18.7985,86.5421,0,7.09541,4787.6,0.913338,87.9828,101.157,73.1606,0.0444726,15.3061,107.495,528.58,1.0647,26.2516,4016.66,27.6056,0,0.0132492,84.1364,0
4361,1229.54,0,82.7083,34.75,0,21.2461,18.7985,86.5421,0,7.09541,4787.6,0.913338,87.9828,101.157,73.1606,0.0444726,15.3061,107.495,528.58,1.0647,26.2516,4016.66,27.6056,0,0.0132492,84.1364,0
4362,1229.54,0,82.7083,34.75,0,21.2154,18.7961,86.5032,0,7.09546,4786.45,0.913338,87.9848,101.153,73.1654,0.0444726,15.3061,73.2642,528.58,1.06498,26.2506,4016.88,27.438,0,0.0132505,59.8595,1.11E-18
4362,1229.86,0,82.6389,34.5,0,21.2154,18.7961,86.5032,0,7.09546,4786.45,0.913338,87.9848,101.153,73.1654,0.0444726,15.3061,73.2642,528.58,1.06498,26.2506,4016.88,27.438,0,0.0132505,59.8595,1.11E-18
4363,1229.86,0,82.6389,34.5,0,21.2396,18.7994,86.4852,0,7.09561,4785.75,0.913337,87.9919,101.158,73.1729,0.0444618,15.3061,122.524,528.715,1.06522,26.2541,4017.1,27.5382,0,0.0132472,95.5688,-0.00915127
4363,1230.18,0,82.5694,34.25,0,21.2396,18.7994,86.4852,0,7.09561,4785.75,0.913337,87.9919,101.158,73.1729,0.0444618,15.3061,122.524,528.715,1.06522,26.2541,4017.1,27.5382,0,0.0132472,95.5688,-0.00915127
4364,1230.18,0,82.5694,34.25,0,21.2832,18.8036,86.5184,0,7.09572,4786.99,0.913336,87.9933,101.165,73.1712,0.0444618,15.3061,83.2122,528.715,1.06496,26.2571,4017.32,27.5698,0,0.0132444,66.7068,0
4364,1230.5,0,82.5,34,0,21.2832,18.8036,86.5184,0,7.09572,4786.99,0.913336,87.9933,101.165,73.1712,0.0444618,15.3061,83.2122,528.715,1.06496,26.2571,4017.32,27.5698,0,0.0132444,66.7068,0
4365,1230.5,0,82.5,34,0,21.2484,18.8032,86.5113,0,7.09522,4787.31,0.913335,87.9932,101.164,73.1708,0.0444618,15.3061,122.237,528.715,1.06488,26.2556,4017.54,27.413,0,0.0132461,97.4722,-0.00506207
4365,1230.82,0,82.4306,33.75,0,21.2484,18.8032,86.5113,0,7.09522,4787.31,0.913335,87.9932,101.164,73.1708,0.0444618,15.3061,122.237,528.715,1.06488,26.2556,4017.54,27.413,0,0.0132461,97.4722,-0.00506207
4366,1230.82,0,82.4306,33.75,0,21.2189,18.8017,86.4742,0,7.09613,4786.11,0.913335,87.9961,101.162,73.1763,0.0444618,15.3061,94.563,528.715,1.06518,26.2624,4017.75,27.6433,0,0.0132396,74.733,0
4366,1231.14,0,82.3611,33.5,0,21.2189,18.8017,86.4742,0,7.09613,4786.11,0.913335,87.9961,101.162,73.1763,0.0444618,15.3061,94.563,528.715,1.06518,26.2624,4017.75,27.6433,0,0.0132396,74.733,0
4367,1231.14,0,82.3611,33.5,0,21.2533,18.807,86.4807,0,7.09562,4786.27,0.913334,88.0026,101.17,73.1813,0.0444675,15.3061,91.107,528.849,1.06522,26.2587,4017.98,27.3576,0,0.0132435,76.4225,0
4367,1231.46,0,82.2917,33.25,0,21.2533,18.807,86.4807,0,7.09562,4786.27,0.913334,88.0026,101.17,73.1813,0.0444675,15.3061,91.107,528.849,1.06522,26.2587,4017.98,27.3576,0,0.0132435,76.4225,0
4368,1231.46,0,82.2917,33.25,0,21.2873,18.8109,86.5157,0,7.09595,4787.64,0.913333,88.0031,101.177,73.1785,0.0444675,15.3061,107.534,528.849,1.06492,26.2665,4018.19,27.6511,0,0.013236,84.1583,-8.91E-18
4368,1231.78,0,82.2222,33,0,21.2873,18.8109,86.5157,0,7.09595,4787.64,0.913333,88.0031,101.177,73.1785,0.0444675,15.3061,107.534,528.849,1.06492,26.2665,4018.19,27.6511,0,0.013236,84.1583,-8.91E-18
4369,1231.78,0,82.2222,33,0,21.2536,18.8108,86.5169,0,7.09581,4787.99,0.913333,88.0026,101.177,73.1774,0.0444675,15.3061,73.3018,528.849,1.06484,26.2654,4018.41,27.4831,0,0.0132373,59.8766,-1.11E-18
4369,1232.1,0,82.1528,32.75,0,21.2536,18.8108,86.5169,0,7.09581,4787.99,0.913333,88.0026,101.177,73.1774,0.0444675,15.3061,73.3018,528.849,1.06484,26.2654,4018.41,27.4831,0,0.0132373,59.8766,-1.11E-18
4370,1232.1,0,82.1528,32.75,0,21.2229,18.8078,86.4496,0,7.09617,4785.9,0.913332,88.0076,101.172,73.1869,0.0444675,15.3061,122.594,528.849,1.06536,26.269,4018.63,27.5825,0,0.013234,95.6406,-0.00949235
4370,1232.42,0,82.0833,32.5,0,21.2229,18.8078,86.4496,0,7.09617,4785.9,0.913332,88.0076,101.172,73.1869,0.0444675,15.3061,122.594,528.849,1.06536,26.269,4018.63,27.5825,0,0.013234,95.6406,-0.00949235
4371,1232.42,0,82.0833,32.5,0,21.2631,18.8103,86.4499,0,7.09652,4785.85,0.913331,88.0111,101.176,73.1899,0.0444596,15.3061,83.2714,528.98,1.06541,26.272,4018.85,27.6145,0,0.0132312,66.7413,0
4371,1232.74,0,82.0139,32.25,0,21.2631,18.8103,86.4499,0,7.09652,4785.85,0.913331,88.0111,101.176,73.1899,0.0444596,15.3061,83.2714,528.98,1.06541,26.272,4018.85,27.6145,0,0.0132312,66.7413,0
4372,1232.74,0,82.0139,32.25,0,21.2907,18.8175,86.5073,0,7.09571,4788.13,0.91333,88.0127,101.187,73.186,0.0444596,15.3061,122.284,528.98,1.06492,26.2705,4019.07,27.4577,0,0.0132329,97.5053,-0.00534795
4372,1233.06,0,81.9444,32,0,21.2907,18.8175,86.5073,0,7.09571,4788.13,0.91333,88.0127,101.187,73.186,0.0444596,15.3061,122.284,528.98,1.06492,26.2705,4019.07,27.4577,0,0.0132329,97.5053,-0.00534795
4373,1233.06,0,81.9444,32,0,21.256,18.8155,86.4878,0,7.09646,4787.76,0.91333,88.0126,101.185,73.1872,0.0444596,15.3061,94.6052,528.98,1.065,26.2773,4019.29,27.6877,0,0.0132263,74.7597,0
4373,1233.37,0,81.875,31.75,0,21.256,18.8155,86.4878,0,7.09646,4787.76,0.91333,88.0126,101.185,73.1872,0.0444596,15.3061,94.6052,528.98,1.065,26.2773,4019.29,27.6877,0,0.0132263,74.7597,0
4374,1233.37,0,81.875,31.75,0,21.2274,18.8143,86.4302,0,7.09614,4785.85,0.913329,88.0188,101.182,73.1969,0.0444572,15.3061,91.1047,529.112,1.0655,26.2735,4019.51,27.4014,0,0.0132304,76.4209,0
4374,1233.69,0,81.8056,31.5,0,21.2274,18.8143,86.4302,0,7.09614,4785.85,0.913329,88.0188,101.182,73.1969,0.0444572,15.3061,91.1047,529.112,1.0655,26.2735,4019.51,27.4014,0,0.0132304,76.4209,0
4375,1233.69,0,81.8056,31.5,0,21.2772,18.8177,86.4433,0,7.09676,4786.28,0.913328,88.0218,101.188,73.1984,0.0444572,15.3061,107.595,529.112,1.06544,26.2813,4019.73,27.695,0,0.0132228,84.2007,-8.92E-18
4375,1234.01,0,81.7361,31.25,0,21.2772,18.8177,86.4433,0,7.09676,4786.28,0.913328,88.0218,101.188,73.1984,0.0444572,15.3061,107.595,529.112,1.06544,26.2813,4019.73,27.695,0,0.0132228,84.2007,-8.92E-18
4376,1234.01,0,81.7361,31.25,0,21.2921,18.8218,86.4784,0,7.0964,4787.63,0.913328,88.0227,101.195,73.1962,0.0444572,15.3061,73.3411,529.112,1.06515,26.2803,4019.95,27.5271,0,0.0132241,59.8917,0
