Time(s),totalFluid_mL,bagVolume_mL,bagVolumeBlood_mL,bagVolumePlasma_mL,bagVolumePlatelet_mL,m_AfferentBaroreceptorAortic_Hz ,m_AfferentBaroreceptorCarotid_Hz ,HeartRate(1/min),Vasopressin-PlasmaConcentration,ArterialBloodPH,CardiacOutput(mL/min),InflammatoryResponse-TissueIntegrity,MeanArterialPressure(mmHg),SystolicArterialPressure(mmHg),DiastolicArterialPressure(mmHg),EndTidalCarbonDioxideFraction,RespirationRate(1/min),GlomerularFiltrationRate(mL/min),TidalVolume(mL),SystemicVascularResistance(mmHg_s/mL),StrongIonDifference(mmol/L),BloodVolume(mL),MeanUrineOutput(mL/hr),PainVisualAnalogueScale,VenaCava-Lactate-Molarity(mmol/mL),Aorta-OutFlow(mL/s),Lactate-Clearance-RenalClearance(mL/s_kg)
1,0,0,0,0,0,27.149,25.0748,73.7705,-1.$,7.35642,5897.15,0.999956,95.4505,113.305,74.8417,0.0441371,13.9535,146.255,526.452,0.931188,37.3989,4881.35,71.587,0,0.000802674,125.566,0
1,0,0,0,0,0,27.149,25.0748,73.7705,-1.$,7.35642,5897.15,0.999956,95.4505,113.305,74.8417,0.0441371,13.9535,146.255,526.452,0.931188,37.3989,4881.35,71.587,0,0.000802674,125.566,0
2,0,0,0,0,0,26.9019,24.7469,72.4873,0,7.35622,5805.06,0.999912,94.3604,112.711,73.9194,0.0441371,13.9535,121.517,526.452,0.934723,37.3991,4878.84,71.6697,0,0.000802631,101.523,0
2,0,0,0,0,0,26.9019,24.7469,72.4873,0,7.35622,5805.06,0.999912,94.3604,112.711,73.9194,0.0441371,13.9535,121.517,526.452,0.934723,37.3991,4878.84,71.6697,0,0.000802631,101.523,0
3,0,0,0,0,0,26.7737,24.6084,72.5927,0,7.3559,5818.18,0.999868,94.1053,112.436,73.5459,0.0441371,13.9535,99.5678,526.452,0.93001,37.3992,4876.39,71.4644,0,0.000802631,82.2521,0
3,0,0,0,0,0,26.7737,24.6084,72.5927,0,7.3559,5818.18,0.999868,94.1053,112.436,73.5459,0.0441371,13.9535,99.5678,526.452,0.93001,37.3992,4876.39,71.4644,0,0.000802631,82.2521,0
4,0,0,0,0,0,26.7272,24.5862,72.8538,0,7.35589,5835.67,0.999824,94.0038,112.376,73.4368,0.0441371,13.9535,82.009,526.452,0.926215,37.3992,4873.98,71.0454,0,0.00080266,67.6035,1.77E-17
4,0,0,0,0,0,26.7272,24.5862,72.8538,0,7.35589,5835.67,0.999824,94.0038,112.376,73.4368,0.0441371,13.9535,82.009,526.452,0.926215,37.3992,4873.98,71.0454,0,0.00080266,67.6035,1.77E-17
5,0,0,0,0,0,26.7303,24.6142,73.2358,0,7.35618,5863.32,0.99978,94.4427,112.417,73.3844,0.0441371,13.9535,121.433,526.452,0.926409,37.3992,4871.57,70.6591,0,0.00080268,107.458,0
5,0,0,0,0,0,26.7303,24.6142,73.2358,0,7.35618,5863.32,0.99978,94.4427,112.417,73.3844,0.0441371,13.9535,121.433,526.452,0.926409,37.3992,4871.57,70.6591,0,0.00080268,107.458,0
6,0,0,0,0,0,27.01,24.8884,73.3436,0,7.3561,5831.55,0.999736,94.8523,112.895,74.215,0.0441632,13.9535,146.704,526.578,0.935691,37.3995,4869.01,70.9594,0,0.00080258,125.365,-3.53E-17
6,0,0,0,0,0,27.01,24.8884,73.3436,0,7.3561,5831.55,0.999736,94.8523,112.895,74.215,0.0441632,13.9535,146.704,526.578,0.935691,37.3995,4869.01,70.9594,0,0.00080258,125.365,-3.53E-17
7,0,0,0,0,0,27.0892,24.9442,73.4235,0,7.35574,5822.49,0.999692,94.9548,113.018,74.4419,0.0441632,13.9535,118.474,526.578,0.938224,37.3996,4866.48,71.1533,0,0.000802503,98.6176,0
7,0,0,0,0,0,27.0892,24.9442,73.4235,0,7.35574,5822.49,0.999692,94.9548,113.018,74.4419,0.0441632,13.9535,118.474,526.578,0.938224,37.3996,4866.48,71.1533,0,0.000802503,98.6176,0
8,0,0,0,0,0,27.0259,24.9056,73.2981,0,7.35566,5805.49,0.999648,94.9422,112.962,74.4633,0.0441632,13.9535,95.0426,526.578,0.940859,37.3997,4864.03,71.0276,0,0.000802487,78.414,0
8,0,0,0,0,0,27.0259,24.9056,73.2981,0,7.35566,5805.49,0.999648,94.9422,112.962,74.4633,0.0441632,13.9535,95.0426,526.578,0.940859,37.3997,4864.03,71.0276,0,0.000802487,78.414,0
9,0,0,0,0,0,26.9466,24.8439,73.1384,0,7.35583,5787.4,0.999604,94.4046,112.853,74.3458,0.0441632,13.9535,78.2481,526.578,0.938255,37.3997,4861.63,70.5992,0,0.000802527,64.4559,-1.77E-17
9,0,0,0,0,0,26.9466,24.8439,73.1384,0,7.35583,5787.4,0.999604,94.4046,112.853,74.3458,0.0441632,13.9535,78.2481,526.578,0.938255,37.3997,4861.63,70.5992,0,0.000802527,64.4559,-1.77E-17
10,0,0,0,0,0,26.597,24.4544,73.0651,0,7.35592,5822.75,0.99956,93.8089,112.154,73.3301,0.0442181,13.9535,128.594,526.686,0.926493,37.3997,4859.22,70.2626,0,0.000802554,113.089,0
10,0,0,0,0,0,26.597,24.4544,73.0651,0,7.35592,5822.75,0.99956,93.8089,112.154,73.3301,0.0442181,13.9535,128.594,526.686,0.926493,37.3997,4859.22,70.2626,0,0.000802554,113.089,0
11,0,0,0,0,0,26.6797,24.4836,73.2976,0,7.35553,5840.02,0.999516,94.2639,112.182,73.2983,0.0442181,13.9535,144.729,526.686,0.928454,37.3998,4856.67,70.5319,0,0.000802472,122.751,0
11,0,0,0,0,0,26.6797,24.4836,73.2976,0,7.35553,5840.02,0.999516,94.2639,112.182,73.2983,0.0442181,13.9535,144.729,526.686,0.928454,37.3998,4856.67,70.5319,0,0.000802472,122.751,0
12,0,0,0,0,0,26.9051,24.7642,73.5021,0,7.35539,5817.95,0.999472,94.6748,112.67,74.1208,0.0442181,13.9535,115.328,526.686,0.936236,37.3999,4854.15,70.6713,0,0.000802414,95.6083,0
12,0,0,0,0,0,26.9051,24.7642,73.5021,0,7.35539,5817.95,0.999472,94.6748,112.67,74.1208,0.0442181,13.9535,115.328,526.686,0.936236,37.3999,4854.15,70.6713,0,0.000802414,95.6083,0
13,0,0,0,0,0,26.9336,24.8221,73.5792,0,7.35554,5811.44,0.999428,94.7852,112.792,74.3421,0.0442181,13.9535,92.5767,526.686,0.938447,37.3999,4851.71,70.5146,0,0.000802415,76.1913,-1.77E-17
13,0,0,0,0,0,26.9336,24.8221,73.5792,0,7.35554,5811.44,0.999428,94.7852,112.792,74.3421,0.0442181,13.9535,92.5767,526.686,0.938447,37.3999,4851.71,70.5146,0,0.000802415,76.1913,-1.77E-17
14,0,0,0,0,0,26.8352,24.7273,73.3128,0,7.35573,5773.49,0.999384,94.7028,112.637,74.3299,0.0442494,13.9535,81.0571,526.766,0.94379,37.3999,4849.31,70.1207,0,0.000802468,69.3106,-1.77E-17
14,0,0,0,0,0,26.8352,24.7273,73.3128,0,7.35573,5773.49,0.999384,94.7028,112.637,74.3299,0.0442494,13.9535,81.0571,526.766,0.94379,37.3999,4849.31,70.1207,0,0.000802468,69.3106,-1.77E-17
15,0,0,0,0,0,26.848,24.6783,73.2882,0,7.35541,5763.76,0.99934,94.6404,112.547,74.296,0.0442494,13.9535,145.116,526.766,0.944748,37.4,4846.81,70.1962,0,0.000802455,125.364,0
15,0,0,0,0,0,26.848,24.6783,73.2882,0,7.35541,5763.76,0.99934,94.6404,112.547,74.296,0.0442494,13.9535,145.116,526.766,0.944748,37.4,4846.81,70.1962,0,0.000802455,125.364,0
16,0,0,0,0,0,26.7955,24.6347,73.3267,0,7.35515,5757.66,0.999296,94.5685,112.464,74.2599,0.0442494,13.9535,130.236,526.766,0.945014,37.4001,4844.27,70.4846,0,0.000802408,108.866,0
16,0,0,0,0,0,26.7955,24.6347,73.3267,0,7.35515,5757.66,0.999296,94.5685,112.464,74.2599,0.0442494,13.9535,130.236,526.766,0.945014,37.4001,4844.27,70.4846,0,0.000802408,108.866,0
17,0,0,0,0,0,26.7256,24.5865,73.3537,0,7.35526,5751.9,0.999252,94.4911,112.373,74.2084,0.0442494,13.9535,104.055,526.766,0.945169,37.4001,4841.79,70.4537,0,0.00080242,85.7569,-1.77E-17
17,0,0,0,0,0,26.7256,24.5865,73.3537,0,7.35526,5751.9,0.999252,94.4911,112.373,74.2084,0.0442494,13.9535,104.055,526.766,0.945169,37.4001,4841.79,70.4537,0,0.00080242,85.7569,-1.77E-17
18,0,0,0,0,0,26.6614,24.5403,73.3782,0,7.35548,5746.71,0.999208,94.4172,112.285,74.1555,0.0442508,13.9535,83.7301,526.821,0.94527,37.4,4839.38,70.1391,0,0.000802488,68.7679,0
18,0,0,0,0,0,26.6614,24.5403,73.3782,0,7.35548,5746.71,0.999208,94.4172,112.285,74.1555,0.0442508,13.9535,83.7301,526.821,0.94527,37.4,4839.38,70.1391,0,0.000802488,68.7679,0
19,0,0,0,0,0,26.639,24.4735,73.5277,0,7.35539,5747.62,0.999164,94.3154,112.163,74.0851,0.0442508,13.9535,120.469,526.821,0.944098,37.3999,4836.98,69.7947,0,0.000802577,106.078,0
19,0,0,0,0,0,26.639,24.4735,73.5277,0,7.35539,5747.62,0.999164,94.3154,112.163,74.0851,0.0442508,13.9535,120.469,526.821,0.944098,37.3999,4836.98,69.7947,0,0.000802577,106.078,0
20,0,0,0,0,0,26.6431,24.4575,73.6322,0,7.355,5751.38,0.99912,94.2861,112.129,74.0716,0.0442508,13.9535,145.277,526.821,0.943201,37.4,4834.44,70.0541,0,0.000802569,123.435,3.54E-17
20,0,0,0,0,0,26.6431,24.4575,73.6322,0,7.355,5751.38,0.99912,94.2861,112.129,74.0716,0.0442508,13.9535,145.277,526.821,0.943201,37.4,4834.44,70.0541,0,0.000802569,123.435,3.54E-17
21,0,0,0,0,0,26.5988,24.4397,73.6927,0,7.35506,5751.98,0.999076,94.2577,112.094,74.0574,0.0442508,13.9535,117.33,526.821,0.942833,37.4,4831.93,70.1871,0,0.000802586,97.0664,0
21,0,0,0,0,0,26.5988,24.4397,73.6927,0,7.35506,5751.98,0.999076,94.2577,112.094,74.0574,0.0442508,13.9535,117.33,526.821,0.942833,37.4,4831.93,70.1871,0,0.000802586,97.0664,0
22,0,0,0,0,0,26.5571,24.4195,73.7119,0,7.3553,5749.79,0.999032,94.2289,112.056,74.0388,0.0442508,13.9535,94.2008,526.821,0.942917,37.3999,4829.5,70.0058,0,0.000802667,77.2219,1.77E-17
22,0,0,0,0,0,26.5571,24.4195,73.7119,0,7.3553,5749.79,0.999032,94.2289,112.056,74.0388,0.0442508,13.9535,94.2008,526.821,0.942917,37.3999,4829.5,70.0058,0,0.000802667,77.2219,1.77E-17
23,0,0,0,0,0,26.5562,24.4035,73.7935,0,7.35544,5750,0.998988,94.1912,112.006,74.0192,0.0442392,13.9535,76.2295,526.853,0.942545,37.3997,4827.12,69.5806,0,0.000802805,62.6788,0
23,0,0,0,0,0,26.5562,24.4035,73.7935,0,7.35544,5750,0.998988,94.1912,112.006,74.0192,0.0442392,13.9535,76.2295,526.853,0.942545,37.3997,4827.12,69.5806,0,0.000802805,62.6788,0
24,0,0,0,0,0,26.5898,24.3878,73.8656,0,7.355,5752.82,0.998944,94.1822,111.995,74.0208,0.0442392,13.9535,142.473,526.853,0.942017,37.3996,4824.65,69.5348,0,0.000802897,122.963,0
24,0,0,0,0,0,26.5898,24.3878,73.8656,0,7.355,5752.82,0.998944,94.1822,111.995,74.0208,0.0442392,13.9535,142.473,526.853,0.942017,37.3996,4824.65,69.5348,0,0.000802897,122.963,0
25,0,0,0,0,0,26.5518,24.3798,73.9072,0,7.35494,5753.28,0.998901,94.1699,111.98,74.0192,0.0442392,13.9535,132.876,526.853,0.941844,37.3996,4822.11,69.8107,0,0.000802938,110.79,0
25,0,0,0,0,0,26.5518,24.3798,73.9072,0,7.35494,5753.28,0.998901,94.1699,111.98,74.0192,0.0442392,13.9535,132.876,526.853,0.941844,37.3996,4822.11,69.8107,0,0.000802938,110.79,0
26,0,0,0,0,0,26.514,24.3651,73.9012,0,7.35517,5750.11,0.998857,94.151,111.953,74.0077,0.0442392,13.9535,106.203,526.853,0.942194,37.3994,4819.64,69.7967,0,0.000803039,87.2323,1.77E-17
26,0,0,0,0,0,26.514,24.3651,73.9012,0,7.35517,5750.11,0.998857,94.151,111.953,74.0077,0.0442392,13.9535,106.203,526.853,0.942194,37.3994,4819.64,69.7967,0,0.000803039,87.2323,1.77E-17
27,0,0,0,0,0,26.4952,24.3508,73.899,0,7.35537,5747.36,0.998813,94.1323,111.926,73.9958,0.0442465,14.0187,85.5271,526.868,0.942477,37.3992,4817.23,69.5031,0,0.000803205,69.9549,3.54E-17
27,0,0,0,0,0,26.4952,24.3508,73.899,0,7.35537,5747.36,0.998813,94.1323,111.926,73.9958,0.0442465,14.0187,85.5271,526.868,0.942477,37.3992,4817.23,69.5031,0,0.000803205,69.9549,3.54E-17
28,0,0,0,0,0,26.5435,24.3336,73.9858,0,7.35514,5748.98,0.998769,94.1075,111.895,73.9892,0.0442465,14.0187,110.921,526.868,0.942007,37.3989,4814.85,69.1139,0,0.000803412,97.5554,0
28,0,0,0,0,0,26.5435,24.3336,73.9858,0,7.35514,5748.98,0.998769,94.1075,111.895,73.9892,0.0442465,14.0187,110.921,526.868,0.942007,37.3989,4814.85,69.1139,0,0.000803412,97.5554,0
29,0,0,0,0,0,26.5107,24.3255,74.0301,0,7.3549,5749.75,0.998725,94.0943,111.879,73.9871,0.0442465,14.0187,145.72,526.868,0.941773,37.3988,4812.32,69.3414,0,0.000803524,123.791,-3.54E-17
29,0,0,0,0,0,26.5107,24.3255,74.0301,0,7.3549,5749.75,0.998725,94.0943,111.879,73.9871,0.0442465,14.0187,145.72,526.868,0.941773,37.3988,4812.32,69.3414,0,0.000803524,123.791,-3.54E-17
30,0,0,0,0,0,26.4704,24.3096,74.0251,0,7.35511,5746.66,0.998681,94.073,111.85,73.9741,0.0442465,14.0187,119.936,526.868,0.942083,37.3987,4809.82,69.5128,0,0.000803653,99.0722,0
30,0,0,0,0,0,26.4704,24.3096,74.0251,0,7.35511,5746.66,0.998681,94.073,111.85,73.9741,0.0442465,14.0187,119.936,526.868,0.942083,37.3987,4809.82,69.5128,0,0.000803653,99.0722,0
31,0,0,0,0,0,26.4356,24.2924,74.0161,0,7.35536,5743.33,0.998637,94.0499,111.818,73.9582,0.0442534,14.0187,96.2811,530.432,0.942415,37.3984,4807.38,69.3672,0,0.000803854,78.734,0
31,0,0,0,0,0,26.4356,24.2924,74.0161,0,7.35536,5743.33,0.998637,94.0499,111.818,73.9582,0.0442534,14.0187,96.2811,530.432,0.942415,37.3984,4807.38,69.3672,0,0.000803854,78.734,0
32,0,0,0,0,0,26.4728,24.2791,74.0379,0,7.35537,5742.41,0.998593,94.0304,111.793,73.9471,0.0442534,14.0187,77.6902,530.432,0.942387,37.3981,4805,68.972,0,0.000804122,63.5735,-1.77E-17
32,0,0,0,0,0,26.4728,24.2791,74.0379,0,7.35537,5742.41,0.998593,94.0304,111.793,73.9471,0.0442534,14.0187,77.6902,530.432,0.942387,37.3981,4805,68.972,0,0.000804122,63.5735,-1.77E-17
33,0,0,0,0,0,26.4599,24.2602,74.1483,0,7.35499,5745.56,0.998549,93.9998,111.758,73.9387,0.0442534,14.0187,138.964,530.432,0.941605,37.3978,4802.56,68.8443,0,0.000804369,120.128,0
33,0,0,0,0,0,26.4599,24.2602,74.1483,0,7.35499,5745.56,0.998549,93.9998,111.758,73.9387,0.0442534,14.0187,138.964,530.432,0.941605,37.3978,4802.56,68.8443,0,0.000804369,120.128,0
34,0,0,0,0,0,26.4176,24.244,74.1554,0,7.35516,5743.37,0.998505,93.9767,111.729,73.925,0.0442534,14.0187,135.866,530.432,0.941749,37.3976,4800.03,69.1318,0,0.00080455,113.26,0
34,0,0,0,0,0,26.4176,24.244,74.1554,0,7.35516,5743.37,0.998505,93.9767,111.729,73.925,0.0442534,14.0187,135.866,530.432,0.941749,37.3976,4800.03,69.1318,0,0.00080455,113.26,0
35,0,0,0,0,0,26.3772,24.2252,74.1465,0,7.35544,5740.05,0.998461,93.9507,111.694,73.9065,0.0442534,14.0187,108.506,530.432,0.942048,37.3973,4797.56,69.1533,0,0.000804791,89.0046,1.77E-17
35,0,0,0,0,0,26.3772,24.2252,74.1465,0,7.35544,5740.05,0.998461,93.9507,111.694,73.9065,0.0442534,14.0187,108.506,530.432,0.942048,37.3973,4797.56,69.1533,0,0.000804791,89.0046,1.77E-17
36,0,0,0,0,0,26.3902,24.2099,74.164,0,7.35554,5738.79,0.998417,93.9279,111.665,73.892,0.0442159,14.0187,87.3619,530.384,0.942041,37.3969,4795.15,68.888,0,0.000805107,71.2919,0
36,0,0,0,0,0,26.3902,24.2099,74.164,0,7.35554,5738.79,0.998417,93.9279,111.665,73.892,0.0442159,14.0187,87.3619,530.384,0.942041,37.3969,4795.15,68.888,0,0.000805107,71.2919,0
37,0,0,0,0,0,26.4048,24.1894,74.2796,0,7.35524,5742.39,0.998373,93.8936,111.628,73.8799,0.0442159,14.0187,100.214,530.384,0.941146,37.3964,4792.78,68.4678,0,0.00080548,87.8272,1.77E-17
37,0,0,0,0,0,26.4048,24.1894,74.2796,0,7.35524,5742.39,0.998373,93.8936,111.628,73.8799,0.0442159,14.0187,100.214,530.384,0.941146,37.3964,4792.78,68.4678,0,0.00080548,87.8272,1.77E-17
38,0,0,0,0,0,26.3614,24.1746,74.2998,0,7.35525,5741.3,0.998329,93.871,111.6,73.8673,0.0442159,14.0187,145.525,530.384,0.941113,37.3961,4790.28,68.6457,0,0.000805763,123.729,0
38,0,0,0,0,0,26.3614,24.1746,74.2998,0,7.35525,5741.3,0.998329,93.871,111.6,73.8673,0.0442159,14.0187,145.525,530.384,0.941113,37.3961,4790.28,68.6457,0,0.000805763,123.729,0
39,0,0,0,0,0,26.3196,24.1554,74.2915,0,7.35556,5738.11,0.998285,93.8442,111.565,73.8478,0.0442159,14.0187,122.523,530.384,0.941381,37.3958,4787.77,68.8457,0,0.00080605,101.161,0
39,0,0,0,0,0,26.3196,24.1554,74.2915,0,7.35556,5738.11,0.998285,93.8442,111.565,73.8478,0.0442159,14.0187,122.523,530.384,0.941381,37.3958,4787.77,68.8457,0,0.00080605,101.161,0
40,0,0,0,0,0,26.3092,24.1389,74.3028,0,7.35573,5736.45,0.998242,93.8196,111.534,73.8313,0.0441726,14.0187,98.3087,530.324,0.941422,37.3954,4785.34,68.7287,0,0.000806415,80.271,0
40,0,0,0,0,0,26.3092,24.1389,74.3028,0,7.35573,5736.45,0.998242,93.8196,111.534,73.8313,0.0441726,14.0187,98.3087,530.324,0.941422,37.3954,4785.34,68.7287,0,0.000806415,80.271,0
41,0,0,0,0,0,26.3572,24.1273,74.3494,0,7.35555,5737.46,0.998198,93.7999,111.511,73.8214,0.0441726,14.0187,79.3215,530.324,0.941075,37.3948,4782.96,68.3562,0,0.000806857,64.7528,0
41,0,0,0,0,0,26.3572,24.1273,74.3494,0,7.35555,5737.46,0.998198,93.7999,111.511,73.8214,0.0441726,14.0187,79.3215,530.324,0.941075,37.3948,4782.96,68.3562,0,0.000806857,64.7528,0
42,0,0,0,0,0,26.3044,24.1039,74.4488,0,7.35536,5739.89,0.998154,93.7612,111.47,73.8052,0.0441726,14.0187,134.117,530.324,0.940324,37.3943,4780.55,68.1467,0,0.000807297,116.226,0
42,0,0,0,0,0,26.3044,24.1039,74.4488,0,7.35536,5739.89,0.998154,93.7612,111.47,73.8052,0.0441726,14.0187,134.117,530.324,0.940324,37.3943,4780.55,68.1467,0,0.000807297,116.226,0
43,0,0,0,0,0,26.2614,24.0848,74.4419,0,7.35568,5736.92,0.99811,93.7343,111.435,73.7854,0.0441726,14.0187,138.826,530.324,0.940554,37.3939,4778.02,68.4314,0,0.000807656,115.813,0
43,0,0,0,0,0,26.2614,24.0848,74.4419,0,7.35568,5736.92,0.99811,93.7343,111.435,73.7854,0.0441726,14.0187,138.826,530.324,0.940554,37.3939,4778.02,68.4314,0,0.000807656,115.813,0
44,0,0,0,0,0,26.233,24.0675,74.4468,0,7.3559,5734.88,0.998066,93.7088,111.402,73.7673,0.0441448,14.0187,110.789,530.251,0.940648,37.3934,4775.56,68.484,0,0.000808073,90.8093,0
44,0,0,0,0,0,26.233,24.0675,74.4468,0,7.3559,5734.88,0.998066,93.7088,111.402,73.7673,0.0441448,14.0187,110.789,530.251,0.940648,37.3934,4775.56,68.484,0,0.000808073,90.8093,0
45,0,0,0,0,0,26.2811,24.055,74.4862,0,7.3558,5735.41,0.998022,93.6878,111.378,73.7557,0.0441448,14.0187,89.1702,530.251,0.940365,37.3928,4773.15,68.244,0,0.000808571,72.6492,0
45,0,0,0,0,0,26.2811,24.055,74.4862,0,7.3558,5735.41,0.998022,93.6878,111.378,73.7557,0.0441448,14.0187,89.1702,530.251,0.940365,37.3928,4773.15,68.244,0,0.000808571,72.6492,0
46,0,0,0,0,0,26.2481,24.0337,74.5972,0,7.3555,5738.88,0.997978,93.6506,111.34,73.7408,0.0441448,14.0187,89.4802,530.251,0.939459,37.3922,4770.79,67.8064,0,0.000809139,77.6031,1.77E-17
46,0,0,0,0,0,26.2481,24.0337,74.5972,0,7.3555,5738.88,0.997978,93.6506,111.34,73.7408,0.0441448,14.0187,89.4802,530.251,0.939459,37.3922,4770.79,67.8064,0,0.000809139,77.6031,1.77E-17
47,0,0,0,0,0,26.2048,24.0158,74.5938,0,7.35574,5736.36,0.997934,93.625,111.308,73.722,0.0441448,14.0187,144.752,530.251,0.939631,37.3917,4768.31,67.9201,0,0.000809624,123.237,0
47,0,0,0,0,0,26.2048,24.0158,74.5938,0,7.35574,5736.36,0.997934,93.625,111.308,73.722,0.0441448,14.0187,144.752,530.251,0.939631,37.3917,4768.31,67.9201,0,0.000809624,123.237,0
48,0,0,0,0,0,26.1663,23.9984,74.5924,0,7.35601,5734.01,0.99789,93.5998,111.275,73.7033,0.0441332,14.0187,125.15,530.165,0.939777,37.3911,4765.81,68.1444,0,0.000810098,103.327,0
48,0,0,0,0,0,26.1663,23.9984,74.5924,0,7.35601,5734.01,0.99789,93.5998,111.275,73.7033,0.0441332,14.0187,125.15,530.165,0.939777,37.3911,4765.81,68.1444,0,0.000810098,103.327,0
49,0,0,0,0,0,26.1959,23.9855,74.6234,0,7.35598,5734.03,0.997846,93.5786,111.251,73.6908,0.0441332,14.0187,100.353,530.165,0.939577,37.3905,4763.38,68.0565,0,0.000810654,81.8579,0
49,0,0,0,0,0,26.1959,23.9855,74.6234,0,7.35598,5734.03,0.997846,93.5786,111.251,73.6908,0.0441332,14.0187,100.353,530.165,0.939577,37.3905,4763.38,68.0565,0,0.000810654,81.8579,0
50,0,0,0,0,0,26.2049,23.9769,74.6854,0,7.35567,5736.29,0.997803,93.5614,111.234,73.6845,0.0441332,14.0187,80.9559,530.165,0.939051,37.3897,4761,67.7075,0,0.000811292,65.9675,0
50,0,0,0,0,0,26.2049,23.9769,74.6854,0,7.35567,5736.29,0.997803,93.5614,111.234,73.6845,0.0441332,14.0187,80.9559,530.165,0.939051,37.3897,4761,67.7075,0,0.000811292,65.9675,0
51,0,0,0,0,0,26.1506,23.9491,74.7419,0,7.35572,5735.94,0.997759,93.5185,111.185,73.6599,0.0441332,14.0187,127.791,530.165,0.938711,37.389,4758.61,67.426,0,0.000811948,111.07,0
51,0,0,0,0,0,26.1506,23.9491,74.7419,0,7.35572,5735.94,0.997759,93.5185,111.185,73.6599,0.0441332,14.0187,127.791,530.165,0.938711,37.389,4758.61,67.426,0,0.000811948,111.07,0
52,0,0,0,0,0,26.1102,23.9313,74.7351,0,7.35606,5733.27,0.997715,93.4932,111.152,73.6405,0.0441332,14.0187,141.666,530.165,0.938908,37.3884,4756.1,67.6999,0,0.000812509,118.681,0
52,0,0,0,0,0,26.1102,23.9313,74.7351,0,7.35606,5733.27,0.997715,93.4932,111.152,73.6405,0.0441332,14.0187,141.666,530.165,0.938908,37.3884,4756.1,67.6999,0,0.000812509,118.681,0
53,0,0,0,0,0,26.1148,23.9175,74.7576,0,7.35611,5732.68,0.997671,93.4712,111.126,73.6266,0.0441173,14.0187,113.124,530.062,0.938799,37.3877,4753.63,67.7862,0,0.000813123,92.6885,0
53,0,0,0,0,0,26.1148,23.9175,74.7576,0,7.35611,5732.68,0.997671,93.4712,111.126,73.6266,0.0441173,14.0187,113.124,530.062,0.938799,37.3877,4753.63,67.7862,0,0.000813123,92.6885,0
54,0,0,0,0,0,26.1517,23.9082,74.814,0,7.35582,5734.51,0.997627,93.4531,111.108,73.6192,0.0441173,14.0187,91.0121,530.062,0.938335,37.3869,4751.23,67.5736,0,0.000813826,74.0592,0
54,0,0,0,0,0,26.1517,23.9082,74.814,0,7.35582,5734.51,0.997627,93.4531,111.108,73.6192,0.0441173,14.0187,91.0121,530.062,0.938335,37.3869,4751.23,67.5736,0,0.000813826,74.0592,0
55,0,0,0,0,0,26.0968,23.8825,74.8868,0,7.35563,5735.32,0.997583,93.4117,111.063,73.5973,0.0441173,14.0187,80.4566,530.062,0.937821,37.386,4748.88,67.1364,0,0.000814604,68.2042,0
55,0,0,0,0,0,26.0968,23.8825,74.8868,0,7.35563,5735.32,0.997583,93.4117,111.063,73.5973,0.0441173,14.0187,80.4566,530.062,0.937821,37.386,4748.88,67.1364,0,0.000814604,68.2042,0
56,0,0,0,0,0,26.0549,23.8643,74.8773,0,7.35604,5732.49,0.997539,93.3862,111.03,73.5773,0.0441173,14.0187,143.319,530.062,0.938042,37.3852,4746.43,67.1759,0,0.000815314,122.237,-3.52E-17
56,0,0,0,0,0,26.0549,23.8643,74.8773,0,7.35604,5732.49,0.997539,93.3862,111.03,73.5773,0.0441173,14.0187,143.319,530.062,0.938042,37.3852,4746.43,67.1759,0,0.000815314,122.237,-3.52E-17
57,0,0,0,0,0,26.038,23.8495,74.8919,0,7.35619,5731.33,0.997495,93.3633,111.002,73.562,0.0440872,14.0187,127.856,529.945,0.938016,37.3845,4743.93,67.4221,0,0.000815996,105.581,0
57,0,0,0,0,0,26.038,23.8495,74.8919,0,7.35619,5731.33,0.997495,93.3633,111.002,73.562,0.0440872,14.0187,127.856,529.945,0.938016,37.3845,4743.93,67.4221,0,0.000815996,105.581,0
58,0,0,0,0,0,26.094,23.8394,74.9419,0,7.35594,5732.66,0.997452,93.3443,110.982,73.5533,0.0440872,14.0187,102.442,529.945,0.937626,37.3836,4741.5,67.3654,0,0.000816764,83.5012,-1.76E-17
58,0,0,0,0,0,26.094,23.8394,74.9419,0,7.35594,5732.66,0.997452,93.3443,110.982,73.5533,0.0440872,14.0187,102.442,529.945,0.937626,37.3836,4741.5,67.3654,0,0.000816764,83.5012,-1.76E-17
59,0,0,0,0,0,26.0574,23.8312,75.0066,0,7.35568,5735.02,0.997408,93.8036,110.966,73.5475,0.0440872,14.0187,80.8901,529.945,0.942056,37.3827,4739.12,67.0913,0,0.000817607,65.9798,0
59,0,0,0,0,0,26.0574,23.8312,75.0066,0,7.35568,5735.02,0.997408,93.8036,110.966,73.5475,0.0440872,14.0187,80.8901,529.945,0.942056,37.3827,4739.12,67.0913,0,0.000817607,65.9798,0
60,0,0,0,0,0,26.2644,24.0846,73.1912,0,7.35599,5534.12,0.997364,93.7465,111.412,74.5293,0.0440872,14.0187,138.187,529.945,0.975648,37.3818,4736.68,67.039,0,0.000818443,118.999,0
60,0,0,0,0,0,26.2644,24.0846,73.1912,0,7.35599,5534.12,0.997364,93.7465,111.412,74.5293,0.0440872,14.0187,138.187,529.945,0.975648,37.3818,4736.68,67.039,0,0.000818443,118.999,0
