Time(s),totalFluid_mL,bagVolume_mL,bagVolumeBlood_mL,bagVolumePlasma_mL,bagVolumePlatelet_mL,m_AfferentBaroreceptorAortic_Hz ,m_AfferentBaroreceptorCarotid_Hz ,HeartRate(1/min),Vasopressin-PlasmaConcentration,ArterialBloodPH,CardiacOutput(mL/min),InflammatoryResponse-TissueIntegrity,MeanArterialPressure(mmHg),SystolicArterialPressure(mmHg),DiastolicArterialPressure(mmHg),EndTidalCarbonDioxideFraction,RespirationRate(1/min),GlomerularFiltrationRate(mL/min),TidalVolume(mL),SystemicVascularResistance(mmHg_s/mL),StrongIonDifference(mmol/L),BloodVolume(mL),MeanUrineOutput(mL/hr),PainVisualAnalogueScale,VenaCava-Lactate-Molarity(mmol/mL),Aorta-OutFlow(mL/s),Lactate-Clearance-RenalClearance(mL/s_kg)
3353,0,0,0,0,0,24.854,22.5561,77.6674,0,7.33963,5450.49,0.916442,92.1975,108.466,73.774,0.0434411,14.0845,108.619,518.806,0.975323,35.4017,4546.15,72.1378,0,0.00395897,80.8016,0
3354,0,0,0,0,0,24.8255,22.5524,77.6292,0,7.33981,5447.63,0.916437,92.1937,108.46,73.7691,0.0434411,14.0845,86.0207,518.806,0.975793,35.4019,4546.2,71.819,0,0.00395904,62.4264,0
3354,0,0,0,0,0,24.8255,22.5524,77.6292,0,7.33981,5447.63,0.916437,92.1937,108.46,73.7691,0.0434411,14.0845,86.0207,518.806,0.975793,35.4019,4546.2,71.819,0,0.00395904,62.4264,0
3355,0,0,0,0,0,24.8385,22.5513,77.6098,0,7.33985,5446.34,0.916432,92.1932,108.458,73.7659,0.0434518,14.0845,145.961,518.787,0.976015,35.4026,4546.26,71.8552,0,0.00395863,116.206,0
3355,0,0,0,0,0,24.8385,22.5513,77.6098,0,7.33985,5446.34,0.916432,92.1932,108.458,73.7659,0.0434518,14.0845,145.961,518.787,0.976015,35.4026,4546.26,71.8552,0,0.00395863,116.206,0
3356,0,0,0,0,0,24.8943,22.5567,77.645,0,7.3396,5448.96,0.916427,92.2001,108.467,73.7736,0.0434518,14.0845,123.945,518.787,0.975622,35.4038,4546.31,72.1756,0,0.00395783,93.9611,7.24E-18
3356,0,0,0,0,0,24.8943,22.5567,77.645,0,7.3396,5448.96,0.916427,92.2001,108.467,73.7736,0.0434518,14.0845,123.945,518.787,0.975622,35.4038,4546.31,72.1756,0,0.00395783,93.9611,7.24E-18
3357,0,0,0,0,0,24.8656,22.5608,77.6678,0,7.33946,5450.58,0.916422,92.2056,108.474,73.7808,0.0434518,14.0845,97.599,518.787,0.975395,35.4042,4546.36,72.0588,0,0.00395768,71.6686,0
3357,0,0,0,0,0,24.8656,22.5608,77.6678,0,7.33946,5450.58,0.916422,92.2056,108.474,73.7808,0.0434518,14.0845,97.599,518.787,0.975395,35.4042,4546.36,72.0588,0,0.00395768,71.6686,0
3358,0,0,0,0,0,24.834,22.5548,77.6038,0,7.33961,5445.79,0.916417,92.1996,108.464,73.7728,0.0434518,14.0845,116.381,518.787,0.976185,35.4044,4546.41,71.7122,0,0.00395785,93.3572,0
3358,0,0,0,0,0,24.834,22.5548,77.6038,0,7.33961,5445.79,0.916417,92.1996,108.464,73.7728,0.0434518,14.0845,116.381,518.787,0.976185,35.4044,4546.41,71.7122,0,0.00395785,93.3572,0
3359,0,0,0,0,0,24.8285,22.5544,77.5947,0,7.33983,5445.22,0.916412,92.1992,108.463,73.771,0.0434876,14.0845,142.159,518.765,0.976282,35.4057,4546.46,72.0757,0,0.00395691,110.408,0
3359,0,0,0,0,0,24.8285,22.5544,77.5947,0,7.33983,5445.22,0.916412,92.1992,108.463,73.771,0.0434876,14.0845,142.159,518.765,0.976282,35.4057,4546.46,72.0757,0,0.00395691,110.408,0
3360,0,0,0,0,0,24.8992,22.5582,77.6193,0,7.33962,5447.1,0.916407,92.2042,108.469,73.776,0.0434876,14.0845,111.036,518.765,0.975999,35.4066,4546.52,72.1947,0,0.00395637,82.8062,0
3360,0,0,0,0,0,24.8992,22.5582,77.6193,0,7.33962,5447.1,0.916407,92.2042,108.469,73.776,0.0434876,14.0845,111.036,518.765,0.975999,35.4066,4546.52,72.1947,0,0.00395637,82.8062,0
3361,0,0,0,0,0,24.8759,22.5638,77.6551,0,7.33932,5449.71,0.916402,92.2114,108.479,73.7847,0.0434876,14.0845,87.8707,518.765,0.975611,35.4067,4546.57,71.9082,0,0.00395649,63.8558,0
3361,0,0,0,0,0,24.8759,22.5638,77.6551,0,7.33932,5449.71,0.916402,92.2114,108.479,73.7847,0.0434876,14.0845,87.8707,518.765,0.975611,35.4067,4546.57,71.9082,0,0.00395649,63.8558,0
3362,0,0,0,0,0,24.8459,22.5607,77.6114,0,7.33946,5446.36,0.916397,92.2087,108.474,73.7817,0.0434876,14.0845,144.256,518.765,0.976181,35.4073,4546.62,71.8621,0,0.00395624,115.221,0
3362,0,0,0,0,0,24.8459,22.5607,77.6114,0,7.33946,5446.36,0.916397,92.2087,108.474,73.7817,0.0434876,14.0845,144.256,518.765,0.976181,35.4073,4546.62,71.8621,0,0.00395624,115.221,0
3363,0,0,0,0,0,24.8249,22.5583,77.5872,0,7.33974,5444.66,0.916392,92.2061,108.47,73.7774,0.0434941,14.0845,126.781,518.737,0.976456,35.4086,4546.67,72.2107,0,0.00395528,96.4519,-7.24E-18
3363,0,0,0,0,0,24.8249,22.5583,77.5872,0,7.33974,5444.66,0.916392,92.2061,108.47,73.7774,0.0434941,14.0845,126.781,518.737,0.976456,35.4086,4546.67,72.2107,0,0.00395528,96.4519,-7.24E-18
3364,0,0,0,0,0,24.8807,22.5602,77.5969,0,7.33965,5445.47,0.916387,92.2086,108.473,73.7791,0.0434941,14.0845,99.7278,518.737,0.976337,35.4092,4546.73,72.1301,0,0.003955,73.3762,0
3364,0,0,0,0,0,24.8807,22.5602,77.5969,0,7.33965,5445.47,0.916387,92.2086,108.473,73.7791,0.0434941,14.0845,99.7278,518.737,0.976337,35.4092,4546.73,72.1301,0,0.003955,73.3762,0
3365,0,0,0,0,0,24.8895,22.5697,77.6528,0,7.3392,5449.55,0.916382,92.2206,108.489,73.7937,0.0434941,14.0845,106.706,518.737,0.975738,35.4093,4546.78,71.76,0,0.00395526,84.7928,0
3365,0,0,0,0,0,24.8895,22.5697,77.6528,0,7.3392,5449.55,0.916382,92.2206,108.489,73.7937,0.0434941,14.0845,106.706,518.737,0.975738,35.4093,4546.78,71.76,0,0.00395526,84.7928,0
3366,0,0,0,0,0,24.8583,22.5668,77.6225,0,7.3393,5447.24,0.916378,92.218,108.485,73.7907,0.0434941,14.0845,145.259,518.737,0.976124,35.4104,4546.83,72.0865,0,0.00395446,113.841,0
3366,0,0,0,0,0,24.8583,22.5668,77.6225,0,7.3393,5447.24,0.916378,92.218,108.485,73.7907,0.0434941,14.0845,145.259,518.737,0.976124,35.4104,4546.83,72.0865,0,0.00395446,113.841,0
3367,0,0,0,0,0,24.8306,22.5632,77.5874,0,7.33958,5444.69,0.916373,92.214,108.478,73.7849,0.0434941,14.0845,113.505,518.737,0.976536,35.4115,4546.88,72.2475,0,0.00395377,84.898,0
3367,0,0,0,0,0,24.8306,22.5632,77.5874,0,7.33958,5444.69,0.916373,92.214,108.478,73.7849,0.0434941,14.0845,113.505,518.737,0.976536,35.4115,4546.88,72.2475,0,0.00395377,84.898,0
3368,0,0,0,0,0,24.8637,22.5629,77.581,0,7.3396,5444.33,0.916368,92.2139,108.478,73.7835,0.0435295,14.0845,89.7557,518.707,0.976598,35.4118,4546.94,71.9921,0,0.00395374,65.3234,0
3368,0,0,0,0,0,24.8637,22.5629,77.581,0,7.3396,5444.33,0.916368,92.2139,108.478,73.7835,0.0435295,14.0845,89.7557,518.707,0.976598,35.4118,4546.94,71.9921,0,0.00395374,65.3234,0
3369,0,0,0,0,0,24.9012,22.5726,77.6425,0,7.33904,5448.92,0.916363,92.2262,108.494,73.7974,0.0435295,14.0845,141.575,518.707,0.975911,35.4122,4546.99,71.8698,0,0.00395364,113.4,0
3369,0,0,0,0,0,24.9012,22.5726,77.6425,0,7.33904,5448.92,0.916363,92.2262,108.494,73.7974,0.0435295,14.0845,141.575,518.707,0.975911,35.4122,4546.99,71.8698,0,0.00395364,113.4,0
3370,0,0,0,0,0,24.8706,22.5726,77.6332,0,7.33912,5448.14,0.916358,92.2268,108.494,73.7988,0.0435295,14.0845,129.702,518.707,0.976056,35.4135,4547.04,72.2417,0,0.00395275,99.0337,0
3370,0,0,0,0,0,24.8706,22.5726,77.6332,0,7.33912,5448.14,0.916358,92.2268,108.494,73.7988,0.0435295,14.0845,129.702,518.707,0.976056,35.4135,4547.04,72.2417,0,0.00395275,99.0337,0
3371,0,0,0,0,0,24.8417,22.5687,77.5944,0,7.33937,5445.27,0.916353,92.2225,108.488,73.7932,0.0435295,14.0845,101.898,518.707,0.976524,35.4141,4547.09,72.1982,0,0.00395237,75.1541,0
3371,0,0,0,0,0,24.8417,22.5687,77.5944,0,7.33937,5445.27,0.916353,92.2225,108.488,73.7932,0.0435295,14.0845,101.898,518.707,0.976524,35.4141,4547.09,72.1982,0,0.00395237,75.1541,0
3372,0,0,0,0,0,24.8526,22.5686,77.5851,0,7.33943,5444.77,0.916348,92.2229,108.487,73.7913,0.0435353,14.0845,96.8829,518.673,0.976615,35.4143,4547.15,71.8186,0,0.00395252,75.531,0
3372,0,0,0,0,0,24.8526,22.5686,77.5851,0,7.33943,5444.77,0.916348,92.2229,108.487,73.7913,0.0435353,14.0845,96.8829,518.673,0.976615,35.4143,4547.15,71.8186,0,0.00395252,75.531,0
3373,0,0,0,0,0,24.9121,22.5742,77.6222,0,7.339,5447.54,0.916343,92.2301,108.497,73.7993,0.0435353,14.0845,146.629,518.673,0.976197,35.4154,4547.2,72.0909,0,0.0039518,115.472,0
3373,0,0,0,0,0,24.9121,22.5742,77.6222,0,7.339,5447.54,0.916343,92.2301,108.497,73.7993,0.0435353,14.0845,146.629,518.673,0.976197,35.4154,4547.2,72.0909,0,0.0039518,115.472,0
3374,0,0,0,0,0,24.8823,22.5774,77.6382,0,7.33898,5448.66,0.916338,92.2344,108.502,73.8053,0.0435353,14.0845,116.044,518.673,0.976044,35.4164,4547.25,72.296,0,0.00395115,87.0537,0
3374,0,0,0,0,0,24.8823,22.5774,77.6382,0,7.33898,5448.66,0.916338,92.2344,108.502,73.8053,0.0435353,14.0845,116.044,518.673,0.976044,35.4164,4547.25,72.296,0,0.00395115,87.0537,0
3375,0,0,0,0,0,24.8534,22.5745,77.6056,0,7.33914,5446.19,0.916334,92.2313,108.498,73.8017,0.0435353,14.0845,91.677,518.673,0.976452,35.4167,4547.3,72.0734,0,0.00395107,66.8473,0
3375,0,0,0,0,0,24.8534,22.5745,77.6056,0,7.33914,5446.19,0.916334,92.2313,108.498,73.8017,0.0435353,14.0845,91.677,518.673,0.976452,35.4167,4547.3,72.0734,0,0.00395107,66.8473,0
3376,0,0,0,0,0,24.8425,22.5709,77.5684,0,7.33928,5443.62,0.916329,92.2275,108.492,73.7949,0.0435669,14.0845,137.587,518.636,0.976869,35.4172,4547.36,71.879,0,0.00395096,110.488,-7.25E-18
3376,0,0,0,0,0,24.8425,22.5709,77.5684,0,7.33928,5443.62,0.916329,92.2275,108.492,73.7949,0.0435669,14.0845,137.587,518.636,0.976869,35.4172,4547.36,71.879,0,0.00395096,110.488,-7.25E-18
3377,0,0,0,0,0,24.9132,22.5753,77.5974,0,7.33907,5445.84,0.916324,92.2331,108.499,73.8006,0.0435669,14.0845,132.722,518.636,0.976532,35.4185,4547.41,72.2656,0,0.00395,101.701,0
3377,0,0,0,0,0,24.9132,22.5753,77.5974,0,7.33907,5445.84,0.916324,92.2331,108.499,73.8006,0.0435669,14.0845,132.722,518.636,0.976532,35.4185,4547.41,72.2656,0,0.00395,101.701,0
3378,0,0,0,0,0,24.8928,22.5805,77.6304,0,7.33887,5448.25,0.916319,92.2398,108.508,73.8089,0.0435669,14.0845,104.131,518.636,0.976173,35.4191,4547.46,72.2617,0,0.00394967,76.98,7.25E-18
3378,0,0,0,0,0,24.8928,22.5805,77.6304,0,7.33887,5448.25,0.916319,92.2398,108.508,73.8089,0.0435669,14.0845,104.131,518.636,0.976173,35.4191,4547.46,72.2617,0,0.00394967,76.98,7.25E-18
3379,0,0,0,0,0,24.8612,22.5759,77.5783,0,7.33891,5444.33,0.916314,92.2352,108.501,73.8035,0.0435669,14.0845,88.6312,518.636,0.976825,35.4192,4547.51,71.8902,0,0.00394985,66.8953,0
3379,0,0,0,0,0,24.8612,22.5759,77.5783,0,7.33891,5444.33,0.916314,92.2352,108.501,73.8035,0.0435669,14.0845,88.6312,518.636,0.976825,35.4192,4547.51,71.8902,0,0.00394985,66.8953,0
3380,0,0,0,0,0,24.8392,22.574,77.5591,0,7.33922,5443.02,0.916309,92.233,108.497,73.7997,0.0435756,14.0845,147.087,518.596,0.977035,35.4203,4547.56,72.0914,0,0.00394914,116.27,0
3380,0,0,0,0,0,24.8392,22.574,77.5591,0,7.33922,5443.02,0.916309,92.233,108.497,73.7997,0.0435756,14.0845,147.087,518.596,0.977035,35.4203,4547.56,72.0914,0,0.00394914,116.27,0
3381,0,0,0,0,0,24.893,22.5765,77.5742,0,7.33915,5444.24,0.916305,92.2362,108.501,73.8023,0.0435756,14.0845,118.654,518.596,0.97685,35.4215,4547.61,72.3377,0,0.00394835,89.2777,0
3381,0,0,0,0,0,24.893,22.5765,77.5742,0,7.33915,5444.24,0.916305,92.2362,108.501,73.8023,0.0435756,14.0845,118.654,518.596,0.97685,35.4215,4547.61,72.3377,0,0.00394835,89.2777,0
3382,0,0,0,0,0,24.9024,22.582,77.6118,0,7.33883,5447.05,0.9163,92.2433,108.51,73.8105,0.0435756,14.0845,93.6537,518.596,0.976424,35.4218,4547.67,72.1496,0,0.00394828,68.4087,0
3382,0,0,0,0,0,24.9024,22.582,77.6118,0,7.33883,5447.05,0.9163,92.2433,108.51,73.8105,0.0435756,14.0845,93.6537,518.596,0.976424,35.4218,4547.67,72.1496,0,0.00394828,68.4087,0
3383,0,0,0,0,0,24.8731,22.5816,77.5895,0,7.33879,5445.3,0.916295,92.2434,108.51,73.8115,0.0435756,14.0845,132.114,518.596,0.976741,35.4221,4547.72,71.8933,0,0.00394835,106.273,0
3383,0,0,0,0,0,24.8731,22.5816,77.5895,0,7.33879,5445.3,0.916295,92.2434,108.51,73.8115,0.0435756,14.0845,132.114,518.596,0.976741,35.4221,4547.72,71.8933,0,0.00394835,106.273,0
3384,0,0,0,0,0,24.8455,22.5781,77.5575,0,7.33914,5443.01,0.91629,92.2395,108.504,73.8058,0.0435756,14.0845,135.832,518.596,0.977107,35.4235,4547.77,72.2838,0,0.00394731,104.505,-7.25E-18
3384,0,0,0,0,0,24.8455,22.5781,77.5575,0,7.33914,5443.01,0.91629,92.2395,108.504,73.8058,0.0435756,14.0845,135.832,518.596,0.977107,35.4235,4547.77,72.2838,0,0.00394731,104.505,-7.25E-18
3385,0,0,0,0,0,24.8757,22.5785,77.5567,0,7.33918,5443.08,0.916285,92.2401,108.504,73.8051,0.0436007,14.0845,106.419,518.555,0.9771,35.4243,4547.82,72.3188,0,0.00394681,78.8637,0
3385,0,0,0,0,0,24.8757,22.5785,77.5567,0,7.33918,5443.08,0.916285,92.2401,108.504,73.8051,0.0436007,14.0845,106.419,518.555,0.9771,35.4243,4547.82,72.3188,0,0.00394681,78.8637,0
3386,0,0,0,0,0,24.9124,22.583,77.6187,0,7.33884,5447.72,0.916281,92.2522,108.52,73.8192,0.0436007,14.0845,84.4505,518.555,0.976401,35.4244,4547.88,71.9696,0,0.00394699,61.154,0
3386,0,0,0,0,0,24.9124,22.583,77.6187,0,7.33884,5447.72,0.916281,92.2522,108.52,73.8192,0.0436007,14.0845,84.4505,518.555,0.976401,35.4244,4547.88,71.9696,0,0.00394699,61.154,0
3387,0,0,0,0,0,24.8853,22.5871,77.6016,0,7.33867,5446.37,0.916276,92.2514,108.519,73.8189,0.0436007,14.0845,146.909,518.555,0.976633,35.4252,4547.93,72.0906,0,0.00394652,116.522,0
3387,0,0,0,0,0,24.8853,22.5871,77.6016,0,7.33867,5446.37,0.916276,92.2514,108.519,73.8189,0.0436007,14.0845,146.909,518.555,0.976633,35.4252,4547.93,72.0906,0,0.00394652,116.522,0
3388,0,0,0,0,0,24.8561,22.583,77.5631,0,7.33899,5443.56,0.916271,92.2468,108.512,73.8128,0.0436007,14.0845,121.326,518.555,0.977086,35.4265,4547.98,72.3747,0,0.00394564,91.603,-1.45E-17
3388,0,0,0,0,0,24.8561,22.583,77.5631,0,7.33899,5443.56,0.916271,92.2468,108.512,73.8128,0.0436007,14.0845,121.326,518.555,0.977086,35.4265,4547.98,72.3747,0,0.00394564,91.603,-1.45E-17
3389,0,0,0,0,0,24.8624,22.5813,77.5465,0,7.33912,5442.45,0.916266,92.2449,108.509,73.8093,0.0436146,14.0845,95.6686,518.51,0.977262,35.427,4548.03,72.2203,0,0.00394541,70.0199,0
3389,0,0,0,0,0,24.8624,22.5813,77.5465,0,7.33912,5442.45,0.916266,92.2449,108.509,73.8093,0.0436146,14.0845,95.6686,518.51,0.977262,35.427,4548.03,72.2203,0,0.00394541,70.0199,0
3390,0,0,0,0,0,24.928,22.5898,77.6019,0,7.33866,5446.69,0.916261,92.2555,108.523,73.8205,0.0436146,14.0845,125.108,518.51,0.976617,35.4271,4548.08,71.9123,0,0.00394555,100.612,0
3390,0,0,0,0,0,24.928,22.5898,77.6019,0,7.33866,5446.69,0.916261,92.2555,108.523,73.8205,0.0436146,14.0845,125.108,518.51,0.976617,35.4271,4548.08,71.9123,0,0.00394555,100.612,0
3391,0,0,0,0,0,24.897,22.5919,77.61,0,7.33855,5447.23,0.916257,92.2584,108.527,73.8249,0.0436146,14.0845,139.031,518.51,0.976554,35.4284,4548.13,72.2967,0,0.00394464,107.41,0
3391,0,0,0,0,0,24.897,22.5919,77.61,0,7.33855,5447.23,0.916257,92.2584,108.527,73.8249,0.0436146,14.0845,139.031,518.51,0.976554,35.4284,4548.13,72.2967,0,0.00394464,107.41,0
3392,0,0,0,0,0,24.8673,22.5883,77.5741,0,7.3388,5444.54,0.916252,92.2545,108.521,73.8202,0.0436146,14.0845,108.757,518.51,0.976992,35.4293,4548.18,72.3722,0,0.00394409,80.8245,0
3392,0,0,0,0,0,24.8673,22.5883,77.5741,0,7.3388,5444.54,0.916252,92.2545,108.521,73.8202,0.0436146,14.0845,108.757,518.51,0.976992,35.4293,4548.18,72.3722,0,0.00394409,80.8245,0
3393,0,0,0,0,0,24.8545,22.5851,77.544,0,7.33898,5442.41,0.916247,92.2508,108.516,73.8146,0.0436312,14.0845,86.159,518.465,0.977333,35.4296,4548.24,72.052,0,0.00394411,62.4406,0
3393,0,0,0,0,0,24.8545,22.5851,77.544,0,7.33898,5442.41,0.916247,92.2508,108.516,73.8146,0.0436312,14.0845,86.159,518.465,0.977333,35.4296,4548.24,72.052,0,0.00394411,62.4406,0
3394,0,0,0,0,0,24.9243,22.5905,77.5787,0,7.33862,5445.19,0.916242,92.2577,108.524,73.8209,0.0436312,14.0845,146.078,518.465,0.976908,35.4303,4548.29,72.0871,0,0.00394372,116.226,0
3394,0,0,0,0,0,24.9243,22.5905,77.5787,0,7.33862,5445.19,0.916242,92.2577,108.524,73.8209,0.0436312,14.0845,146.078,518.465,0.976908,35.4303,4548.29,72.0871,0,0.00394372,116.226,0
3395,0,0,0,0,0,24.9077,22.5951,77.6075,0,7.33849,5447.29,0.916238,92.2636,108.533,73.8285,0.0436312,14.0845,124.079,518.465,0.976596,35.4315,4548.34,72.4063,0,0.00394289,93.9965,7.26E-18
3395,0,0,0,0,0,24.9077,22.5951,77.6075,0,7.33849,5447.29,0.916238,92.2636,108.533,73.8285,0.0436312,14.0845,124.079,518.465,0.976596,35.4315,4548.34,72.4063,0,0.00394289,93.9965,7.26E-18
3396,0,0,0,0,0,24.8788,22.5936,77.5866,0,7.33861,5445.68,0.916233,92.2622,108.53,73.8273,0.0436312,14.0845,97.731,518.465,0.976868,35.432,4548.39,72.2878,0,0.00394266,71.6909,0
3396,0,0,0,0,0,24.8788,22.5936,77.5866,0,7.33861,5445.68,0.916233,92.2622,108.53,73.8273,0.0436312,14.0845,97.731,518.465,0.976868,35.432,4548.39,72.2878,0,0.00394266,71.6909,0
3397,0,0,0,0,0,24.852,22.588,77.5348,0,7.33881,5442.03,0.916228,92.2558,108.521,73.8179,0.04365,14.0845,116.476,518.418,0.977452,35.4322,4548.44,71.9393,0,0.00394277,93.353,7.26E-18
3397,0,0,0,0,0,24.852,22.588,77.5348,0,7.33881,5442.03,0.916228,92.2558,108.521,73.8179,0.04365,14.0845,116.476,518.418,0.977452,35.4322,4548.44,71.9393,0,0.00394277,93.353,7.26E-18
3398,0,0,0,0,0,24.9037,22.5911,77.555,0,7.3387,5443.64,0.916224,92.2596,108.526,73.8213,0.04365,14.0845,142.295,518.418,0.977204,35.4335,4548.49,72.3018,0,0.00394182,110.441,0
3398,0,0,0,0,0,24.9037,22.5911,77.555,0,7.3387,5443.64,0.916224,92.2596,108.526,73.8213,0.04365,14.0845,142.295,518.418,0.977204,35.4335,4548.49,72.3018,0,0.00394182,110.441,0
3399,0,0,0,0,0,24.9175,22.5966,77.5926,0,7.33847,5446.45,0.916219,92.2667,108.535,73.8296,0.04365,14.0845,111.166,518.418,0.976777,35.4344,4548.54,72.4199,0,0.00394129,82.8368,-7.27E-18
3399,0,0,0,0,0,24.9175,22.5966,77.5926,0,7.33847,5446.45,0.916219,92.2667,108.535,73.8296,0.04365,14.0845,111.166,518.418,0.976777,35.4344,4548.54,72.4199,0,0.00394129,82.8368,-7.27E-18
3400,0,0,0,0,0,24.8898,22.5982,77.5964,0,7.33843,5446.67,0.916214,92.2689,108.538,73.8331,0.04365,14.0845,87.9979,518.418,0.976763,35.4346,4548.6,72.1315,0,0.00394136,63.877,0
3400,0,0,0,0,0,24.8898,22.5982,77.5964,0,7.33843,5446.67,0.916214,92.2689,108.538,73.8331,0.04365,14.0845,87.9979,518.418,0.976763,35.4346,4548.6,72.1315,0,0.00394136,63.877,0
3401,0,0,0,0,0,24.8588,22.5913,77.5313,0,7.33875,5441.94,0.91621,92.2611,108.527,73.8225,0.04365,14.0845,144.361,518.418,0.977523,35.4353,4548.65,72.0831,0,0.00394103,115.242,0
3401,0,0,0,0,0,24.8588,22.5913,77.5313,0,7.33875,5441.94,0.91621,92.2611,108.527,73.8225,0.04365,14.0845,144.361,518.418,0.977523,35.4353,4548.65,72.0831,0,0.00394103,115.242,0
3402,0,0,0,0,0,24.8861,22.5923,77.5361,0,7.33883,5442.43,0.916205,92.2623,108.528,73.8228,0.0436531,14.0845,126.913,518.369,0.977447,35.4366,4548.7,72.4307,0,0.00394006,96.4807,0
3402,0,0,0,0,0,24.8861,22.5923,77.5361,0,7.33883,5442.43,0.916205,92.2623,108.528,73.8228,0.0436531,14.0845,126.913,518.369,0.977447,35.4366,4548.7,72.4307,0,0.00394006,96.4807,0
3403,0,0,0,0,0,24.9273,22.5973,77.5704,0,7.33854,5445.05,0.9162,92.2685,108.536,73.8296,0.0436531,14.0845,99.8544,518.369,0.977045,35.4371,4548.75,72.3493,0,0.00393982,73.4028,0
3403,0,0,0,0,0,24.9273,22.5973,77.5704,0,7.33854,5445.05,0.9162,92.2685,108.536,73.8296,0.0436531,14.0845,99.8544,518.369,0.977045,35.4371,4548.75,72.3493,0,0.00393982,73.4028,0
3404,0,0,0,0,0,24.8982,22.5996,77.5723,0,7.33837,5445.11,0.916196,92.2718,108.541,73.8347,0.0436531,14.0845,106.759,518.369,0.977071,35.4372,4548.8,71.9771,0,0.00394008,84.7652,0
3404,0,0,0,0,0,24.8982,22.5996,77.5723,0,7.33837,5445.11,0.916196,92.2718,108.541,73.8347,0.0436531,14.0845,106.759,518.369,0.977071,35.4372,4548.8,71.9771,0,0.00394008,84.7652,0
3405,0,0,0,0,0,24.8688,22.5954,77.5352,0,7.33873,5442.43,0.916191,92.267,108.534,73.8283,0.0436531,14.0845,145.388,518.369,0.977498,35.4384,4548.85,72.3014,0,0.0039392,113.894,0
3405,0,0,0,0,0,24.8688,22.5954,77.5352,0,7.33873,5442.43,0.916191,92.267,108.534,73.8283,0.0436531,14.0845,145.388,518.369,0.977498,35.4384,4548.85,72.3014,0,0.0039392,113.894,0
3406,0,0,0,0,0,24.8726,22.5944,77.5239,0,7.3389,5441.74,0.916186,92.2656,108.532,73.8254,0.0436646,14.0845,113.632,518.32,0.977606,35.4394,4548.9,72.4612,0,0.00393852,84.9245,0
3406,0,0,0,0,0,24.8726,22.5944,77.5239,0,7.3389,5441.74,0.916186,92.2656,108.532,73.8254,0.0436646,14.0845,113.632,518.32,0.977606,35.4394,4548.9,72.4612,0,0.00393852,84.9245,0
3407,0,0,0,0,0,24.9363,22.5975,77.5466,0,7.33867,5443.54,0.916182,92.2697,108.537,73.8292,0.0436646,14.0845,89.8772,518.32,0.977326,35.4397,4548.95,72.2048,0,0.00393856,65.3464,0
3407,0,0,0,0,0,24.9363,22.5975,77.5466,0,7.33867,5443.54,0.916182,92.2697,108.537,73.8292,0.0436646,14.0845,89.8772,518.32,0.977326,35.4397,4548.95,72.2048,0,0.00393856,65.3464,0
3408,0,0,0,0,0,24.9097,22.6041,77.5832,0,7.33835,5446.22,0.916177,92.2779,108.548,73.84,0.0436646,14.0845,141.647,518.32,0.976935,35.4401,4549.01,72.0803,0,0.00393851,113.417,0
3408,0,0,0,0,0,24.9097,22.6041,77.5832,0,7.33835,5446.22,0.916177,92.2779,108.548,73.84,0.0436646,14.0845,141.647,518.32,0.976935,35.4401,4549.01,72.0803,0,0.00393851,113.417,0
3409,0,0,0,0,0,24.8793,22.6,77.5455,0,7.33869,5443.43,0.916172,92.2732,108.541,73.8342,0.0436646,14.0845,129.826,518.32,0.977384,35.4414,4549.06,72.4502,0,0.00393758,99.0789,0
3409,0,0,0,0,0,24.8793,22.6,77.5455,0,7.33869,5443.43,0.916172,92.2732,108.541,73.8342,0.0436646,14.0845,129.826,518.32,0.977384,35.4414,4549.06,72.4502,0,0.00393758,99.0789,0
3410,0,0,0,0,0,24.8645,22.5971,77.5196,0,7.33893,5441.64,0.916168,92.2696,108.536,73.8289,0.0436441,14.0845,102.017,518.27,0.977665,35.442,4549.11,72.4052,0,0.00393722,75.1789,0
3410,0,0,0,0,0,24.8645,22.5971,77.5196,0,7.33893,5441.64,0.916168,92.2696,108.536,73.8289,0.0436441,14.0845,102.017,518.27,0.977665,35.442,4549.11,72.4052,0,0.00393722,75.1789,0
3411,0,0,0,0,0,24.9331,22.6033,77.563,0,7.33876,5445.08,0.916163,92.2772,108.546,73.8363,0.0436441,14.0845,96.9722,518.27,0.977129,35.442,4549.16,72.0243,0,0.00393749,75.5349,0
3411,0,0,0,0,0,24.9331,22.6033,77.563,0,7.33876,5445.08,0.916163,92.2772,108.546,73.8363,0.0436441,14.0845,96.9722,518.27,0.977129,35.442,4549.16,72.0243,0,0.00393749,75.5349,0
3412,0,0,0,0,0,24.9202,22.6071,77.5863,0,7.33844,5446.79,0.916158,92.2819,108.553,73.8427,0.0436441,14.0845,146.731,518.27,0.976874,35.443,4549.21,72.2947,0,0.00393688,115.523,0
3412,0,0,0,0,0,24.9202,22.6071,77.5863,0,7.33844,5446.79,0.916158,92.2819,108.553,73.8427,0.0436441,14.0845,146.731,518.27,0.976874,35.443,4549.21,72.2947,0,0.00393688,115.523,0
3413,0,0,0,0,0,24.8899,22.6044,77.5591,0,7.33869,5444.74,0.916154,92.2789,108.549,73.8397,0.0436441,14.0845,116.157,518.27,0.977209,35.444,4549.26,72.4978,0,0.00393626,87.0945,0
