Time(s),totalFluid_mL,bagVolume_mL,bagVolumeBlood_mL,bagVolumePlasma_mL,bagVolumePlatelet_mL,m_AfferentBaroreceptorAortic_Hz ,m_AfferentBaroreceptorCarotid_Hz ,HeartRate(1/min),Vasopressin-PlasmaConcentration,ArterialBloodPH,CardiacOutput(mL/min),InflammatoryResponse-TissueIntegrity,MeanArterialPressure(mmHg),SystolicArterialPressure(mmHg),DiastolicArterialPressure(mmHg),EndTidalCarbonDioxideFraction,RespirationRate(1/min),GlomerularFiltrationRate(mL/min),TidalVolume(mL),SystemicVascularResistance(mmHg_s/mL),StrongIonDifference(mmol/L),BloodVolume(mL),MeanUrineOutput(mL/hr),PainVisualAnalogueScale,VenaCava-Lactate-Molarity(mmol/mL),Aorta-OutFlow(mL/s),Lactate-Clearance-RenalClearance(mL/s_kg)
1,0,0,0,0,0,27.2327,25.1669,72,-1.$,7.35643,5749.09,0.999956,95.2993,113.468,74.5121,0.0441371,13.9535,147.413,526.452,0.953605,37.3989,4883.35,71.646,0,0.000802664,124.349,7.07E-17
1,0,0,0,0,0,27.2327,25.1669,72,-1.$,7.35643,5749.09,0.999956,95.2993,113.468,74.5121,0.0441371,13.9535,147.413,526.452,0.953605,37.3989,4883.35,71.646,0,0.000802664,124.349,7.07E-17
2,0,0,0,0,0,27.2583,25.1393,74.2822,0,7.35623,5926.91,0.999912,95.664,113.416,75.3668,0.0441371,13.9535,123.053,526.452,0.928688,37.3991,4882.79,71.8476,0,0.000802604,101.013,0
2,0,0,0,0,0,27.2583,25.1393,74.2822,0,7.35623,5926.91,0.999912,95.664,113.416,75.3668,0.0441371,13.9535,123.053,526.452,0.928688,37.3991,4882.79,71.8476,0,0.000802604,101.013,0
3,0,0,0,0,0,27.2207,25.0998,72.5359,0,7.35592,5790.84,0.999868,95.086,113.341,74.3877,0.0441371,13.9535,101.382,526.452,0.944549,37.3993,4882.25,71.7834,0,0.00080259,82.2283,-1.77E-17
3,0,0,0,0,0,27.2207,25.0998,72.5359,0,7.35592,5790.84,0.999868,95.086,113.341,74.3877,0.0441371,13.9535,101.382,526.452,0.944549,37.3993,4882.25,71.7834,0,0.00080259,82.2283,-1.77E-17
4,0,0,0,0,0,27.1904,25.0948,72.5708,0,7.35591,5795.42,0.999824,95.0667,113.328,74.3499,0.0441371,13.9535,83.9506,526.452,0.94362,37.3994,4881.73,71.5114,0,0.000802611,67.8487,0
4,0,0,0,0,0,27.1904,25.0948,72.5708,0,7.35591,5795.42,0.999824,95.0667,113.328,74.3499,0.0441371,13.9535,83.9506,526.452,0.94362,37.3994,4881.73,71.5114,0,0.000802611,67.8487,0
5,0,0,0,0,0,27.1897,25.1181,72.5953,0,7.35619,5802.06,0.99978,95.0924,113.368,74.3502,0.0441371,13.9535,111.489,526.452,0.942839,37.3994,4881.2,71.1971,0,0.000802639,97.3658,0
5,0,0,0,0,0,27.1897,25.1181,72.5953,0,7.35619,5802.06,0.99978,95.0924,113.368,74.3502,0.0441371,13.9535,111.489,526.452,0.942839,37.3994,4881.2,71.1971,0,0.000802639,97.3658,0
6,0,0,0,0,0,27.2363,25.1374,72.6189,0,7.35611,5805.59,0.999736,95.1173,113.404,74.3695,0.0441627,13.9535,148.299,526.579,0.942539,37.3997,4880.65,71.437,0,0.000802573,125.787,0
6,0,0,0,0,0,27.2363,25.1374,72.6189,0,7.35611,5805.59,0.999736,95.1173,113.404,74.3695,0.0441627,13.9535,148.299,526.579,0.942539,37.3997,4880.65,71.437,0,0.000802573,125.787,0
7,0,0,0,0,0,27.2822,25.1571,72.6509,0,7.35577,5809.29,0.999692,95.1423,113.441,74.3925,0.0441627,13.9535,129.414,526.579,0.942213,37.3999,4880.09,71.7044,0,0.000802501,106.642,0
7,0,0,0,0,0,27.2822,25.1571,72.6509,0,7.35577,5809.29,0.999692,95.1423,113.441,74.3925,0.0441627,13.9535,129.414,526.579,0.942213,37.3999,4880.09,71.7044,0,0.000802501,106.642,0
8,0,0,0,0,0,27.2661,25.17,72.6509,0,7.35572,5810.85,0.999648,95.1628,113.467,74.408,0.0441627,13.9535,106.486,526.579,0.942185,37.4,4879.55,71.7178,0,0.000802473,86.5581,0
8,0,0,0,0,0,27.2661,25.17,72.6509,0,7.35572,5810.85,0.999648,95.1628,113.467,74.408,0.0441627,13.9535,106.486,526.579,0.942185,37.4,4879.55,71.7178,0,0.000802473,86.5581,0
9,0,0,0,0,0,27.247,25.174,72.6023,0,7.35591,5809.17,0.999604,95.1787,113.476,74.4134,0.0441627,13.9535,88.1102,526.579,0.942635,37.4001,4879.02,71.5149,0,0.00080248,71.2383,1.77E-17
9,0,0,0,0,0,27.247,25.174,72.6023,0,7.35591,5809.17,0.999604,95.1787,113.476,74.4134,0.0441627,13.9535,88.1102,526.579,0.942635,37.4001,4879.02,71.5149,0,0.00080248,71.2383,1.77E-17
10,0,0,0,0,0,27.2611,25.1829,72.5499,0,7.35604,5806.63,0.99956,95.2033,113.493,74.4329,0.0442046,13.9535,90.0202,526.71,0.943321,37.4001,4878.5,71.1675,0,0.000802516,77.548,0
10,0,0,0,0,0,27.2611,25.1829,72.5499,0,7.35604,5806.63,0.99956,95.2033,113.493,74.4329,0.0442046,13.9535,90.0202,526.71,0.943321,37.4001,4878.5,71.1675,0,0.000802516,77.548,0
11,0,0,0,0,0,27.3204,25.1886,72.5709,0,7.35562,5807.61,0.999516,95.2095,113.504,74.4447,0.0442046,13.9535,146.473,526.71,0.943234,37.4003,4877.95,71.3095,0,0.000802475,125.183,0
11,0,0,0,0,0,27.3204,25.1886,72.5709,0,7.35562,5807.61,0.999516,95.2095,113.504,74.4447,0.0442046,13.9535,146.473,526.71,0.943234,37.4003,4877.95,71.3095,0,0.000802475,125.183,0
12,0,0,0,0,0,27.2912,25.1891,72.5798,0,7.35548,5807.77,0.999472,95.2092,113.506,74.4482,0.0442046,13.9535,136.181,526.71,0.943215,37.4005,4877.4,71.6318,0,0.000802399,112.819,0
12,0,0,0,0,0,27.2912,25.1891,72.5798,0,7.35548,5807.77,0.999472,95.2092,113.506,74.4482,0.0442046,13.9535,136.181,526.71,0.943215,37.4005,4877.4,71.6318,0,0.000802399,112.819,0
13,0,0,0,0,0,27.2602,25.1812,72.5451,0,7.35566,5805.24,0.999428,95.2042,113.492,74.4399,0.0442046,13.9535,111.766,526.71,0.94358,37.4006,4876.85,71.716,0,0.000802361,91.1268,0
13,0,0,0,0,0,27.2602,25.1812,72.5451,0,7.35566,5805.24,0.999428,95.2042,113.492,74.4399,0.0442046,13.9535,111.766,526.71,0.94358,37.4006,4876.85,71.716,0,0.000802361,91.1268,0
14,0,0,0,0,0,27.2418,25.1738,72.5143,0,7.35584,5802.66,0.999384,95.199,113.478,74.4335,0.0442404,13.9535,92.3475,526.846,0.943953,37.4007,4876.32,71.5675,0,0.000802362,74.7195,0
14,0,0,0,0,0,27.2418,25.1738,72.5143,0,7.35584,5802.66,0.999384,95.199,113.478,74.4335,0.0442404,13.9535,92.3475,526.846,0.943953,37.4007,4876.32,71.5675,0,0.000802362,74.7195,0
15,0,0,0,0,0,27.2952,25.1706,72.5548,0,7.35575,5803.14,0.99934,95.1889,113.471,74.4364,0.0442404,13.9535,76.6492,526.846,0.943782,37.4007,4875.8,71.2321,0,0.000802401,62.0848,1.77E-17
15,0,0,0,0,0,27.2952,25.1706,72.5548,0,7.35575,5803.14,0.99934,95.1889,113.471,74.4364,0.0442404,13.9535,76.6492,526.846,0.943782,37.4007,4875.8,71.2321,0,0.000802401,62.0848,1.77E-17
16,0,0,0,0,0,27.281,25.1688,72.584,0,7.35527,5804.07,0.999296,95.181,113.468,74.435,0.0442404,13.9535,140.655,526.846,0.943557,37.4008,4875.26,71.2122,0,0.000802395,121.201,0
16,0,0,0,0,0,27.281,25.1688,72.584,0,7.35527,5804.07,0.999296,95.181,113.468,74.435,0.0442404,13.9535,140.655,526.846,0.943557,37.4008,4875.26,71.2122,0,0.000802395,121.201,0
17,0,0,0,0,0,27.2477,25.1598,72.5659,0,7.35541,5802.35,0.999252,95.1711,113.452,74.4233,0.0442404,13.9535,143.08,526.846,0.943742,37.401,4874.7,71.5481,0,0.000802321,119.385,-3.53E-17
17,0,0,0,0,0,27.2477,25.1598,72.5659,0,7.35541,5802.35,0.999252,95.1711,113.452,74.4233,0.0442404,13.9535,143.08,526.846,0.943742,37.401,4874.7,71.5481,0,0.000802321,119.385,-3.53E-17
18,0,0,0,0,0,27.2191,25.1518,72.5426,0,7.35562,5800.21,0.999208,95.1636,113.436,74.4142,0.0442652,13.9535,117.23,526.987,0.944018,37.4011,4874.16,71.6954,0,0.000802274,95.8635,0
18,0,0,0,0,0,27.2191,25.1518,72.5426,0,7.35562,5800.21,0.999208,95.1636,113.436,74.4142,0.0442652,13.9535,117.23,526.987,0.944018,37.4011,4874.16,71.6954,0,0.000802274,95.8635,0
19,0,0,0,0,0,27.2541,25.149,72.5496,0,7.35558,5799.77,0.999164,95.1588,113.43,74.413,0.0442652,13.9535,96.7408,526.987,0.944046,37.4012,4873.62,71.5971,0,0.000802273,78.3311,0
19,0,0,0,0,0,27.2541,25.149,72.5496,0,7.35558,5799.77,0.999164,95.1588,113.43,74.413,0.0442652,13.9535,96.7408,526.987,0.944046,37.4012,4873.62,71.5971,0,0.000802273,78.3311,0
20,0,0,0,0,0,27.2735,25.1504,72.5878,0,7.35524,5801.22,0.99912,95.155,113.432,74.4167,0.0442652,13.9535,80.1628,526.987,0.943777,37.4012,4873.1,71.3016,0,0.000802313,64.807,1.77E-17
20,0,0,0,0,0,27.2735,25.1504,72.5878,0,7.35524,5801.22,0.99912,95.155,113.432,74.4167,0.0442652,13.9535,80.1628,526.987,0.943777,37.4012,4873.1,71.3016,0,0.000802313,64.807,1.77E-17
21,0,0,0,0,0,27.2409,25.1443,72.61,0,7.35515,5801.46,0.999076,95.1428,113.422,74.4088,0.0442652,13.9535,129.286,526.987,0.943626,37.4012,4872.57,71.1192,0,0.00080234,112.345,0
21,0,0,0,0,0,27.2409,25.1443,72.61,0,7.35515,5801.46,0.999076,95.1428,113.422,74.4088,0.0442652,13.9535,129.286,526.987,0.943626,37.4012,4872.57,71.1192,0,0.00080234,112.345,0
22,0,0,0,0,0,27.2122,25.1375,72.5837,0,7.35542,5799.39,0.999032,95.138,113.409,74.401,0.0442652,13.9535,147.356,526.987,0.943921,37.4014,4872.01,71.4337,0,0.000802275,124.199,-3.54E-17
22,0,0,0,0,0,27.2122,25.1375,72.5837,0,7.35542,5799.39,0.999032,95.138,113.409,74.401,0.0442652,13.9535,147.356,526.987,0.943921,37.4014,4872.01,71.4337,0,0.000802275,124.199,-3.54E-17
23,0,0,0,0,0,27.2239,25.1357,72.5847,0,7.35545,5798.76,0.998988,95.1357,113.405,74.401,0.0442809,13.9535,123.024,527.134,0.944005,37.4015,4871.46,71.6483,0,0.000802225,100.938,0
23,0,0,0,0,0,27.2239,25.1357,72.5847,0,7.35545,5798.76,0.998988,95.1357,113.405,74.401,0.0442809,13.9535,123.024,527.134,0.944005,37.4015,4871.46,71.6483,0,0.000802225,100.938,0
24,0,0,0,0,0,27.2724,25.1381,72.6179,0,7.35513,5800.03,0.998944,95.1342,113.409,74.4062,0.0442809,13.9535,101.384,527.134,0.943791,37.4016,4870.93,71.6058,0,0.000802226,82.1973,1.77E-17
24,0,0,0,0,0,27.2724,25.1381,72.6179,0,7.35513,5800.03,0.998944,95.1342,113.409,74.4062,0.0442809,13.9535,101.384,527.134,0.943791,37.4016,4870.93,71.6058,0,0.000802226,82.1973,1.77E-17
25,0,0,0,0,0,27.2447,25.1402,72.6543,0,7.35492,5801.62,0.998901,95.1312,113.413,74.4096,0.0442809,13.9535,83.9633,527.134,0.943508,37.4015,4870.4,71.355,0,0.000802269,67.8371,1.77E-17
25,0,0,0,0,0,27.2447,25.1402,72.6543,0,7.35492,5801.62,0.998901,95.1312,113.413,74.4096,0.0442809,13.9535,83.9633,527.134,0.943508,37.4015,4870.4,71.355,0,0.000802269,67.8371,1.77E-17
26,0,0,0,0,0,27.21,25.1278,72.6146,0,7.35514,5798.46,0.998857,95.1214,113.391,74.3946,0.0442809,13.9535,111.381,527.134,0.943934,37.4015,4869.88,71.0579,0,0.000802323,97.254,0
26,0,0,0,0,0,27.21,25.1278,72.6146,0,7.35514,5798.46,0.998857,95.1214,113.391,74.3946,0.0442809,13.9535,111.381,527.134,0.943934,37.4015,4869.88,71.0579,0,0.000802323,97.254,0
27,0,0,0,0,0,27.2015,25.1256,72.6099,0,7.35533,5797.53,0.998813,95.1194,113.386,74.3942,0.04429,13.9535,148.062,527.289,0.944071,37.4017,4869.33,71.3101,0,0.00080228,125.576,0
27,0,0,0,0,0,27.2015,25.1256,72.6099,0,7.35533,5797.53,0.998813,95.1194,113.386,74.3942,0.04429,13.9535,148.062,527.289,0.944071,37.4017,4869.33,71.3101,0,0.00080228,125.576,0
28,0,0,0,0,0,27.2646,25.1276,72.6387,0,7.35504,5798.53,0.998769,95.118,113.389,74.3991,0.04429,13.9535,129.189,527.289,0.943901,37.4018,4868.78,71.5851,0,0.000802235,106.417,0
28,0,0,0,0,0,27.2646,25.1276,72.6387,0,7.35504,5798.53,0.998769,95.118,113.389,74.3991,0.04429,13.9535,129.189,527.289,0.943901,37.4018,4868.78,71.5851,0,0.000802235,106.417,0
29,0,0,0,0,0,27.2436,25.13,72.6769,0,7.35481,5800.18,0.998725,95.115,113.393,74.4032,0.04429,13.9535,106.292,527.289,0.943608,37.4018,4868.24,71.6019,0,0.00080224,86.3481,-1.77E-17
29,0,0,0,0,0,27.2436,25.13,72.6769,0,7.35481,5800.18,0.998725,95.115,113.393,74.4032,0.04429,13.9535,106.292,527.289,0.943608,37.4018,4868.24,71.6019,0,0.00080224,86.3481,-1.77E-17
30,0,0,0,0,0,27.2147,25.1254,72.6722,0,7.35491,5799.52,0.998681,95.1092,113.385,74.3969,0.04429,13.9535,87.9566,527.289,0.943663,37.4018,4867.71,71.3988,0,0.000802285,71.0614,1.77E-17
30,0,0,0,0,0,27.2147,25.1254,72.6722,0,7.35491,5799.52,0.998681,95.1092,113.385,74.3969,0.04429,13.9535,87.9566,527.289,0.943663,37.4018,4867.71,71.3988,0,0.000802285,71.0614,1.77E-17
31,0,0,0,0,0,27.1856,25.1143,72.633,0,7.35516,5796.14,0.998637,95.1014,113.365,74.3862,0.0442967,14.0187,89.8924,527.451,0.944145,37.4017,4867.19,71.0491,0,0.000802358,77.3786,1.77E-17
31,0,0,0,0,0,27.1856,25.1143,72.633,0,7.35516,5796.14,0.998637,95.1014,113.365,74.3862,0.0442967,14.0187,89.8924,527.451,0.944145,37.4017,4867.19,71.0491,0,0.000802358,77.3786,1.77E-17
32,0,0,0,0,0,27.2332,25.1157,72.6585,0,7.35502,5796.92,0.998593,95.0994,113.366,74.3903,0.0442967,14.0187,146.172,527.451,0.944003,37.4018,4866.65,71.1875,0,0.000802354,124.819,0
32,0,0,0,0,0,27.2332,25.1157,72.6585,0,7.35502,5796.92,0.998593,95.0994,113.366,74.3903,0.0442967,14.0187,146.172,527.451,0.944003,37.4018,4866.65,71.1875,0,0.000802354,124.819,0
33,0,0,0,0,0,27.2418,25.1181,72.6981,0,7.35474,5798.62,0.998549,95.096,113.37,74.3943,0.0442967,14.0187,135.772,527.451,0.943698,37.4019,4866.09,71.5049,0,0.000802319,112.362,0
33,0,0,0,0,0,27.2418,25.1181,72.6981,0,7.35474,5798.62,0.998549,95.096,113.37,74.3943,0.0442967,14.0187,135.772,527.451,0.943698,37.4019,4866.09,71.5049,0,0.000802319,112.362,0
34,0,0,0,0,0,27.2116,25.1139,72.6987,0,7.35483,5798.25,0.998505,95.0896,113.363,74.3885,0.0442967,14.0187,111.475,527.451,0.9437,37.4019,4865.55,71.5837,0,0.000802327,90.7917,0
34,0,0,0,0,0,27.2116,25.1139,72.6987,0,7.35483,5798.25,0.998505,95.0896,113.363,74.3885,0.0442967,14.0187,111.475,527.451,0.9437,37.4019,4865.55,71.5837,0,0.000802327,90.7917,0
35,0,0,0,0,0,27.1821,25.106,72.6681,0,7.35509,5796.06,0.998461,95.0837,113.348,74.3785,0.0442967,14.0187,92.147,527.451,0.944002,37.4019,4865.02,71.4308,0,0.000802375,74.4801,0
35,0,0,0,0,0,27.1821,25.106,72.6681,0,7.35509,5796.06,0.998461,95.0837,113.348,74.3785,0.0442967,14.0187,92.147,527.451,0.944002,37.4019,4865.02,71.4308,0,0.000802375,74.4801,0
36,0,0,0,0,0,27.2026,25.1019,72.679,0,7.35523,5795.36,0.998417,95.0774,113.34,74.3785,0.0443063,14.0187,76.5388,531.2,0.944061,37.4018,4864.5,71.092,0,0.000802464,61.9404,0
36,0,0,0,0,0,27.2026,25.1019,72.679,0,7.35523,5795.36,0.998417,95.0774,113.34,74.3785,0.0443063,14.0187,76.5388,531.2,0.944061,37.4018,4864.5,71.092,0,0.000802464,61.9404,0
37,0,0,0,0,0,27.2391,25.1044,72.7199,0,7.35482,5797.12,0.998373,95.0733,113.344,74.3823,0.0443063,14.0187,140.442,531.2,0.943739,37.4018,4863.97,71.0704,0,0.000802509,120.897,0
37,0,0,0,0,0,27.2391,25.1044,72.7199,0,7.35482,5797.12,0.998373,95.0733,113.344,74.3823,0.0443063,14.0187,140.442,531.2,0.943739,37.4018,4863.97,71.0704,0,0.000802509,120.897,0
38,0,0,0,0,0,27.2069,25.1006,72.7263,0,7.35484,5797.1,0.998329,95.0663,113.337,74.3769,0.0443063,14.0187,142.673,531.2,0.943678,37.4019,4863.41,71.4037,0,0.000802491,118.901,0
38,0,0,0,0,0,27.2069,25.1006,72.7263,0,7.35484,5797.1,0.998329,95.0663,113.337,74.3769,0.0443063,14.0187,142.673,531.2,0.943678,37.4019,4863.41,71.4037,0,0.000802491,118.901,0
39,0,0,0,0,0,27.1761,25.0922,72.6968,0,7.35512,5795.03,0.998285,95.0594,113.322,74.3657,0.0443063,14.0187,116.94,531.2,0.943949,37.402,4862.87,71.5478,0,0.000802504,95.5408,0
39,0,0,0,0,0,27.1761,25.0922,72.6968,0,7.35512,5795.03,0.998285,95.0594,113.322,74.3657,0.0443063,14.0187,116.94,531.2,0.943949,37.402,4862.87,71.5478,0,0.000802504,95.5408,0
40,0,0,0,0,0,27.1749,25.0873,72.6827,0,7.35529,5793.63,0.998242,95.0549,113.313,74.3613,0.0442965,14.0187,96.5381,531.359,0.944136,37.4019,4862.34,71.4472,0,0.000802563,78.104,-1.77E-17
40,0,0,0,0,0,27.1749,25.0873,72.6827,0,7.35529,5793.63,0.998242,95.0549,113.313,74.3613,0.0442965,14.0187,96.5381,531.359,0.944136,37.4019,4862.34,71.4472,0,0.000802563,78.104,-1.77E-17
41,0,0,0,0,0,27.2323,25.0872,72.7032,0,7.35513,5794.15,0.998198,95.0513,113.312,74.3632,0.0442965,14.0187,80.0188,531.359,0.94402,37.4018,4861.82,71.1501,0,0.000802667,64.6368,0
41,0,0,0,0,0,27.2323,25.0872,72.7032,0,7.35513,5794.15,0.998198,95.0513,113.312,74.3632,0.0442965,14.0187,80.0188,531.359,0.94402,37.4018,4861.82,71.1501,0,0.000802667,64.6368,0
42,0,0,0,0,0,27.2012,25.0858,72.7573,0,7.35487,5796.32,0.998154,95.0391,113.309,74.3616,0.0442965,14.0187,129.123,531.359,0.943553,37.4018,4861.29,70.967,0,0.000802763,112.121,0
42,0,0,0,0,0,27.2012,25.0858,72.7573,0,7.35487,5796.32,0.998154,95.0391,113.309,74.3616,0.0442965,14.0187,129.123,531.359,0.943553,37.4018,4861.29,70.967,0,0.000802763,112.121,0
43,0,0,0,0,0,27.169,25.0771,72.7293,0,7.35516,5794.41,0.99811,95.0315,113.294,74.3496,0.0442965,14.0187,147.044,531.359,0.943791,37.4018,4860.74,71.2796,0,0.000802768,123.853,3.54E-17
43,0,0,0,0,0,27.169,25.0771,72.7293,0,7.35516,5794.41,0.99811,95.0315,113.294,74.3496,0.0442965,14.0187,147.044,531.359,0.943791,37.4018,4860.74,71.2796,0,0.000802768,123.853,3.54E-17
44,0,0,0,0,0,27.1511,25.0717,72.7127,0,7.35536,5792.95,0.998066,95.0263,113.283,74.3439,0.0442956,14.0187,122.707,531.523,0.943981,37.4019,4860.19,71.4907,0,0.000802789,100.62,0
44,0,0,0,0,0,27.1511,25.0717,72.7127,0,7.35536,5792.95,0.998066,95.0263,113.283,74.3439,0.0442956,14.0187,122.707,531.523,0.943981,37.4019,4860.19,71.4907,0,0.000802789,100.62,0
45,0,0,0,0,0,27.2065,25.0711,72.7305,0,7.35524,5793.35,0.998022,95.0223,113.281,74.345,0.0442956,14.0187,101.146,531.523,0.94388,37.4018,4859.65,71.4451,0,0.000802862,81.9578,-3.54E-17
45,0,0,0,0,0,27.2065,25.0711,72.7305,0,7.35524,5793.35,0.998022,95.0223,113.281,74.345,0.0442956,14.0187,101.146,531.523,0.94388,37.4018,4859.65,71.4451,0,0.000802862,81.9578,-3.54E-17
46,0,0,0,0,0,27.1978,25.0731,72.7725,0,7.35494,5795.21,0.997978,95.0174,113.285,74.3482,0.0442956,14.0187,83.7771,531.523,0.943532,37.4017,4859.13,71.1915,0,0.000802982,67.6517,0
46,0,0,0,0,0,27.1978,25.0731,72.7725,0,7.35494,5795.21,0.997978,95.0174,113.285,74.3482,0.0442956,14.0187,83.7771,531.523,0.943532,37.4017,4859.13,71.1915,0,0.000802982,67.6517,0
47,0,0,0,0,0,27.1617,25.0617,72.7635,0,7.35505,5794.12,0.997934,95.0019,113.265,74.3315,0.0442956,14.0187,111.249,531.523,0.943561,37.4016,4858.61,70.8919,0,0.000803116,97.1021,-1.77E-17
47,0,0,0,0,0,27.1617,25.0617,72.7635,0,7.35505,5794.12,0.997934,95.0019,113.265,74.3315,0.0442956,14.0187,111.249,531.523,0.943561,37.4016,4858.61,70.8919,0,0.000803116,97.1021,-1.77E-17
48,0,0,0,0,0,27.1346,25.0558,72.7443,0,7.35539,5792.57,0.99789,94.9965,113.253,74.3249,0.0443008,14.0187,147.753,531.694,0.943763,37.4016,4858.06,71.1407,0,0.000803153,125.265,0
48,0,0,0,0,0,27.1346,25.0558,72.7443,0,7.35539,5792.57,0.99789,94.9965,113.253,74.3249,0.0443008,14.0187,147.753,531.694,0.943763,37.4016,4858.06,71.1407,0,0.000803153,125.265,0
49,0,0,0,0,0,27.1718,25.055,72.7589,0,7.35531,5792.82,0.997846,94.9924,113.251,74.3255,0.0443008,14.0187,128.822,531.694,0.943686,37.4016,4857.51,71.411,0,0.000803186,106.075,0
49,0,0,0,0,0,27.1718,25.055,72.7589,0,7.35531,5792.82,0.997846,94.9924,113.251,74.3255,0.0443008,14.0187,128.822,531.694,0.943686,37.4016,4857.51,71.411,0,0.000803186,106.075,0
50,0,0,0,0,0,27.192,25.0571,72.8002,0,7.35501,5794.65,0.997803,94.9877,113.254,74.3287,0.0443008,14.0187,106.003,531.694,0.943346,37.4016,4856.98,71.4232,0,0.000803272,86.082,0
50,0,0,0,0,0,27.192,25.0571,72.8002,0,7.35501,5794.65,0.997803,94.9877,113.254,74.3287,0.0443008,14.0187,106.003,531.694,0.943346,37.4016,4856.98,71.4232,0,0.000803272,86.082,0
51,0,0,0,0,0,27.163,25.0555,72.8225,0,7.35497,5795.59,0.997759,94.9803,113.251,74.3254,0.0443008,14.0187,87.7282,531.694,0.943123,37.4014,4856.45,71.2157,0,0.000803402,70.8621,-1.77E-17
51,0,0,0,0,0,27.163,25.0555,72.8225,0,7.35497,5795.59,0.997759,94.9803,113.251,74.3254,0.0443008,14.0187,87.7282,531.694,0.943123,37.4014,4856.45,71.2157,0,0.000803402,70.8621,-1.77E-17
52,0,0,0,0,0,27.1264,25.0403,72.7759,0,7.35524,5792.33,0.997715,94.9669,113.224,74.3057,0.0443008,14.0187,89.771,531.694,0.943525,37.4013,4855.94,70.8619,0,0.000803562,77.279,0
52,0,0,0,0,0,27.1264,25.0403,72.7759,0,7.35524,5792.33,0.997715,94.9669,113.224,74.3057,0.0443008,14.0187,89.771,531.694,0.943525,37.4013,4855.94,70.8619,0,0.000803562,77.279,0
53,0,0,0,0,0,27.1403,25.0392,72.787,0,7.35536,5792.4,0.997671,94.9629,113.221,74.3058,0.044309,14.0187,145.883,531.873,0.943478,37.4013,4855.4,70.9964,0,0.000803642,124.548,0
53,0,0,0,0,0,27.1403,25.0392,72.787,0,7.35536,5792.4,0.997671,94.9629,113.221,74.3058,0.044309,14.0187,145.883,531.873,0.943478,37.4013,4855.4,70.9964,0,0.000803642,124.548,0
54,0,0,0,0,0,27.1874,25.0414,72.8269,0,7.35504,5794.14,0.997627,94.9584,113.224,74.3092,0.044309,14.0187,135.352,531.873,0.943155,37.4013,4854.84,71.3089,0,0.000803691,111.982,0
54,0,0,0,0,0,27.1874,25.0414,72.8269,0,7.35504,5794.14,0.997627,94.9584,113.224,74.3092,0.044309,14.0187,135.352,531.873,0.943155,37.4013,4854.84,71.3089,0,0.000803691,111.982,0
55,0,0,0,0,0,27.1567,25.0405,72.8534,0,7.35498,5795.3,0.997583,94.9514,113.223,74.307,0.044309,14.0187,111.146,531.873,0.9429,37.4012,4854.31,71.3822,0,0.000803787,90.5095,0
55,0,0,0,0,0,27.1567,25.0405,72.8534,0,7.35498,5795.3,0.997583,94.9514,113.223,74.307,0.044309,14.0187,111.146,531.873,0.9429,37.4012,4854.31,71.3822,0,0.000803787,90.5095,0
56,0,0,0,0,0,27.1256,25.0326,72.831,0,7.35519,5793.86,0.997539,94.9434,113.208,74.2949,0.044309,14.0187,91.8893,531.873,0.943058,37.4011,4853.78,71.2241,0,0.000803925,74.2742,0
56,0,0,0,0,0,27.1256,25.0326,72.831,0,7.35519,5793.86,0.997539,94.9434,113.208,74.2949,0.044309,14.0187,91.8893,531.873,0.943058,37.4011,4853.78,71.2241,0,0.000803925,74.2742,0
57,0,0,0,0,0,27.1152,25.026,72.8144,0,7.35541,5791.98,0.997495,94.9342,113.192,74.2867,0.0443165,14.0187,76.3722,532.059,0.943278,37.4009,4853.26,70.8807,0,0.000804102,61.8322,0
57,0,0,0,0,0,27.1152,25.026,72.8144,0,7.35541,5791.98,0.997495,94.9342,113.192,74.2867,0.0443165,14.0187,76.3722,532.059,0.943278,37.4009,4853.26,70.8807,0,0.000804102,61.8322,0
58,0,0,0,0,0,27.1777,25.026,72.8525,0,7.35513,5793.6,0.997452,94.9299,113.195,74.2901,0.0443165,14.0187,140.212,532.059,0.942977,37.4008,4852.73,70.8557,0,0.000804234,120.685,0
58,0,0,0,0,0,27.1777,25.026,72.8525,0,7.35513,5793.6,0.997452,94.9299,113.195,74.2901,0.0443165,14.0187,140.212,532.059,0.942977,37.4008,4852.73,70.8557,0,0.000804234,120.685,0
59,0,0,0,0,0,27.1511,25.0259,72.8827,0,7.35496,5794.94,0.997408,94.9233,113.195,74.289,0.0443165,14.0187,142.231,532.059,0.942696,37.4008,4852.18,71.1848,0,0.000804303,118.482,0
59,0,0,0,0,0,27.1511,25.0259,72.8827,0,7.35496,5794.94,0.997408,94.9233,113.195,74.289,0.0443165,14.0187,142.231,532.059,0.942696,37.4008,4852.18,71.1848,0,0.000804303,118.482,0
60,0,0,0,0,0,27.1191,25.0183,72.8634,0,7.35516,5793.69,0.997364,94.9154,113.181,74.2773,0.0443165,14.0187,116.59,532.059,0.942824,37.4008,4851.64,71.3232,0,0.000804405,95.2531,0
60,0,0,0,0,0,27.1191,25.0183,72.8634,0,7.35516,5793.69,0.997364,94.9154,113.181,74.2773,0.0443165,14.0187,116.59,532.059,0.942824,37.4008,4851.64,71.3232,0,0.000804405,95.2531,0
